

Critical Current 	   22.7 [A] 
Maximum density 	 6.406e+011 [molecules/m3]
Average density at 1.000 [A] in [molecules/m3] 	 H2 :	 2.60e+010, CH4:	 2.73e+010, CO :	 1.39e+008, CO2:	 1.21e+008 
Average density at Ib=0 in [molecules/m3] 	 H2 :	 2.59e+010, CH4:	 2.60e+010, CO :	 1.31e+008, CO2:	 1.16e+008 
Total Length [m] 	  H2 density at zero current [molecules/m3]	 CH4 density at zero current [molecules/m3]	 CO density at zero current [molecules/m3]	 CO2 density at zero current [molecules/m3]	 H2 density at Set Current [molecules/m3]	 CH4 density at Set Current [molecules/m3]	 CO density at Set Current [molecules/m3]	 CO2 density at Set Current [molecules/m3]	
19.83 	 1.4751e+010 	 1.0223e+010 	 5.3917e+007 	 6.7555e+007 	 1.4789e+010 	 1.0764e+010 	 5.4503e+007 	 6.7963e+007
19.83 	 1.4792e+010 	 1.0222e+010 	 5.3917e+007 	 6.7555e+007 	 1.4830e+010 	 1.0763e+010 	 5.4503e+007 	 6.7964e+007
19.84 	 1.4836e+010 	 1.0220e+010 	 5.3917e+007 	 6.7555e+007 	 1.4874e+010 	 1.0763e+010 	 5.4503e+007 	 6.7964e+007
19.84 	 1.4882e+010 	 1.0219e+010 	 5.3917e+007 	 6.7555e+007 	 1.4921e+010 	 1.0762e+010 	 5.4504e+007 	 6.7964e+007
19.85 	 1.4932e+010 	 1.0218e+010 	 5.3917e+007 	 6.7555e+007 	 1.4971e+010 	 1.0761e+010 	 5.4504e+007 	 6.7964e+007
19.85 	 1.4985e+010 	 1.0216e+010 	 5.3917e+007 	 6.7555e+007 	 1.5024e+010 	 1.0761e+010 	 5.4504e+007 	 6.7964e+007
19.86 	 1.5040e+010 	 1.0215e+010 	 5.3917e+007 	 6.7555e+007 	 1.5080e+010 	 1.0760e+010 	 5.4504e+007 	 6.7964e+007
19.86 	 1.5099e+010 	 1.0213e+010 	 5.3917e+007 	 6.7555e+007 	 1.5139e+010 	 1.0760e+010 	 5.4504e+007 	 6.7964e+007
19.87 	 1.5160e+010 	 1.0212e+010 	 5.3917e+007 	 6.7555e+007 	 1.5201e+010 	 1.0759e+010 	 5.4504e+007 	 6.7964e+007
19.87 	 1.5225e+010 	 1.0211e+010 	 5.3917e+007 	 6.7555e+007 	 1.5266e+010 	 1.0758e+010 	 5.4504e+007 	 6.7964e+007
19.88 	 1.5293e+010 	 1.0209e+010 	 5.3917e+007 	 6.7555e+007 	 1.5335e+010 	 1.0758e+010 	 5.4505e+007 	 6.7964e+007
19.89 	 1.5364e+010 	 1.0208e+010 	 5.3917e+007 	 6.7555e+007 	 1.5406e+010 	 1.0757e+010 	 5.4505e+007 	 6.7965e+007
19.89 	 1.5438e+010 	 1.0206e+010 	 5.3917e+007 	 6.7555e+007 	 1.5480e+010 	 1.0756e+010 	 5.4505e+007 	 6.7965e+007
 19.9 	 1.5515e+010 	 1.0205e+010 	 5.3917e+007 	 6.7555e+007 	 1.5558e+010 	 1.0756e+010 	 5.4505e+007 	 6.7965e+007
 19.9 	 1.5595e+010 	 1.0204e+010 	 5.3917e+007 	 6.7555e+007 	 1.5639e+010 	 1.0755e+010 	 5.4505e+007 	 6.7965e+007
19.91 	 1.5679e+010 	 1.0202e+010 	 5.3917e+007 	 6.7555e+007 	 1.5723e+010 	 1.0754e+010 	 5.4506e+007 	 6.7965e+007
19.91 	 1.5765e+010 	 1.0201e+010 	 5.3917e+007 	 6.7555e+007 	 1.5810e+010 	 1.0754e+010 	 5.4506e+007 	 6.7965e+007
19.92 	 1.5855e+010 	 1.0199e+010 	 5.3917e+007 	 6.7555e+007 	 1.5901e+010 	 1.0753e+010 	 5.4506e+007 	 6.7966e+007
19.92 	 1.5949e+010 	 1.0198e+010 	 5.3917e+007 	 6.7555e+007 	 1.5995e+010 	 1.0752e+010 	 5.4506e+007 	 6.7966e+007
19.93 	 1.6046e+010 	 1.0196e+010 	 5.3917e+007 	 6.7555e+007 	 1.6092e+010 	 1.0752e+010 	 5.4507e+007 	 6.7966e+007
19.93 	 1.6146e+010 	 1.0195e+010 	 5.3917e+007 	 6.7555e+007 	 1.6192e+010 	 1.0751e+010 	 5.4507e+007 	 6.7966e+007
19.94 	 1.6249e+010 	 1.0194e+010 	 5.3917e+007 	 6.7555e+007 	 1.6297e+010 	 1.0750e+010 	 5.4507e+007 	 6.7966e+007
19.95 	 1.6356e+010 	 1.0192e+010 	 5.3917e+007 	 6.7555e+007 	 1.6404e+010 	 1.0749e+010 	 5.4507e+007 	 6.7967e+007
19.95 	 1.6467e+010 	 1.0191e+010 	 5.3917e+007 	 6.7555e+007 	 1.6515e+010 	 1.0749e+010 	 5.4508e+007 	 6.7967e+007
19.96 	 1.6581e+010 	 1.0189e+010 	 5.3917e+007 	 6.7555e+007 	 1.6630e+010 	 1.0748e+010 	 5.4508e+007 	 6.7967e+007
19.96 	 1.6698e+010 	 1.0188e+010 	 5.3917e+007 	 6.7555e+007 	 1.6748e+010 	 1.0747e+010 	 5.4508e+007 	 6.7967e+007
19.97 	 1.6820e+010 	 1.0186e+010 	 5.3917e+007 	 6.7555e+007 	 1.6870e+010 	 1.0746e+010 	 5.4509e+007 	 6.7967e+007
19.97 	 1.6945e+010 	 1.0185e+010 	 5.3917e+007 	 6.7555e+007 	 1.6996e+010 	 1.0746e+010 	 5.4509e+007 	 6.7968e+007
19.98 	 1.7073e+010 	 1.0183e+010 	 5.3917e+007 	 6.7555e+007 	 1.7125e+010 	 1.0745e+010 	 5.4509e+007 	 6.7968e+007
19.98 	 1.7206e+010 	 1.0182e+010 	 5.3917e+007 	 6.7555e+007 	 1.7258e+010 	 1.0744e+010 	 5.4510e+007 	 6.7968e+007
19.99 	 1.7342e+010 	 1.0180e+010 	 5.3917e+007 	 6.7555e+007 	 1.7395e+010 	 1.0743e+010 	 5.4510e+007 	 6.7969e+007
19.99 	 1.7482e+010 	 1.0179e+010 	 5.3917e+007 	 6.7555e+007 	 1.7536e+010 	 1.0742e+010 	 5.4511e+007 	 6.7969e+007
   20 	 1.7626e+010 	 1.0177e+010 	 5.3917e+007 	 6.7555e+007 	 1.7681e+010 	 1.0742e+010 	 5.4511e+007 	 6.7969e+007
20.01 	 1.7775e+010 	 1.0176e+010 	 5.3917e+007 	 6.7555e+007 	 1.7830e+010 	 1.0741e+010 	 5.4511e+007 	 6.7969e+007
20.01 	 1.7927e+010 	 1.0174e+010 	 5.3917e+007 	 6.7555e+007 	 1.7983e+010 	 1.0740e+010 	 5.4512e+007 	 6.7970e+007
20.02 	 1.8083e+010 	 1.0173e+010 	 5.3917e+007 	 6.7555e+007 	 1.8140e+010 	 1.0739e+010 	 5.4512e+007 	 6.7970e+007
20.02 	 1.8243e+010 	 1.0171e+010 	 5.3917e+007 	 6.7555e+007 	 1.8301e+010 	 1.0738e+010 	 5.4513e+007 	 6.7970e+007
20.03 	 1.8408e+010 	 1.0170e+010 	 5.3917e+007 	 6.7555e+007 	 1.8466e+010 	 1.0737e+010 	 5.4513e+007 	 6.7971e+007
20.03 	 1.8577e+010 	 1.0168e+010 	 5.3917e+007 	 6.7555e+007 	 1.8636e+010 	 1.0736e+010 	 5.4514e+007 	 6.7971e+007
20.04 	 1.8750e+010 	 1.0167e+010 	 5.3917e+007 	 6.7555e+007 	 1.8810e+010 	 1.0736e+010 	 5.4514e+007 	 6.7971e+007
20.04 	 1.8928e+010 	 1.0165e+010 	 5.3917e+007 	 6.7555e+007 	 1.8989e+010 	 1.0735e+010 	 5.4515e+007 	 6.7972e+007
20.05 	 1.9110e+010 	 1.0164e+010 	 5.3917e+007 	 6.7555e+007 	 1.9172e+010 	 1.0734e+010 	 5.4515e+007 	 6.7972e+007
20.05 	 1.9297e+010 	 1.0162e+010 	 5.3917e+007 	 6.7555e+007 	 1.9360e+010 	 1.0733e+010 	 5.4516e+007 	 6.7972e+007
20.06 	 1.9489e+010 	 1.0161e+010 	 5.3917e+007 	 6.7555e+007 	 1.9552e+010 	 1.0732e+010 	 5.4516e+007 	 6.7973e+007
20.06 	 1.9685e+010 	 1.0159e+010 	 5.3917e+007 	 6.7555e+007 	 1.9749e+010 	 1.0731e+010 	 5.4517e+007 	 6.7973e+007
20.06 	 1.9685e+010 	 1.0159e+010 	 5.3917e+007 	 6.7555e+007 	 1.9749e+010 	 1.0731e+010 	 5.4517e+007 	 6.7973e+007
20.07 	 1.9886e+010 	 1.0157e+010 	 5.3917e+007 	 6.7555e+007 	 1.9951e+010 	 1.0730e+010 	 5.4517e+007 	 6.7974e+007
20.08 	 2.0092e+010 	 1.0156e+010 	 5.3917e+007 	 6.7555e+007 	 2.0158e+010 	 1.0729e+010 	 5.4518e+007 	 6.7974e+007
20.08 	 2.0302e+010 	 1.0154e+010 	 5.3917e+007 	 6.7555e+007 	 2.0369e+010 	 1.0728e+010 	 5.4518e+007 	 6.7975e+007
20.09 	 2.0518e+010 	 1.0153e+010 	 5.3917e+007 	 6.7555e+007 	 2.0586e+010 	 1.0727e+010 	 5.4519e+007 	 6.7975e+007
20.09 	 2.0739e+010 	 1.0151e+010 	 5.3917e+007 	 6.7555e+007 	 2.0808e+010 	 1.0726e+010 	 5.4520e+007 	 6.7975e+007
 20.1 	 2.0965e+010 	 1.0150e+010 	 5.3917e+007 	 6.7555e+007 	 2.1035e+010 	 1.0725e+010 	 5.4520e+007 	 6.7976e+007
 20.1 	 2.1196e+010 	 1.0148e+010 	 5.3917e+007 	 6.7555e+007 	 2.1267e+010 	 1.0724e+010 	 5.4521e+007 	 6.7976e+007
20.11 	 2.1433e+010 	 1.0146e+010 	 5.3917e+007 	 6.7555e+007 	 2.1505e+010 	 1.0723e+010 	 5.4522e+007 	 6.7977e+007
20.11 	 2.1675e+010 	 1.0145e+010 	 5.3917e+007 	 6.7555e+007 	 2.1748e+010 	 1.0722e+010 	 5.4522e+007 	 6.7977e+007
20.12 	 2.1923e+010 	 1.0143e+010 	 5.3917e+007 	 6.7555e+007 	 2.1997e+010 	 1.0721e+010 	 5.4523e+007 	 6.7978e+007
20.12 	 2.2176e+010 	 1.0142e+010 	 5.3917e+007 	 6.7555e+007 	 2.2251e+010 	 1.0720e+010 	 5.4524e+007 	 6.7978e+007
20.13 	 2.2435e+010 	 1.0140e+010 	 5.3917e+007 	 6.7555e+007 	 2.2511e+010 	 1.0719e+010 	 5.4525e+007 	 6.7979e+007
20.14 	 2.2700e+010 	 1.0138e+010 	 5.3917e+007 	 6.7555e+007 	 2.2777e+010 	 1.0718e+010 	 5.4525e+007 	 6.7980e+007
20.14 	 2.2971e+010 	 1.0137e+010 	 5.3917e+007 	 6.7555e+007 	 2.3049e+010 	 1.0717e+010 	 5.4526e+007 	 6.7980e+007
20.15 	 2.3247e+010 	 1.0135e+010 	 5.3917e+007 	 6.7555e+007 	 2.3327e+010 	 1.0716e+010 	 5.4527e+007 	 6.7981e+007
20.15 	 2.3530e+010 	 1.0133e+010 	 5.3917e+007 	 6.7555e+007 	 2.3612e+010 	 1.0715e+010 	 5.4528e+007 	 6.7981e+007
20.16 	 2.3820e+010 	 1.0132e+010 	 5.3917e+007 	 6.7555e+007 	 2.3902e+010 	 1.0714e+010 	 5.4529e+007 	 6.7982e+007
20.16 	 2.4115e+010 	 1.0130e+010 	 5.3917e+007 	 6.7555e+007 	 2.4199e+010 	 1.0713e+010 	 5.4529e+007 	 6.7982e+007
20.17 	 2.4417e+010 	 1.0129e+010 	 5.3917e+007 	 6.7555e+007 	 2.4502e+010 	 1.0712e+010 	 5.4530e+007 	 6.7983e+007
20.17 	 2.4726e+010 	 1.0127e+010 	 5.3917e+007 	 6.7555e+007 	 2.4812e+010 	 1.0710e+010 	 5.4531e+007 	 6.7984e+007
20.18 	 2.5042e+010 	 1.0125e+010 	 5.3917e+007 	 6.7555e+007 	 2.5129e+010 	 1.0709e+010 	 5.4532e+007 	 6.7984e+007
20.18 	 2.5364e+010 	 1.0124e+010 	 5.3917e+007 	 6.7555e+007 	 2.5453e+010 	 1.0708e+010 	 5.4533e+007 	 6.7985e+007
20.19 	 2.5693e+010 	 1.0122e+010 	 5.3917e+007 	 6.7555e+007 	 2.5783e+010 	 1.0707e+010 	 5.4534e+007 	 6.7986e+007
 20.2 	 2.6029e+010 	 1.0120e+010 	 5.3917e+007 	 6.7555e+007 	 2.6121e+010 	 1.0706e+010 	 5.4535e+007 	 6.7986e+007
 20.2 	 2.6373e+010 	 1.0119e+010 	 5.3917e+007 	 6.7555e+007 	 2.6466e+010 	 1.0705e+010 	 5.4536e+007 	 6.7987e+007
20.21 	 2.6724e+010 	 1.0117e+010 	 5.3917e+007 	 6.7555e+007 	 2.6818e+010 	 1.0704e+010 	 5.4537e+007 	 6.7988e+007
20.21 	 2.7082e+010 	 1.0115e+010 	 5.3917e+007 	 6.7555e+007 	 2.7178e+010 	 1.0702e+010 	 5.4538e+007 	 6.7989e+007
20.22 	 2.7448e+010 	 1.0114e+010 	 5.3917e+007 	 6.7555e+007 	 2.7546e+010 	 1.0701e+010 	 5.4539e+007 	 6.7989e+007
20.22 	 2.7821e+010 	 1.0112e+010 	 5.3917e+007 	 6.7555e+007 	 2.7921e+010 	 1.0700e+010 	 5.4540e+007 	 6.7990e+007
20.23 	 2.8203e+010 	 1.0110e+010 	 5.3917e+007 	 6.7555e+007 	 2.8304e+010 	 1.0699e+010 	 5.4541e+007 	 6.7991e+007
20.23 	 2.8593e+010 	 1.0108e+010 	 5.3917e+007 	 6.7555e+007 	 2.8695e+010 	 1.0698e+010 	 5.4542e+007 	 6.7992e+007
20.24 	 2.8991e+010 	 1.0107e+010 	 5.3917e+007 	 6.7555e+007 	 2.9095e+010 	 1.0696e+010 	 5.4544e+007 	 6.7993e+007
20.24 	 2.9397e+010 	 1.0105e+010 	 5.3917e+007 	 6.7555e+007 	 2.9503e+010 	 1.0695e+010 	 5.4545e+007 	 6.7994e+007
20.25 	 2.9811e+010 	 1.0103e+010 	 5.3917e+007 	 6.7555e+007 	 2.9919e+010 	 1.0694e+010 	 5.4546e+007 	 6.7994e+007
20.26 	 3.0235e+010 	 1.0102e+010 	 5.3917e+007 	 6.7555e+007 	 3.0344e+010 	 1.0693e+010 	 5.4547e+007 	 6.7995e+007
20.26 	 3.0667e+010 	 1.0100e+010 	 5.3917e+007 	 6.7555e+007 	 3.0778e+010 	 1.0692e+010 	 5.4548e+007 	 6.7996e+007
20.27 	 3.1108e+010 	 1.0098e+010 	 5.3917e+007 	 6.7555e+007 	 3.1221e+010 	 1.0690e+010 	 5.4550e+007 	 6.7997e+007
20.27 	 3.1558e+010 	 1.0096e+010 	 5.3917e+007 	 6.7555e+007 	 3.1674e+010 	 1.0689e+010 	 5.4551e+007 	 6.7998e+007
20.28 	 3.2018e+010 	 1.0095e+010 	 5.3917e+007 	 6.7555e+007 	 3.2135e+010 	 1.0688e+010 	 5.4552e+007 	 6.7999e+007
20.28 	 3.2487e+010 	 1.0093e+010 	 5.3917e+007 	 6.7555e+007 	 3.2606e+010 	 1.0686e+010 	 5.4554e+007 	 6.8000e+007
20.29 	 3.2966e+010 	 1.0091e+010 	 5.3917e+007 	 6.7555e+007 	 3.3087e+010 	 1.0685e+010 	 5.4555e+007 	 6.8001e+007
20.29 	 3.3455e+010 	 1.0089e+010 	 5.3917e+007 	 6.7555e+007 	 3.3578e+010 	 1.0684e+010 	 5.4557e+007 	 6.8002e+007
 20.3 	 3.3953e+010 	 1.0088e+010 	 5.3917e+007 	 6.7555e+007 	 3.4079e+010 	 1.0683e+010 	 5.4558e+007 	 6.8003e+007
 20.3 	 3.4462e+010 	 1.0086e+010 	 5.3917e+007 	 6.7555e+007 	 3.4590e+010 	 1.0681e+010 	 5.4560e+007 	 6.8004e+007
20.31 	 3.4982e+010 	 1.0084e+010 	 5.3917e+007 	 6.7555e+007 	 3.5111e+010 	 1.0680e+010 	 5.4561e+007 	 6.8005e+007
20.31 	 3.5512e+010 	 1.0082e+010 	 5.3917e+007 	 6.7555e+007 	 3.5644e+010 	 1.0679e+010 	 5.4563e+007 	 6.8006e+007
20.32 	 3.6053e+010 	 1.0081e+010 	 5.3917e+007 	 6.7555e+007 	 3.6187e+010 	 1.0677e+010 	 5.4564e+007 	 6.8008e+007
20.33 	 3.6605e+010 	 1.0079e+010 	 5.3917e+007 	 6.7555e+007 	 3.6741e+010 	 1.0676e+010 	 5.4566e+007 	 6.8009e+007
20.33 	 3.7168e+010 	 1.0077e+010 	 5.3917e+007 	 6.7555e+007 	 3.7307e+010 	 1.0675e+010 	 5.4568e+007 	 6.8010e+007
20.33 	 3.7168e+010 	 1.0077e+010 	 5.3917e+007 	 6.7555e+007 	 3.7307e+010 	 1.0675e+010 	 5.4568e+007 	 6.8010e+007
20.34 	 3.7743e+010 	 1.0075e+010 	 5.3917e+007 	 6.7555e+007 	 3.7884e+010 	 1.0673e+010 	 5.4569e+007 	 6.8011e+007
20.34 	 3.8329e+010 	 1.0073e+010 	 5.3917e+007 	 6.7555e+007 	 3.8473e+010 	 1.0672e+010 	 5.4571e+007 	 6.8012e+007
20.35 	 3.8928e+010 	 1.0072e+010 	 5.3917e+007 	 6.7555e+007 	 3.9073e+010 	 1.0670e+010 	 5.4573e+007 	 6.8014e+007
20.35 	 3.9538e+010 	 1.0070e+010 	 5.3917e+007 	 6.7555e+007 	 3.9686e+010 	 1.0669e+010 	 5.4575e+007 	 6.8015e+007
20.36 	 4.0161e+010 	 1.0068e+010 	 5.3917e+007 	 6.7555e+007 	 4.0312e+010 	 1.0668e+010 	 5.4576e+007 	 6.8016e+007
20.36 	 4.0797e+010 	 1.0066e+010 	 5.3917e+007 	 6.7555e+007 	 4.0950e+010 	 1.0666e+010 	 5.4578e+007 	 6.8018e+007
20.37 	 4.1445e+010 	 1.0064e+010 	 5.3917e+007 	 6.7555e+007 	 4.1601e+010 	 1.0665e+010 	 5.4580e+007 	 6.8019e+007
20.37 	 4.2107e+010 	 1.0063e+010 	 5.3917e+007 	 6.7555e+007 	 4.2265e+010 	 1.0663e+010 	 5.4582e+007 	 6.8020e+007
20.38 	 4.2781e+010 	 1.0061e+010 	 5.3917e+007 	 6.7555e+007 	 4.2943e+010 	 1.0662e+010 	 5.4584e+007 	 6.8022e+007
20.39 	 4.3470e+010 	 1.0059e+010 	 5.3917e+007 	 6.7555e+007 	 4.3634e+010 	 1.0660e+010 	 5.4586e+007 	 6.8023e+007
20.39 	 4.4172e+010 	 1.0057e+010 	 5.3917e+007 	 6.7555e+007 	 4.4340e+010 	 1.0659e+010 	 5.4588e+007 	 6.8025e+007
 20.4 	 4.4889e+010 	 1.0055e+010 	 5.3917e+007 	 6.7555e+007 	 4.5059e+010 	 1.0657e+010 	 5.4590e+007 	 6.8026e+007
 20.4 	 4.5620e+010 	 1.0053e+010 	 5.3917e+007 	 6.7555e+007 	 4.5793e+010 	 1.0656e+010 	 5.4593e+007 	 6.8028e+007
20.41 	 4.6366e+010 	 1.0052e+010 	 5.3917e+007 	 6.7555e+007 	 4.6542e+010 	 1.0654e+010 	 5.4595e+007 	 6.8030e+007
20.41 	 4.7127e+010 	 1.0050e+010 	 5.3917e+007 	 6.7555e+007 	 4.7306e+010 	 1.0653e+010 	 5.4597e+007 	 6.8031e+007
20.42 	 4.7903e+010 	 1.0048e+010 	 5.3917e+007 	 6.7555e+007 	 4.8085e+010 	 1.0651e+010 	 5.4599e+007 	 6.8033e+007
20.42 	 4.8694e+010 	 1.0046e+010 	 5.3917e+007 	 6.7555e+007 	 4.8880e+010 	 1.0650e+010 	 5.4602e+007 	 6.8035e+007
20.43 	 4.9502e+010 	 1.0044e+010 	 5.3917e+007 	 6.7555e+007 	 4.9691e+010 	 1.0648e+010 	 5.4604e+007 	 6.8036e+007
20.43 	 5.0325e+010 	 1.0042e+010 	 5.3917e+007 	 6.7555e+007 	 5.0518e+010 	 1.0647e+010 	 5.4607e+007 	 6.8038e+007
20.44 	 5.1166e+010 	 1.0040e+010 	 5.3917e+007 	 6.7555e+007 	 5.1361e+010 	 1.0645e+010 	 5.4609e+007 	 6.8040e+007
20.45 	 5.2023e+010 	 1.0038e+010 	 5.3917e+007 	 6.7555e+007 	 5.2222e+010 	 1.0644e+010 	 5.4612e+007 	 6.8042e+007
20.45 	 5.2897e+010 	 1.0037e+010 	 5.3917e+007 	 6.7555e+007 	 5.3100e+010 	 1.0642e+010 	 5.4614e+007 	 6.8044e+007
20.46 	 5.3789e+010 	 1.0035e+010 	 5.3917e+007 	 6.7555e+007 	 5.3995e+010 	 1.0641e+010 	 5.4617e+007 	 6.8045e+007
20.46 	 5.4698e+010 	 1.0033e+010 	 5.3917e+007 	 6.7555e+007 	 5.4908e+010 	 1.0639e+010 	 5.4620e+007 	 6.8047e+007
20.47 	 5.5626e+010 	 1.0031e+010 	 5.3917e+007 	 6.7555e+007 	 5.5840e+010 	 1.0637e+010 	 5.4622e+007 	 6.8049e+007
20.47 	 5.6573e+010 	 1.0029e+010 	 5.3917e+007 	 6.7555e+007 	 5.6790e+010 	 1.0636e+010 	 5.4625e+007 	 6.8051e+007
20.48 	 5.7538e+010 	 1.0027e+010 	 5.3917e+007 	 6.7555e+007 	 5.7759e+010 	 1.0634e+010 	 5.4628e+007 	 6.8053e+007
20.48 	 5.8522e+010 	 1.0025e+010 	 5.3917e+007 	 6.7555e+007 	 5.8748e+010 	 1.0633e+010 	 5.4631e+007 	 6.8056e+007
20.49 	 5.9527e+010 	 1.0023e+010 	 5.3917e+007 	 6.7555e+007 	 5.9756e+010 	 1.0631e+010 	 5.4634e+007 	 6.8058e+007
20.49 	 6.0551e+010 	 1.0021e+010 	 5.3917e+007 	 6.7555e+007 	 6.0785e+010 	 1.0629e+010 	 5.4637e+007 	 6.8060e+007
 20.5 	 6.1596e+010 	 1.0019e+010 	 5.3917e+007 	 6.7555e+007 	 6.1834e+010 	 1.0628e+010 	 5.4640e+007 	 6.8062e+007
20.51 	 6.2661e+010 	 1.0017e+010 	 5.3917e+007 	 6.7555e+007 	 6.2903e+010 	 1.0626e+010 	 5.4643e+007 	 6.8064e+007
20.51 	 6.3748e+010 	 1.0016e+010 	 5.3917e+007 	 6.7555e+007 	 6.3995e+010 	 1.0624e+010 	 5.4647e+007 	 6.8067e+007
20.52 	 6.4857e+010 	 1.0014e+010 	 5.3917e+007 	 6.7555e+007 	 6.5107e+010 	 1.0623e+010 	 5.4650e+007 	 6.8069e+007
20.52 	 6.5987e+010 	 1.0012e+010 	 5.3917e+007 	 6.7555e+007 	 6.6243e+010 	 1.0621e+010 	 5.4653e+007 	 6.8072e+007
20.53 	 6.7140e+010 	 1.0010e+010 	 5.3917e+007 	 6.7555e+007 	 6.7400e+010 	 1.0619e+010 	 5.4657e+007 	 6.8074e+007
20.53 	 6.8316e+010 	 1.0008e+010 	 5.3917e+007 	 6.7555e+007 	 6.8581e+010 	 1.0618e+010 	 5.4660e+007 	 6.8077e+007
20.54 	 6.9516e+010 	 1.0006e+010 	 5.3917e+007 	 6.7555e+007 	 6.9785e+010 	 1.0616e+010 	 5.4664e+007 	 6.8079e+007
20.54 	 7.0739e+010 	 1.0004e+010 	 5.3917e+007 	 6.7555e+007 	 7.1014e+010 	 1.0614e+010 	 5.4668e+007 	 6.8082e+007
20.55 	 7.1987e+010 	 1.0002e+010 	 5.3917e+007 	 6.7555e+007 	 7.2266e+010 	 1.0613e+010 	 5.4671e+007 	 6.8085e+007
20.55 	 7.3259e+010 	 9.9998e+009 	 5.3917e+007 	 6.7555e+007 	 7.3544e+010 	 1.0611e+010 	 5.4675e+007 	 6.8087e+007
20.56 	 7.4557e+010 	 9.9978e+009 	 5.3917e+007 	 6.7555e+007 	 7.4847e+010 	 1.0609e+010 	 5.4679e+007 	 6.8090e+007
20.56 	 7.5880e+010 	 9.9959e+009 	 5.3917e+007 	 6.7555e+007 	 7.6176e+010 	 1.0607e+010 	 5.4683e+007 	 6.8093e+007
20.57 	 7.7230e+010 	 9.9939e+009 	 5.3917e+007 	 6.7555e+007 	 7.7531e+010 	 1.0605e+010 	 5.4687e+007 	 6.8096e+007
20.58 	 7.8607e+010 	 9.9919e+009 	 5.3917e+007 	 6.7555e+007 	 7.8913e+010 	 1.0604e+010 	 5.4691e+007 	 6.8099e+007
20.58 	 8.0011e+010 	 9.9899e+009 	 5.3917e+007 	 6.7555e+007 	 8.0323e+010 	 1.0602e+010 	 5.4695e+007 	 6.8102e+007
20.59 	 8.1443e+010 	 9.9879e+009 	 5.3917e+007 	 6.7555e+007 	 8.1761e+010 	 1.0600e+010 	 5.4700e+007 	 6.8105e+007
20.59 	 8.2904e+010 	 9.9859e+009 	 5.3917e+007 	 6.7555e+007 	 8.3227e+010 	 1.0598e+010 	 5.4704e+007 	 6.8108e+007
 20.6 	 8.4393e+010 	 9.9838e+009 	 5.3917e+007 	 6.7555e+007 	 8.4722e+010 	 1.0597e+010 	 5.4709e+007 	 6.8111e+007
 20.6 	 8.4393e+010 	 9.9838e+009 	 5.3917e+007 	 6.7555e+007 	 8.4722e+010 	 1.0597e+010 	 5.4709e+007 	 6.8111e+007
 20.6 	 8.5912e+010 	 9.9818e+009 	 5.3917e+007 	 6.7555e+007 	 8.6247e+010 	 1.0595e+010 	 5.4713e+007 	 6.8115e+007
20.61 	 8.7461e+010 	 9.9798e+009 	 5.3917e+007 	 6.7555e+007 	 8.7803e+010 	 1.0593e+010 	 5.4718e+007 	 6.8118e+007
20.61 	 8.9041e+010 	 9.9778e+009 	 5.3917e+007 	 6.7555e+007 	 8.9389e+010 	 1.0591e+010 	 5.4723e+007 	 6.8121e+007
20.62 	 9.0652e+010 	 9.9757e+009 	 5.3917e+007 	 6.7556e+007 	 9.1007e+010 	 1.0589e+010 	 5.4727e+007 	 6.8125e+007
20.62 	 9.2296e+010 	 9.9737e+009 	 5.3917e+007 	 6.7556e+007 	 9.2656e+010 	 1.0587e+010 	 5.4732e+007 	 6.8128e+007
20.63 	 9.3971e+010 	 9.9717e+009 	 5.3917e+007 	 6.7556e+007 	 9.4339e+010 	 1.0585e+010 	 5.4737e+007 	 6.8132e+007
20.64 	 9.5680e+010 	 9.9696e+009 	 5.3917e+007 	 6.7556e+007 	 9.6055e+010 	 1.0584e+010 	 5.4743e+007 	 6.8136e+007
20.64 	 9.7423e+010 	 9.9676e+009 	 5.3917e+007 	 6.7556e+007 	 9.7805e+010 	 1.0582e+010 	 5.4748e+007 	 6.8140e+007
20.65 	 9.9201e+010 	 9.9655e+009 	 5.3917e+007 	 6.7556e+007 	 9.9589e+010 	 1.0580e+010 	 5.4753e+007 	 6.8143e+007
20.65 	 1.0101e+011 	 9.9634e+009 	 5.3917e+007 	 6.7556e+007 	 1.0141e+011 	 1.0578e+010 	 5.4759e+007 	 6.8147e+007
20.66 	 1.0286e+011 	 9.9614e+009 	 5.3917e+007 	 6.7556e+007 	 1.0327e+011 	 1.0576e+010 	 5.4764e+007 	 6.8151e+007
20.66 	 1.0475e+011 	 9.9593e+009 	 5.3917e+007 	 6.7556e+007 	 1.0516e+011 	 1.0574e+010 	 5.4770e+007 	 6.8155e+007
20.67 	 1.0667e+011 	 9.9572e+009 	 5.3917e+007 	 6.7556e+007 	 1.0709e+011 	 1.0572e+010 	 5.4776e+007 	 6.8160e+007
20.67 	 1.0863e+011 	 9.9551e+009 	 5.3917e+007 	 6.7556e+007 	 1.0906e+011 	 1.0570e+010 	 5.4782e+007 	 6.8164e+007
20.68 	 1.1063e+011 	 9.9531e+009 	 5.3917e+007 	 6.7556e+007 	 1.1106e+011 	 1.0568e+010 	 5.4788e+007 	 6.8168e+007
20.68 	 1.1267e+011 	 9.9510e+009 	 5.3917e+007 	 6.7556e+007 	 1.1311e+011 	 1.0566e+010 	 5.4794e+007 	 6.8173e+007
