

Critical Current 	   22.7 [A] 
Maximum density 	 6.406e+011 [molecules/m3]
Average density at 1.000 [A] in [molecules/m3] 	 H2 :	 2.60e+010, CH4:	 2.73e+010, CO :	 1.39e+008, CO2:	 1.21e+008 
Average density at Ib=0 in [molecules/m3] 	 H2 :	 2.59e+010, CH4:	 2.60e+010, CO :	 1.31e+008, CO2:	 1.16e+008 
Total Length [m] 	  H2 density at zero current [molecules/m3]	 CH4 density at zero current [molecules/m3]	 CO density at zero current [molecules/m3]	 CO2 density at zero current [molecules/m3]	 H2 density at Set Current [molecules/m3]	 CH4 density at Set Current [molecules/m3]	 CO density at Set Current [molecules/m3]	 CO2 density at Set Current [molecules/m3]	
3.989 	 1.3451e+011 	 2.7384e+010 	 1.6382e+009 	 1.0596e+009 	 1.3476e+011 	 2.8705e+010 	 1.7850e+009 	 1.1555e+009
4.002 	 1.3434e+011 	 2.7404e+010 	 1.6301e+009 	 1.0545e+009 	 1.3458e+011 	 2.8726e+010 	 1.7761e+009 	 1.1500e+009
4.015 	 1.3405e+011 	 2.7423e+010 	 1.6179e+009 	 1.0469e+009 	 1.3430e+011 	 2.8746e+010 	 1.7628e+009 	 1.1416e+009
4.028 	 1.3366e+011 	 2.7441e+010 	 1.6017e+009 	 1.0367e+009 	 1.3390e+011 	 2.8764e+010 	 1.7450e+009 	 1.1305e+009
4.041 	 1.3315e+011 	 2.7456e+010 	 1.5813e+009 	 1.0240e+009 	 1.3340e+011 	 2.8780e+010 	 1.7227e+009 	 1.1165e+009
4.054 	 1.3254e+011 	 2.7471e+010 	 1.5568e+009 	 1.0087e+009 	 1.3278e+011 	 2.8795e+010 	 1.6960e+009 	 1.0997e+009
4.067 	 1.3182e+011 	 2.7483e+010 	 1.5283e+009 	 9.9083e+008 	 1.3206e+011 	 2.8808e+010 	 1.6647e+009 	 1.0800e+009
 4.08 	 1.3099e+011 	 2.7495e+010 	 1.4956e+009 	 9.7040e+008 	 1.3123e+011 	 2.8820e+010 	 1.6290e+009 	 1.0576e+009
4.093 	 1.3005e+011 	 2.7504e+010 	 1.4589e+009 	 9.4741e+008 	 1.3029e+011 	 2.8830e+010 	 1.5888e+009 	 1.0324e+009
4.106 	 1.2900e+011 	 2.7512e+010 	 1.4181e+009 	 9.2186e+008 	 1.2924e+011 	 2.8839e+010 	 1.5442e+009 	 1.0043e+009
4.119 	 1.2784e+011 	 2.7519e+010 	 1.3732e+009 	 8.9375e+008 	 1.2808e+011 	 2.8845e+010 	 1.4951e+009 	 9.7344e+008
4.133 	 1.2657e+011 	 2.7524e+010 	 1.3242e+009 	 8.6308e+008 	 1.2681e+011 	 2.8851e+010 	 1.4415e+009 	 9.3977e+008
4.146 	 1.2520e+011 	 2.7527e+010 	 1.2711e+009 	 8.2984e+008 	 1.2543e+011 	 2.8854e+010 	 1.3834e+009 	 9.0328e+008
4.159 	 1.2371e+011 	 2.7529e+010 	 1.2140e+009 	 7.9405e+008 	 1.2394e+011 	 2.8857e+010 	 1.3209e+009 	 8.6399e+008
4.172 	 1.2211e+011 	 2.7529e+010 	 1.1527e+009 	 7.5569e+008 	 1.2234e+011 	 2.8857e+010 	 1.2540e+009 	 8.2189e+008
4.185 	 1.2041e+011 	 2.7528e+010 	 1.0874e+009 	 7.1477e+008 	 1.2063e+011 	 2.8856e+010 	 1.1825e+009 	 7.7699e+008
4.198 	 1.1860e+011 	 2.7525e+010 	 1.0179e+009 	 6.7129e+008 	 1.1881e+011 	 2.8853e+010 	 1.1066e+009 	 7.2929e+008
4.211 	 1.1667e+011 	 2.7521e+010 	 9.4441e+008 	 6.2525e+008 	 1.1689e+011 	 2.8849e+010 	 1.0263e+009 	 6.7879e+008
4.224 	 1.1464e+011 	 2.7515e+010 	 8.6680e+008 	 5.7665e+008 	 1.1485e+011 	 2.8843e+010 	 9.4150e+008 	 6.2549e+008
4.237 	 1.1250e+011 	 2.7508e+010 	 7.8510e+008 	 5.2548e+008 	 1.1270e+011 	 2.8836e+010 	 8.5227e+008 	 5.6939e+008
 4.25 	 1.1025e+011 	 2.7499e+010 	 6.9931e+008 	 4.7176e+008 	 1.1045e+011 	 2.8826e+010 	 7.5858e+008 	 5.1051e+008
4.263 	 1.0789e+011 	 2.7488e+010 	 6.0943e+008 	 4.1547e+008 	 1.0808e+011 	 2.8816e+010 	 6.6046e+008 	 4.4883e+008
4.276 	 1.0542e+011 	 2.7476e+010 	 5.1547e+008 	 3.5662e+008 	 1.0561e+011 	 2.8803e+010 	 5.5790e+008 	 3.8436e+008
4.289 	 1.0284e+011 	 2.7463e+010 	 4.1741e+008 	 2.9521e+008 	 1.0303e+011 	 2.8790e+010 	 4.5091e+008 	 3.1711e+008
4.289 	 1.0284e+011 	 2.7463e+010 	 4.1741e+008 	 2.9521e+008 	 1.0303e+011 	 2.8790e+010 	 4.5091e+008 	 3.1711e+008
4.301 	 1.0053e+011 	 2.7450e+010 	 3.3858e+008 	 2.4584e+008 	 1.0071e+011 	 2.8777e+010 	 3.6491e+008 	 2.6305e+008
4.312 	 9.8275e+010 	 2.7437e+010 	 2.7685e+008 	 2.0718e+008 	 9.8456e+010 	 2.8764e+010 	 2.9756e+008 	 2.2071e+008
4.324 	 9.6076e+010 	 2.7424e+010 	 2.2850e+008 	 1.7690e+008 	 9.6253e+010 	 2.8751e+010 	 2.4481e+008 	 1.8756e+008
4.335 	 9.3930e+010 	 2.7412e+010 	 1.9064e+008 	 1.5318e+008 	 9.4103e+010 	 2.8738e+010 	 2.0350e+008 	 1.6159e+008
4.347 	 9.1836e+010 	 2.7399e+010 	 1.6099e+008 	 1.3461e+008 	 9.2005e+010 	 2.8724e+010 	 1.7115e+008 	 1.4126e+008
4.358 	 8.9792e+010 	 2.7386e+010 	 1.3777e+008 	 1.2007e+008 	 8.9957e+010 	 2.8711e+010 	 1.4582e+008 	 1.2533e+008
 4.37 	 8.7798e+010 	 2.7373e+010 	 1.1958e+008 	 1.0868e+008 	 8.7960e+010 	 2.8698e+010 	 1.2598e+008 	 1.1286e+008
4.382 	 8.5851e+010 	 2.7360e+010 	 1.0534e+008 	 9.9763e+007 	 8.6010e+010 	 2.8685e+010 	 1.1044e+008 	 1.0309e+008
4.393 	 8.3952e+010 	 2.7348e+010 	 9.4190e+007 	 9.2778e+007 	 8.4107e+010 	 2.8672e+010 	 9.8269e+007 	 9.5443e+007
4.405 	 8.2099e+010 	 2.7335e+010 	 8.5456e+007 	 8.7308e+007 	 8.2251e+010 	 2.8659e+010 	 8.8738e+007 	 8.9452e+007
4.416 	 8.0290e+010 	 2.7322e+010 	 7.8617e+007 	 8.3025e+007 	 8.0439e+010 	 2.8646e+010 	 8.1273e+007 	 8.4759e+007
4.428 	 7.8526e+010 	 2.7309e+010 	 7.3260e+007 	 7.9670e+007 	 7.8671e+010 	 2.8633e+010 	 7.5427e+007 	 8.1084e+007
4.439 	 7.6803e+010 	 2.7296e+010 	 6.9065e+007 	 7.7043e+007 	 7.6946e+010 	 2.8620e+010 	 7.0848e+007 	 7.8206e+007
4.451 	 7.5123e+010 	 2.7283e+010 	 6.5780e+007 	 7.4985e+007 	 7.5262e+010 	 2.8606e+010 	 6.7262e+007 	 7.5952e+007
4.463 	 7.3483e+010 	 2.7271e+010 	 6.3207e+007 	 7.3374e+007 	 7.3619e+010 	 2.8593e+010 	 6.4453e+007 	 7.4186e+007
4.474 	 7.1882e+010 	 2.7258e+010 	 6.1193e+007 	 7.2112e+007 	 7.2016e+010 	 2.8580e+010 	 6.2252e+007 	 7.2802e+007
4.486 	 7.0320e+010 	 2.7245e+010 	 5.9615e+007 	 7.1124e+007 	 7.0451e+010 	 2.8567e+010 	 6.0529e+007 	 7.1719e+007
4.497 	 6.8796e+010 	 2.7232e+010 	 5.8379e+007 	 7.0350e+007 	 6.8924e+010 	 2.8554e+010 	 5.9179e+007 	 7.0870e+007
4.509 	 6.7309e+010 	 2.7219e+010 	 5.7411e+007 	 6.9744e+007 	 6.7434e+010 	 2.8541e+010 	 5.8121e+007 	 7.0205e+007
4.521 	 6.5858e+010 	 2.7206e+010 	 5.6654e+007 	 6.9269e+007 	 6.5981e+010 	 2.8527e+010 	 5.7292e+007 	 6.9684e+007
4.532 	 6.4441e+010 	 2.7193e+010 	 5.6060e+007 	 6.8898e+007 	 6.4562e+010 	 2.8514e+010 	 5.6643e+007 	 6.9275e+007
4.544 	 6.3059e+010 	 2.7180e+010 	 5.5595e+007 	 6.8607e+007 	 6.3177e+010 	 2.8501e+010 	 5.6134e+007 	 6.8955e+007
4.555 	 6.1711e+010 	 2.7167e+010 	 5.5231e+007 	 6.8379e+007 	 6.1826e+010 	 2.8488e+010 	 5.5735e+007 	 6.8704e+007
4.567 	 6.0394e+010 	 2.7155e+010 	 5.4946e+007 	 6.8200e+007 	 6.0507e+010 	 2.8474e+010 	 5.5422e+007 	 6.8508e+007
4.578 	 5.9110e+010 	 2.7142e+010 	 5.4723e+007 	 6.8060e+007 	 5.9221e+010 	 2.8461e+010 	 5.5176e+007 	 6.8353e+007
 4.59 	 5.7857e+010 	 2.7129e+010 	 5.4548e+007 	 6.7951e+007 	 5.7965e+010 	 2.8448e+010 	 5.4984e+007 	 6.8232e+007
4.602 	 5.6634e+010 	 2.7116e+010 	 5.4411e+007 	 6.7865e+007 	 5.6740e+010 	 2.8435e+010 	 5.4833e+007 	 6.8137e+007
4.613 	 5.5440e+010 	 2.7103e+010 	 5.4304e+007 	 6.7798e+007 	 5.5544e+010 	 2.8421e+010 	 5.4714e+007 	 6.8062e+007
4.625 	 5.4275e+010 	 2.7090e+010 	 5.4220e+007 	 6.7745e+007 	 5.4377e+010 	 2.8408e+010 	 5.4621e+007 	 6.8003e+007
4.636 	 5.3139e+010 	 2.7077e+010 	 5.4154e+007 	 6.7704e+007 	 5.3239e+010 	 2.8395e+010 	 5.4547e+007 	 6.7957e+007
4.648 	 5.2030e+010 	 2.7064e+010 	 5.4103e+007 	 6.7672e+007 	 5.2128e+010 	 2.8381e+010 	 5.4490e+007 	 6.7921e+007
4.659 	 5.0947e+010 	 2.7051e+010 	 5.4063e+007 	 6.7647e+007 	 5.1043e+010 	 2.8368e+010 	 5.4444e+007 	 6.7892e+007
4.671 	 4.9891e+010 	 2.7038e+010 	 5.4031e+007 	 6.7627e+007 	 4.9985e+010 	 2.8355e+010 	 5.4408e+007 	 6.7869e+007
4.683 	 4.8861e+010 	 2.7025e+010 	 5.4006e+007 	 6.7611e+007 	 4.8953e+010 	 2.8341e+010 	 5.4380e+007 	 6.7851e+007
4.694 	 4.7855e+010 	 2.7012e+010 	 5.3987e+007 	 6.7599e+007 	 4.7945e+010 	 2.8328e+010 	 5.4357e+007 	 6.7837e+007
4.706 	 4.6873e+010 	 2.6999e+010 	 5.3972e+007 	 6.7590e+007 	 4.6962e+010 	 2.8314e+010 	 5.4339e+007 	 6.7825e+007
4.717 	 4.5916e+010 	 2.6986e+010 	 5.3960e+007 	 6.7582e+007 	 4.6003e+010 	 2.8301e+010 	 5.4325e+007 	 6.7816e+007
4.729 	 4.4981e+010 	 2.6973e+010 	 5.3951e+007 	 6.7577e+007 	 4.5066e+010 	 2.8288e+010 	 5.4313e+007 	 6.7809e+007
 4.74 	 4.4069e+010 	 2.6960e+010 	 5.3943e+007 	 6.7572e+007 	 4.4152e+010 	 2.8274e+010 	 5.4304e+007 	 6.7803e+007
4.752 	 4.3179e+010 	 2.6947e+010 	 5.3938e+007 	 6.7568e+007 	 4.3261e+010 	 2.8261e+010 	 5.4296e+007 	 6.7798e+007
4.764 	 4.2310e+010 	 2.6934e+010 	 5.3933e+007 	 6.7566e+007 	 4.2391e+010 	 2.8247e+010 	 5.4290e+007 	 6.7794e+007
4.775 	 4.1463e+010 	 2.6921e+010 	 5.3930e+007 	 6.7563e+007 	 4.1542e+010 	 2.8234e+010 	 5.4285e+007 	 6.7791e+007
4.787 	 4.0636e+010 	 2.6908e+010 	 5.3927e+007 	 6.7562e+007 	 4.0713e+010 	 2.8221e+010 	 5.4281e+007 	 6.7788e+007
4.798 	 3.9829e+010 	 2.6895e+010 	 5.3925e+007 	 6.7560e+007 	 3.9904e+010 	 2.8207e+010 	 5.4277e+007 	 6.7786e+007
 4.81 	 3.9041e+010 	 2.6881e+010 	 5.3923e+007 	 6.7559e+007 	 3.9115e+010 	 2.8194e+010 	 5.4274e+007 	 6.7784e+007
4.822 	 3.8272e+010 	 2.6868e+010 	 5.3922e+007 	 6.7558e+007 	 3.8345e+010 	 2.8180e+010 	 5.4272e+007 	 6.7782e+007
4.833 	 3.7522e+010 	 2.6855e+010 	 5.3921e+007 	 6.7558e+007 	 3.7594e+010 	 2.8167e+010 	 5.4270e+007 	 6.7781e+007
4.845 	 3.6791e+010 	 2.6842e+010 	 5.3920e+007 	 6.7557e+007 	 3.6861e+010 	 2.8153e+010 	 5.4268e+007 	 6.7779e+007
4.856 	 3.6076e+010 	 2.6829e+010 	 5.3919e+007 	 6.7557e+007 	 3.6145e+010 	 2.8140e+010 	 5.4266e+007 	 6.7778e+007
4.856 	 3.6076e+010 	 2.6829e+010 	 5.3919e+007 	 6.7557e+007 	 3.6145e+010 	 2.8140e+010 	 5.4266e+007 	 6.7778e+007
4.868 	 3.5379e+010 	 2.6816e+010 	 5.3919e+007 	 6.7557e+007 	 3.5447e+010 	 2.8126e+010 	 5.4264e+007 	 6.7777e+007
4.879 	 3.4699e+010 	 2.6803e+010 	 5.3918e+007 	 6.7556e+007 	 3.4766e+010 	 2.8113e+010 	 5.4263e+007 	 6.7776e+007
4.891 	 3.4036e+010 	 2.6790e+010 	 5.3918e+007 	 6.7556e+007 	 3.4101e+010 	 2.8099e+010 	 5.4261e+007 	 6.7775e+007
4.903 	 3.3388e+010 	 2.6777e+010 	 5.3918e+007 	 6.7556e+007 	 3.3452e+010 	 2.8085e+010 	 5.4260e+007 	 6.7774e+007
4.914 	 3.2756e+010 	 2.6763e+010 	 5.3918e+007 	 6.7556e+007 	 3.2819e+010 	 2.8072e+010 	 5.4259e+007 	 6.7773e+007
4.926 	 3.2139e+010 	 2.6750e+010 	 5.3918e+007 	 6.7556e+007 	 3.2201e+010 	 2.8058e+010 	 5.4258e+007 	 6.7773e+007
4.937 	 3.1537e+010 	 2.6737e+010 	 5.3917e+007 	 6.7556e+007 	 3.1598e+010 	 2.8045e+010 	 5.4257e+007 	 6.7772e+007
4.949 	 3.0950e+010 	 2.6724e+010 	 5.3917e+007 	 6.7556e+007 	 3.1010e+010 	 2.8031e+010 	 5.4256e+007 	 6.7771e+007
 4.96 	 3.0377e+010 	 2.6711e+010 	 5.3917e+007 	 6.7556e+007 	 3.0435e+010 	 2.8018e+010 	 5.4255e+007 	 6.7771e+007
4.972 	 2.9818e+010 	 2.6698e+010 	 5.3917e+007 	 6.7556e+007 	 2.9875e+010 	 2.8004e+010 	 5.4254e+007 	 6.7770e+007
4.984 	 2.9272e+010 	 2.6684e+010 	 5.3917e+007 	 6.7556e+007 	 2.9328e+010 	 2.7990e+010 	 5.4253e+007 	 6.7769e+007
4.995 	 2.8739e+010 	 2.6671e+010 	 5.3917e+007 	 6.7556e+007 	 2.8795e+010 	 2.7977e+010 	 5.4252e+007 	 6.7769e+007
5.007 	 2.8220e+010 	 2.6658e+010 	 5.3917e+007 	 6.7556e+007 	 2.8274e+010 	 2.7963e+010 	 5.4251e+007 	 6.7768e+007
5.018 	 2.7713e+010 	 2.6645e+010 	 5.3917e+007 	 6.7556e+007 	 2.7766e+010 	 2.7949e+010 	 5.4250e+007 	 6.7768e+007
 5.03 	 2.7218e+010 	 2.6632e+010 	 5.3917e+007 	 6.7556e+007 	 2.7270e+010 	 2.7936e+010 	 5.4250e+007 	 6.7767e+007
5.041 	 2.6735e+010 	 2.6618e+010 	 5.3917e+007 	 6.7556e+007 	 2.6787e+010 	 2.7922e+010 	 5.4249e+007 	 6.7766e+007
5.053 	 2.6264e+010 	 2.6605e+010 	 5.3917e+007 	 6.7556e+007 	 2.6315e+010 	 2.7908e+010 	 5.4248e+007 	 6.7766e+007
5.065 	 2.5804e+010 	 2.6592e+010 	 5.3917e+007 	 6.7556e+007 	 2.5854e+010 	 2.7895e+010 	 5.4247e+007 	 6.7765e+007
5.076 	 2.5355e+010 	 2.6579e+010 	 5.3917e+007 	 6.7555e+007 	 2.5404e+010 	 2.7881e+010 	 5.4247e+007 	 6.7765e+007
5.088 	 2.4917e+010 	 2.6565e+010 	 5.3917e+007 	 6.7555e+007 	 2.4966e+010 	 2.7867e+010 	 5.4246e+007 	 6.7764e+007
5.099 	 2.4490e+010 	 2.6552e+010 	 5.3917e+007 	 6.7555e+007 	 2.4538e+010 	 2.7853e+010 	 5.4245e+007 	 6.7764e+007
5.111 	 2.4073e+010 	 2.6539e+010 	 5.3917e+007 	 6.7555e+007 	 2.4120e+010 	 2.7840e+010 	 5.4244e+007 	 6.7763e+007
5.123 	 2.3666e+010 	 2.6526e+010 	 5.3917e+007 	 6.7555e+007 	 2.3712e+010 	 2.7826e+010 	 5.4244e+007 	 6.7763e+007
5.134 	 2.3269e+010 	 2.6512e+010 	 5.3917e+007 	 6.7555e+007 	 2.3314e+010 	 2.7812e+010 	 5.4243e+007 	 6.7762e+007
5.146 	 2.2882e+010 	 2.6499e+010 	 5.3917e+007 	 6.7555e+007 	 2.2926e+010 	 2.7798e+010 	 5.4242e+007 	 6.7762e+007
5.157 	 2.2503e+010 	 2.6486e+010 	 5.3917e+007 	 6.7555e+007 	 2.2548e+010 	 2.7785e+010 	 5.4242e+007 	 6.7762e+007
5.169 	 2.2135e+010 	 2.6472e+010 	 5.3917e+007 	 6.7555e+007 	 2.2178e+010 	 2.7771e+010 	 5.4241e+007 	 6.7761e+007
 5.18 	 2.1775e+010 	 2.6459e+010 	 5.3917e+007 	 6.7555e+007 	 2.1817e+010 	 2.7757e+010 	 5.4241e+007 	 6.7761e+007
5.192 	 2.1423e+010 	 2.6446e+010 	 5.3917e+007 	 6.7555e+007 	 2.1465e+010 	 2.7743e+010 	 5.4240e+007 	 6.7760e+007
5.204 	 2.1080e+010 	 2.6432e+010 	 5.3917e+007 	 6.7555e+007 	 2.1122e+010 	 2.7729e+010 	 5.4239e+007 	 6.7760e+007
5.215 	 2.0746e+010 	 2.6419e+010 	 5.3917e+007 	 6.7555e+007 	 2.0787e+010 	 2.7716e+010 	 5.4239e+007 	 6.7759e+007
5.227 	 2.0420e+010 	 2.6406e+010 	 5.3917e+007 	 6.7555e+007 	 2.0460e+010 	 2.7702e+010 	 5.4238e+007 	 6.7759e+007
5.238 	 2.0101e+010 	 2.6392e+010 	 5.3917e+007 	 6.7555e+007 	 2.0141e+010 	 2.7688e+010 	 5.4238e+007 	 6.7759e+007
 5.25 	 1.9790e+010 	 2.6379e+010 	 5.3917e+007 	 6.7555e+007 	 1.9829e+010 	 2.7674e+010 	 5.4237e+007 	 6.7758e+007
5.261 	 1.9487e+010 	 2.6366e+010 	 5.3917e+007 	 6.7555e+007 	 1.9525e+010 	 2.7660e+010 	 5.4237e+007 	 6.7758e+007
5.273 	 1.9191e+010 	 2.6352e+010 	 5.3917e+007 	 6.7555e+007 	 1.9229e+010 	 2.7646e+010 	 5.4236e+007 	 6.7757e+007
5.285 	 1.8902e+010 	 2.6339e+010 	 5.3917e+007 	 6.7555e+007 	 1.8940e+010 	 2.7633e+010 	 5.4235e+007 	 6.7757e+007
5.296 	 1.8620e+010 	 2.6326e+010 	 5.3917e+007 	 6.7555e+007 	 1.8657e+010 	 2.7619e+010 	 5.4235e+007 	 6.7757e+007
5.308 	 1.8345e+010 	 2.6312e+010 	 5.3917e+007 	 6.7555e+007 	 1.8382e+010 	 2.7605e+010 	 5.4234e+007 	 6.7756e+007
5.319 	 1.8077e+010 	 2.6299e+010 	 5.3917e+007 	 6.7555e+007 	 1.8113e+010 	 2.7591e+010 	 5.4234e+007 	 6.7756e+007
5.331 	 1.7815e+010 	 2.6285e+010 	 5.3917e+007 	 6.7555e+007 	 1.7851e+010 	 2.7577e+010 	 5.4233e+007 	 6.7756e+007
5.342 	 1.7560e+010 	 2.6272e+010 	 5.3917e+007 	 6.7555e+007 	 1.7595e+010 	 2.7563e+010 	 5.4233e+007 	 6.7755e+007
5.354 	 1.7311e+010 	 2.6259e+010 	 5.3917e+007 	 6.7555e+007 	 1.7345e+010 	 2.7549e+010 	 5.4232e+007 	 6.7755e+007
5.366 	 1.7067e+010 	 2.6245e+010 	 5.3917e+007 	 6.7555e+007 	 1.7101e+010 	 2.7535e+010 	 5.4232e+007 	 6.7755e+007
5.377 	 1.6830e+010 	 2.6232e+010 	 5.3917e+007 	 6.7555e+007 	 1.6863e+010 	 2.7521e+010 	 5.4232e+007 	 6.7754e+007
5.389 	 1.6598e+010 	 2.6218e+010 	 5.3917e+007 	 6.7555e+007 	 1.6631e+010 	 2.7507e+010 	 5.4231e+007 	 6.7754e+007
  5.4 	 1.6372e+010 	 2.6205e+010 	 5.3917e+007 	 6.7555e+007 	 1.6405e+010 	 2.7493e+010 	 5.4231e+007 	 6.7754e+007
5.412 	 1.6152e+010 	 2.6191e+010 	 5.3917e+007 	 6.7555e+007 	 1.6184e+010 	 2.7479e+010 	 5.4230e+007 	 6.7754e+007
5.423 	 1.5937e+010 	 2.6178e+010 	 5.3917e+007 	 6.7555e+007 	 1.5969e+010 	 2.7465e+010 	 5.4230e+007 	 6.7753e+007
5.423 	 1.5937e+010 	 2.6178e+010 	 5.3917e+007 	 6.7555e+007 	 1.5969e+010 	 2.7465e+010 	 5.4230e+007 	 6.7753e+007
5.435 	 1.5727e+010 	 2.6164e+010 	 5.3917e+007 	 6.7555e+007 	 1.5758e+010 	 2.7451e+010 	 5.4229e+007 	 6.7753e+007
5.447 	 1.5522e+010 	 2.6151e+010 	 5.3917e+007 	 6.7555e+007 	 1.5553e+010 	 2.7437e+010 	 5.4229e+007 	 6.7753e+007
5.458 	 1.5322e+010 	 2.6137e+010 	 5.3917e+007 	 6.7555e+007 	 1.5353e+010 	 2.7423e+010 	 5.4229e+007 	 6.7752e+007
 5.47 	 1.5127e+010 	 2.6124e+010 	 5.3917e+007 	 6.7555e+007 	 1.5157e+010 	 2.7409e+010 	 5.4228e+007 	 6.7752e+007
5.481 	 1.4937e+010 	 2.6110e+010 	 5.3917e+007 	 6.7555e+007 	 1.4967e+010 	 2.7395e+010 	 5.4228e+007 	 6.7752e+007
5.493 	 1.4751e+010 	 2.6097e+010 	 5.3917e+007 	 6.7555e+007 	 1.4781e+010 	 2.7381e+010 	 5.4227e+007 	 6.7752e+007
5.505 	 1.4570e+010 	 2.6083e+010 	 5.3917e+007 	 6.7555e+007 	 1.4599e+010 	 2.7367e+010 	 5.4227e+007 	 6.7751e+007
5.516 	 1.4393e+010 	 2.6070e+010 	 5.3917e+007 	 6.7555e+007 	 1.4422e+010 	 2.7353e+010 	 5.4227e+007 	 6.7751e+007
5.528 	 1.4221e+010 	 2.6056e+010 	 5.3917e+007 	 6.7555e+007 	 1.4249e+010 	 2.7339e+010 	 5.4226e+007 	 6.7751e+007
5.539 	 1.4053e+010 	 2.6043e+010 	 5.3917e+007 	 6.7555e+007 	 1.4081e+010 	 2.7325e+010 	 5.4226e+007 	 6.7751e+007
5.551 	 1.3888e+010 	 2.6029e+010 	 5.3917e+007 	 6.7555e+007 	 1.3916e+010 	 2.7310e+010 	 5.4225e+007 	 6.7750e+007
5.562 	 1.3728e+010 	 2.6016e+010 	 5.3917e+007 	 6.7555e+007 	 1.3756e+010 	 2.7296e+010 	 5.4225e+007 	 6.7750e+007
5.574 	 1.3572e+010 	 2.6002e+010 	 5.3917e+007 	 6.7555e+007 	 1.3599e+010 	 2.7282e+010 	 5.4225e+007 	 6.7750e+007
5.586 	 1.3420e+010 	 2.5989e+010 	 5.3917e+007 	 6.7555e+007 	 1.3447e+010 	 2.7268e+010 	 5.4224e+007 	 6.7750e+007
5.597 	 1.3271e+010 	 2.5975e+010 	 5.3917e+007 	 6.7555e+007 	 1.3297e+010 	 2.7254e+010 	 5.4224e+007 	 6.7749e+007
5.609 	 1.3126e+010 	 2.5962e+010 	 5.3917e+007 	 6.7555e+007 	 1.3152e+010 	 2.7240e+010 	 5.4224e+007 	 6.7749e+007
 5.62 	 1.2984e+010 	 2.5948e+010 	 5.3917e+007 	 6.7555e+007 	 1.3010e+010 	 2.7226e+010 	 5.4223e+007 	 6.7749e+007
5.632 	 1.2846e+010 	 2.5934e+010 	 5.3917e+007 	 6.7555e+007 	 1.2872e+010 	 2.7211e+010 	 5.4223e+007 	 6.7749e+007
5.643 	 1.2711e+010 	 2.5921e+010 	 5.3917e+007 	 6.7555e+007 	 1.2737e+010 	 2.7197e+010 	 5.4223e+007 	 6.7748e+007
5.655 	 1.2580e+010 	 2.5907e+010 	 5.3917e+007 	 6.7555e+007 	 1.2605e+010 	 2.7183e+010 	 5.4222e+007 	 6.7748e+007
5.667 	 1.2452e+010 	 2.5894e+010 	 5.3917e+007 	 6.7555e+007 	 1.2477e+010 	 2.7169e+010 	 5.4222e+007 	 6.7748e+007
5.678 	 1.2326e+010 	 2.5880e+010 	 5.3917e+007 	 6.7555e+007 	 1.2351e+010 	 2.7154e+010 	 5.4222e+007 	 6.7748e+007
 5.69 	 1.2204e+010 	 2.5866e+010 	 5.3917e+007 	 6.7555e+007 	 1.2229e+010 	 2.7140e+010 	 5.4221e+007 	 6.7748e+007
5.701 	 1.2085e+010 	 2.5853e+010 	 5.3917e+007 	 6.7555e+007 	 1.2110e+010 	 2.7126e+010 	 5.4221e+007 	 6.7747e+007
5.713 	 1.1969e+010 	 2.5839e+010 	 5.3917e+007 	 6.7555e+007 	 1.1993e+010 	 2.7112e+010 	 5.4221e+007 	 6.7747e+007
5.724 	 1.1856e+010 	 2.5825e+010 	 5.3917e+007 	 6.7555e+007 	 1.1880e+010 	 2.7097e+010 	 5.4221e+007 	 6.7747e+007
5.736 	 1.1745e+010 	 2.5812e+010 	 5.3917e+007 	 6.7555e+007 	 1.1769e+010 	 2.7083e+010 	 5.4220e+007 	 6.7747e+007
5.748 	 1.1638e+010 	 2.5798e+010 	 5.3917e+007 	 6.7555e+007 	 1.1661e+010 	 2.7069e+010 	 5.4220e+007 	 6.7747e+007
5.759 	 1.1532e+010 	 2.5784e+010 	 5.3917e+007 	 6.7555e+007 	 1.1556e+010 	 2.7055e+010 	 5.4220e+007 	 6.7746e+007
5.771 	 1.1430e+010 	 2.5771e+010 	 5.3917e+007 	 6.7555e+007 	 1.1453e+010 	 2.7040e+010 	 5.4219e+007 	 6.7746e+007
5.782 	 1.1330e+010 	 2.5757e+010 	 5.3917e+007 	 6.7555e+007 	 1.1353e+010 	 2.7026e+010 	 5.4219e+007 	 6.7746e+007
5.794 	 1.1232e+010 	 2.5743e+010 	 5.3917e+007 	 6.7555e+007 	 1.1255e+010 	 2.7012e+010 	 5.4219e+007 	 6.7746e+007
5.806 	 1.1137e+010 	 2.5730e+010 	 5.3917e+007 	 6.7555e+007 	 1.1160e+010 	 2.6997e+010 	 5.4219e+007 	 6.7746e+007
5.817 	 1.1044e+010 	 2.5716e+010 	 5.3917e+007 	 6.7555e+007 	 1.1067e+010 	 2.6983e+010 	 5.4218e+007 	 6.7745e+007
5.829 	 1.0954e+010 	 2.5702e+010 	 5.3917e+007 	 6.7555e+007 	 1.0976e+010 	 2.6969e+010 	 5.4218e+007 	 6.7745e+007
 5.84 	 1.0865e+010 	 2.5688e+010 	 5.3917e+007 	 6.7555e+007 	 1.0887e+010 	 2.6954e+010 	 5.4218e+007 	 6.7745e+007
5.852 	 1.0779e+010 	 2.5675e+010 	 5.3917e+007 	 6.7555e+007 	 1.0801e+010 	 2.6940e+010 	 5.4217e+007 	 6.7745e+007
