X , H2, CH4, CO, CO2 
0.984000001,4394.44287912,7951.00289738,9712.23648987,11604.8445439
0.996000001,4411.18497664,7991.30481914,9763.72272498,11668.244173
1.008000001,4427.64701154,8030.81219312,9814.15871229,11730.3199823
1.020000001,4443.82898333,8069.52499528,9863.5444167,11791.0718873
1.032000001,4459.73089151,8107.44320203,9911.87980386,11850.4998054
1.044000001,4475.35273562,8144.5667903,9959.16484012,11908.6036558
1.056000001,4490.69451516,8180.89573747,10005.3994926,11965.3833593
1.068000001,4505.75622969,8216.43002143,10050.5837291,12020.8388388
1.080000001,4520.53787874,8251.16962053,10094.7175182,12074.9700187
1.092000001,4535.03946187,8285.11451363,10137.8008292,12127.7768255
1.104000001,4549.26097865,8318.26468005,10179.8336322,12179.2591873
1.116000001,4563.20242864,8350.62009962,10220.8158978,12229.4170339
1.128000001,4576.86381141,8382.18075262,10260.7475975,12278.2502973
1.140000001,4590.24512657,8412.94661985,10299.6287036,12325.758911
1.152000001,4603.3463737,8442.91768256,10337.4591891,12371.9428102
1.164000001,4616.1675524,8472.09392251,10374.2390275,12416.8019322
1.176000001,4628.70866231,8500.47532194,10409.9681934,12460.336216
1.188000001,4640.96970301,8528.06186355,10444.6466618,12502.5456023
1.200000001,4652.95067417,8554.85353056,10478.2744086,12543.4300337
1.212000001,4664.6515754,8580.85030665,10510.8514104,12582.9894545
1.224000001,4676.07240636,8606.05217599,10542.3776446,12621.223811
1.236000001,4687.2131667,8630.45912324,10572.8530892,12658.1330511
1.248000001,4698.07385609,8654.07113352,10602.277723,12693.7171246
1.260000001,4708.6544742,8676.88819248,10630.6515256,12727.9759831
1.272000001,4718.9550207,8698.91028621,10657.9744771,12760.90958
1.284000001,4728.97549529,8720.1374013,10684.2465587,12792.5178704
1.296000001,4738.71589766,8740.56952483,10709.4677519,12822.8008114
1.308000001,4748.17622752,8760.20664435,10733.6380393,12851.7583617
1.320000001,4757.35648459,8779.04874791,10756.7574041,12879.3904821
1.332000001,4766.25666858,8797.09582405,10778.8258301,12905.6971347
1.344000001,4774.87677923,8814.34786175,10799.843302,12930.678284
1.356000001,4783.21681628,8830.80485054,10819.8098051,12954.3338959
1.368000001,4791.27677947,8846.46678037,10838.7253257,12976.6639381
1.380000001,4799.05666856,8861.33364172,10856.5898505,12997.6683804
