x0000,y0000,x0001,y0001,x0002,y0002,x0003,y0003,x0004,y0004
1e-09,3.927157023,1e-09,4.229772887,1e-09,4.29907255,1e-09,4.579697507,1e-09,5.170979273,
0.012000001,3.955039359,0.012000001,4.260684255,0.012000001,4.330709929,0.012000001,4.613791101,0.012000001,5.207488966,
0.024000001,3.981045331,0.024000001,4.289419924,0.024000001,4.36008803,0.024000001,4.645321106,0.024000001,5.241108809,
0.036000001,4.005398378,0.036000001,4.316256127,0.036000001,4.387498538,0.036000001,4.674637694,0.036000001,5.272255239,
0.048000001,4.028284237,0.048000001,4.341419355,0.048000001,4.413179769,0.048000001,4.70202347,0.048000001,5.301260222,
0.060000001,4.049858816,0.060000001,4.365097623,0.060000001,4.437328944,0.060000001,4.727709811,0.060000001,5.32839266,
0.072000001,4.070254355,0.072000001,4.387448718,0.072000001,4.460111126,0.072000001,4.751888541,0.072000001,5.353873413,
0.084000001,4.089583934,0.084000001,4.408606352,0.084000001,4.481665847,0.084000001,4.774720464,0.084000001,5.377886107,
0.096000001,4.107945034,0.096000001,4.428684817,0.096000001,4.502112118,0.096000001,4.796341707,0.096000001,5.400585053,
0.108000001,4.125422285,0.108000001,4.447782579,0.108000001,4.521552265,0.108000001,4.816868526,0.108000001,5.422101178,
0.120000001,4.14208955,0.120000001,4.465985062,0.120000001,4.540074905,0.120000001,4.836400993,0.120000001,5.442546517,
0.132000001,4.158011797,0.132000001,4.48336686,0.132000001,4.557757293,0.132000001,4.855025867,0.132000001,5.462017687,
0.144000001,4.173246385,0.144000001,4.499993488,0.144000001,4.57466718,0.144000001,4.872818853,0.144000001,5.480598585,
0.156000001,4.187844243,0.156000001,4.515922801,0.156000001,4.590864315,0.156000001,4.889846402,0.156000001,5.498362531,
0.168000001,4.201850784,0.168000001,4.53120614,0.168000001,4.606401651,0.168000001,4.906167165,0.168000001,5.515373972,
0.180000001,4.215306657,0.180000001,4.545889274,0.180000001,4.621326343,0.180000001,4.92183316,0.180000001,5.531689859,
0.192000001,4.228248447,0.192000001,4.560013178,0.192000001,4.635680558,0.192000001,4.936890739,0.192000001,5.547360764,
0.204000001,4.240709112,0.204000001,4.57361468,0.204000001,4.64950216,0.204000001,4.951381383,0.204000001,5.562431798,
0.216000001,4.25271853,0.216000001,4.586727,0.216000001,4.662825269,0.216000001,4.965342355,0.216000001,5.57694337,
0.228000001,4.264303837,0.228000001,4.599380207,0.228000001,4.675680745,0.228000001,4.978807261,0.228000001,5.590931819,
0.240000001,4.275489699,0.240000001,4.611601604,0.240000001,4.688096585,0.240000001,4.991806503,0.240000001,5.60442994,
0.252000001,4.286298718,0.252000001,4.623416057,0.252000001,4.700098266,0.252000001,5.004367682,0.252000001,5.617467431,
0.264000001,4.296751557,0.264000001,4.634846275,0.264000001,4.711709042,0.264000001,5.016515925,0.264000001,5.630071271,
0.276000001,4.306867183,0.276000001,4.645913054,0.276000001,4.72295019,0.276000001,5.028274176,0.276000001,5.64226604,
0.288000001,4.316663045,0.288000001,4.656635484,0.288000001,4.733841232,0.288000001,5.039663437,0.288000001,5.654074198,
0.300000001,4.326155285,0.300000001,4.667031129,0.300000001,4.744400117,0.300000001,5.050702985,0.300000001,5.665516316,
0.312000001,4.335358765,0.312000001,4.677116188,0.312000001,4.754643389,0.312000001,5.06141055,0.312000001,5.676611288,
0.324000001,4.344287276,0.324000001,4.686905627,0.324000001,4.76458633,0.324000001,5.071802483,0.324000001,5.687376502,
0.336000001,4.352953599,0.336000001,4.696413309,0.336000001,4.774243079,0.336000001,5.081893887,0.336000001,5.697828001,
