X , H2, CH4, CO, CO2 
1e-09,2157.73882206,2019.6456435,1993.81888031,2009.7579333
0.012000001,2199.15901238,2128.98855962,2136.44594797,2189.96957396
0.024000001,2240.29614856,2237.53297888,2278.01791349,2368.85359373
0.036000001,2281.15002421,2345.27831912,2418.53400757,2546.40861371
0.048000001,2321.72043451,2452.22400247,2557.99346667,2722.63326522
0.060000001,2362.00717613,2558.36945539,2696.39553292,2897.52618982
0.072000001,2402.0100473,2663.71410867,2833.73945419,3071.08603931
0.084000001,2441.72884778,2768.25739741,2970.02448405,3243.31147578
0.096000001,2481.16337885,2871.99876106,3105.2498818,3414.20117154
0.108000001,2520.31344335,2974.93764339,3239.41491247,3583.75380922
0.120000001,2559.17884564,3077.07349252,3372.51884684,3751.96808172
0.132000001,2597.75939163,3178.40576092,3504.56096139,3918.84269223
0.144000001,2636.05488877,3278.93390538,3635.54053837,4084.37635425
0.156000001,2674.06514603,3378.65738707,3765.45686578,4248.56779159
0.168000001,2711.78997396,3477.57567149,3894.30923737,4411.41573838
0.180000001,2749.22918464,3575.68822851,4022.09695262,4572.91893909
0.192000001,2786.38851512,3672.99225034,4148.82099713,4733.07614853
0.204000001,2823.25593368,3769.49177961,4274.4773213,4891.88613184
0.216000001,2859.8371805,3865.18401724,4399.06692223,5049.34766452
0.228000001,2896.13207383,3960.06845058,4522.58912251,5205.45953246
0.240000001,2932.14043349,4054.14457133,4645.0432505,5360.2205319
0.252000001,2967.86208085,4147.41187556,4766.42864032,5513.62946947
0.264000001,3003.29683884,4239.86986374,4886.74463191,5665.68516217
0.276000001,3038.44453192,4331.5180407,5005.990571,5816.38643743
0.288000001,3073.30498613,4422.35591569,5124.16580909,5965.73213306
0.300000001,3107.87802905,4512.38300233,5241.26970351,6113.72109731
0.312000001,3142.16348983,4601.59881862,5357.30161739,6260.35218882
0.324000001,3176.16119918,4690.00288699,5472.26091965,6405.62427669
0.336000001,3209.87098935,4777.59473424,5586.14698505,6549.53624044
0.348000001,3243.29269416,4864.37389159,5698.95919415,6692.08697003
0.360000001,3276.42614901,4950.33989466,5810.69693335,6833.27536589
0.372000001,3309.27119085,5035.49228349,5921.35959485,6973.1003389
0.384000001,3341.83288058,5119.82858356,6030.94806626,7111.56081042
0.396000001,3374.10061348,5203.35238163,6139.45877235,7248.65571226
0.408000001,3406.07945359,5286.06121203,6246.89261238,7384.38398675
0.420000001,3437.76924413,5367.95463246,6353.24900191,7518.74458668
0.432000001,3469.16982988,5449.03220503,6458.52736235,7651.73647534
0.444000001,3500.28105718,5529.2934963,6562.72712096,7783.35862655
0.456000001,3531.10277395,5608.73807724,6665.84771083,7913.61002462
0.468000001,3561.63482968,5687.36552326,6767.88857093,8042.48966437
0.480000001,3591.87707543,5765.17541421,6868.84914609,8169.99655117
0.492000001,3621.82936384,5842.16733437,6968.72888699,8296.12970091
0.504000001,3651.49154912,5918.34087245,7067.52725018,8420.88814002
0.516000001,3680.86348705,5993.69562164,7165.24369811,8544.27090548
0.528000001,3709.945035,6068.23117955,7261.87769906,8666.27704482
0.540000001,3738.73605189,6141.94714822,7357.42872722,8786.90561613
0.552000001,3767.23639825,6214.84313419,7451.89626265,8906.15568805
0.564000001,3795.45045068,6286.91699512,7545.28108822,9024.02633983
0.576000001,3823.36904383,6358.17185302,7637.58010192,9140.51666127
0.588000001,3850.99655746,6428.60557448,7728.7940984,9255.62575275
0.600000001,3878.33285843,6498.21778385,7818.92258129,9369.35272526
0.612000001,3905.37781513,6567.00810993,7907.9650601,9481.69670038
0.624000001,3932.13129758,6634.976186,7995.92105027,9592.6568103
0.636000001,3958.59317736,6702.1216498,8082.79007311,9702.2321978
0.648000001,3984.76332764,6768.44414355,8168.57165586,9810.4220163
0.660000001,4010.64162317,6833.94331393,8253.26533168,9917.22542982
0.672000001,4036.22794031,6898.61881211,8336.87063962,10022.641613
0.684000001,4061.52215698,6962.47029373,8419.38712466,10126.6697512
0.696000001,4086.52415269,7025.49741891,8500.8143377,10229.3090402
0.708000001,4111.23380857,7087.69985225,8581.15183556,10330.5586868
0.720000001,4135.6510073,7149.07726285,8660.39918099,10430.417908
0.732000001,4159.77563317,7209.62932429,8738.55594267,10528.8859317
0.744000001,4183.60757207,7269.35571462,8815.62169521,10625.9619966
0.756000001,4207.15051214,7328.254631,8891.59712179,10721.6453518
0.768000001,4230.39674109,7386.32873129,8966.4796036,10815.9352571
0.780000001,4253.34995026,7443.57622163,9040.26983571,10908.8309831
0.792000001,4276.01003189,7499.99679806,9112.96741648,11000.3318111
0.804000001,4298.37687985,7555.59016112,9184.57195023,11090.4370329
0.816000001,4320.45038956,7610.35601587,9255.0830472,11179.1459512
0.828000001,4342.23045806,7664.29407184,9324.5003236,11266.4578793
0.840000001,4363.716984,7717.40404308,9392.8234016,11352.372141
0.852000001,4384.90986761,7769.68564817,9460.0519093,11436.8880713
0.864000001,4405.80901072,7821.13861015,9526.18548078,11520.0050154
0.876000001,4426.41431676,7871.76265662,9591.22375608,11601.7223295
