x0000,y0000,x0001,y0001,x0002,y0002,x0003,y0003,x0004,y0004
1e-09,12.54067803,1e-09,12.60096726,1e-09,12.7347815,1e-09,13.11046578,1e-09,13.34605485,
0.012000001,12.56860852,0.012000001,12.6294501,0.012000001,12.76459927,0.012000001,13.14397969,0.012000001,13.38110504,
0.024000001,12.59465875,0.024000001,12.65600568,0.024000001,12.79236017,0.024000001,13.17500451,0.024000001,13.41346543,
0.036000001,12.61905287,0.036000001,12.68086614,0.036000001,12.81831895,0.036000001,13.20387579,0.036000001,13.44351139,
0.048000001,12.64197705,0.048000001,12.70422386,0.048000001,12.84268558,0.048000001,13.23086511,0.048000001,13.47154442,
0.060000001,12.66358765,0.060000001,12.7262401,0.060000001,12.86563516,0.060000001,13.25619543,0.060000001,13.49781031,
0.072000001,12.68401721,0.072000001,12.74705136,0.072000001,12.8873152,0.072000001,13.28005196,0.072000001,13.52251208,
0.084000001,12.70337909,0.084000001,12.76677417,0.084000001,12.90785118,0.084000001,13.3025903,0.084000001,13.54581937,
0.096000001,12.72177097,0.096000001,12.78550884,0.096000001,12.92735068,0.096000001,13.32394241,0.096000001,13.56787537,
0.108000001,12.73927764,0.108000001,12.80334233,0.108000001,12.94590665,0.108000001,13.34422114,0.108000001,13.58880204,
0.120000001,12.75597316,0.120000001,12.82035048,0.120000001,12.96359997,0.120000001,13.36352379,0.120000001,13.60870412,
0.132000001,12.77192259,0.132000001,12.8365999,0.132000001,12.9805014,0.132000001,13.38193482,0.132000001,13.62767222,
0.144000001,12.7871834,0.144000001,12.85214933,0.144000001,12.99667325,0.144000001,13.39952802,0.144000001,13.64578527,
0.156000001,12.80180662,0.156000001,12.86705089,0.156000001,13.01217064,0.156000001,13.41636823,0.156000001,13.6631124,
0.168000001,12.81583772,0.168000001,12.88135101,0.168000001,13.02704259,0.168000001,13.43251272,0.168000001,13.67971454,
0.180000001,12.82931744,0.180000001,12.89509123,0.180000001,13.04133286,0.180000001,13.44801234,0.180000001,13.69564567,
0.192000001,12.84228239,0.192000001,12.90830887,0.192000001,13.0550807,0.192000001,13.46291246,0.192000001,13.71095378,
0.204000001,12.85476562,0.204000001,12.92103758,0.204000001,13.06832144,0.204000001,13.47725368,0.204000001,13.7256818,
0.216000001,12.86679703,0.216000001,12.93330781,0.216000001,13.08108698,0.216000001,13.49107252,0.216000001,13.73986824,
0.228000001,12.87840378,0.228000001,12.94514719,0.228000001,13.09340624,0.228000001,13.50440193,0.228000001,13.75354777,
0.240000001,12.88961061,0.240000001,12.95658087,0.240000001,13.10530552,0.240000001,13.51727175,0.240000001,13.76675175,
0.252000001,12.90044012,0.252000001,12.96763183,0.252000001,13.11680878,0.252000001,13.52970906,0.252000001,13.77950862,
0.264000001,12.910913,0.264000001,12.97832109,0.264000001,13.12793795,0.264000001,13.54173855,0.264000001,13.79184423,
0.276000001,12.92104825,0.276000001,12.98866794,0.276000001,13.13871311,0.276000001,13.55338276,0.276000001,13.80378218,
0.288000001,12.93086337,0.288000001,12.99869013,0.288000001,13.14915273,0.288000001,13.56466236,0.288000001,13.81534405,
