X , H2, CH4, CO, CO2 
1e-09,-12615899.9044,174507.361296,179711.739887,183201.88858
0.012000001,-12858903.1884,183989.575671,192614.832591,199689.708348
0.024000001,-13101906.4977,193471.718559,205517.830836,216177.409713
0.036000001,-13344909.8343,202953.784554,218420.727478,232664.983721
0.048000001,-13587913.2001,212435.768251,231323.515374,249152.421419
0.060000001,-13830916.5969,221917.664244,244226.187382,265639.713854
0.072000001,-14073920.0268,231399.467128,257128.736358,282126.852072
0.084000001,-14316923.4915,240881.171498,270031.155162,298613.827123
0.096000001,-14559926.9931,250362.771949,282933.436652,315100.630053
0.108000001,-14802930.5335,259844.263076,295835.573687,331587.251912
0.120000001,-15045934.1145,269325.639477,308737.559125,348073.683748
0.132000001,-15288937.7381,278806.895746,321639.385827,364559.916613
0.144000001,-15531941.4063,288288.02648,334541.046652,381045.941555
0.156000001,-15774945.1208,297769.026277,347442.534461,397531.749625
0.168000001,-16017948.8837,307249.889732,360343.842114,414017.331875
0.180000001,-16260952.6968,316730.611445,373244.962474,430502.679357
0.192000001,-12753658.0773,206313.604312,227722.425974,248399.439478
0.204000001,-12996661.9966,215794.026332,240623.150333,264884.290582
0.216000001,-13239665.9719,225274.290405,253523.665985,281368.880078
0.228000001,-13482670.0052,234754.391128,266423.965794,297853.19902
0.240000001,-13725674.0982,244234.323102,279324.042625,314337.238464
0.252000001,-13968678.253,253714.080927,292223.889342,330820.989465
0.264000001,-14211682.4715,263193.659203,305123.49881,347304.443081
0.276000001,-14454686.7555,272673.052532,318022.863895,363787.59037
0.288000001,-14697691.1069,282152.255514,330921.977465,380270.422389
0.300000001,-14940695.5278,291631.262752,343820.832386,396752.930199
0.312000001,-15183700.0199,301110.068848,356719.421526,413235.104859
0.324000001,-15426704.5853,310588.668406,369617.737755,429716.937431
0.336000001,-15669709.2258,320067.056029,382515.773941,446198.418977
0.348000001,-15912713.9434,329545.226322,395413.522955,462679.540559
0.360000001,-16155718.7399,339023.173888,408310.977668,479160.293242
0.372000001,-16398723.6172,348500.893335,421208.130952,495640.668091
0.384000001,-11445146.1322,191842.897396,214584.580662,236948.798485
0.396000001,-11688151.177,201320.14442,227481.109706,253428.390865
0.408000001,-11931156.3084,210797.147144,240377.315941,269907.578611
0.420000001,-12174161.5284,220273.900175,253273.192243,286386.352794
0.432000001,-12417166.8387,229750.398123,266168.731486,302864.704483
0.444000001,-12660172.2414,239226.635596,279063.926549,319342.62475
0.456000001,-12903177.7384,248702.607204,291958.770309,335820.104667
0.468000001,-13146183.3315,258178.307559,304853.255646,352297.135309
0.480000001,-13389189.0226,267653.731272,317747.375438,368773.70775
0.492000001,-13632194.8138,277128.872954,330641.122566,385249.813067
0.504000001,-13875200.7068,286603.72722,343534.489914,401725.442337
0.516000001,-14118206.7036,296078.288682,356427.470362,418200.586638
0.528000001,-14361212.8061,305552.551955,369320.056796,434675.237052
0.540000001,-14604219.0162,315026.511655,382212.2421,451149.384659
0.552000001,-14847225.3359,324500.162398,395104.019159,467623.020543
0.564000001,-9735736.82864,162789.533249,181804.118342,200562.507541
0.576000001,-9978743.37306,172262.549929,194695.057577,217035.09323
0.588000001,-10221750.0327,181735.241505,207585.567232,233507.140453
0.600000001,-10464756.8095,191207.602597,220475.640199,249978.640297
0.612000001,-10707763.7054,200679.627826,233365.269369,266449.583853
0.624000001,-10950770.7222,210151.311812,246254.447634,282919.962211
0.636000001,-11193777.8619,219622.649178,259143.16789,299389.766465
0.648000001,-11436785.1264,229093.634548,272031.423031,315858.98771
0.660000001,-11679792.5176,238564.262545,284919.205955,332327.61704
0.672000001,-11922800.0373,248034.527795,297806.509558,348795.645555
0.684000001,-12165807.6876,257504.424923,310693.32674,365263.064352
