DOSe/cm2,H2,CH4,CO,CO2
2.84E+17,0.00179,4.19E-05,8.27E-04,4.62E-04
2.84E+17,0.00181,4.11E-05,8.25E-04,4.52E-04
2.85E+17,0.00179,4.25E-05,8.26E-04,4.51E-04
2.86E+17,0.0018,4.07E-05,8.21E-04,4.56E-04
2.87E+17,0.00178,4.17E-05,8.28E-04,4.53E-04
2.87E+17,0.00178,4.14E-05,8.25E-04,4.52E-04
2.88E+17,0.0018,4.07E-05,8.25E-04,4.56E-04
2.89E+17,0.00177,3.84E-05,8.22E-04,4.52E-04
2.90E+17,0.00179,4.15E-05,8.25E-04,4.45E-04
2.90E+17,0.00177,4.16E-05,8.21E-04,4.52E-04
2.91E+17,0.00178,4.03E-05,8.31E-04,4.55E-04
2.92E+17,0.00174,4.16E-05,8.22E-04,4.46E-04
2.92E+17,0.00177,4.15E-05,8.20E-04,4.46E-04
2.93E+17,0.00176,4.33E-05,8.18E-04,4.52E-04
2.94E+17,0.00173,4.14E-05,8.18E-04,4.52E-04
2.95E+17,0.00177,4.11E-05,8.22E-04,4.47E-04
2.95E+17,0.00175,4.22E-05,8.14E-04,4.48E-04
2.96E+17,0.00172,4.30E-05,8.24E-04,4.51E-04
2.97E+17,0.00174,3.99E-05,8.15E-04,4.51E-04
2.97E+17,0.00176,3.85E-05,8.14E-04,4.51E-04
2.98E+17,0.00174,4.18E-05,8.14E-04,4.46E-04
2.99E+17,0.00176,4.04E-05,8.02E-04,4.39E-04
3.00E+17,0.00172,4.20E-05,8.13E-04,4.42E-04
3.00E+17,0.00174,4.16E-05,8.06E-04,4.45E-04
3.01E+17,0.00172,3.81E-05,8.00E-04,4.41E-04
3.02E+17,0.00175,4.17E-05,8.09E-04,4.39E-04
3.03E+17,0.00171,4.12E-05,8.08E-04,4.46E-04
3.03E+17,0.00173,4.04E-05,8.01E-04,4.46E-04
3.04E+17,0.00173,4.03E-05,8.03E-04,4.42E-04
3.05E+17,0.00174,4.06E-05,8.08E-04,4.45E-04
3.05E+17,0.00174,4.18E-05,8.02E-04,4.48E-04
3.06E+17,0.00175,4.00E-05,8.01E-04,4.41E-04
3.07E+17,0.00173,3.89E-05,8.07E-04,4.39E-04
3.08E+17,0.00171,3.95E-05,8.00E-04,4.37E-04
3.08E+17,0.00174,4.11E-05,8.00E-04,4.38E-04
3.09E+17,0.00174,3.91E-05,8.00E-04,4.45E-04
3.10E+17,0.00174,3.94E-05,8.03E-04,4.31E-04
3.10E+17,0.00174,4.02E-05,7.88E-04,4.39E-04
3.11E+17,0.0017,3.94E-05,7.99E-04,4.29E-04
3.12E+17,0.00172,3.87E-05,7.93E-04,4.43E-04
3.13E+17,0.00173,4.03E-05,7.95E-04,4.35E-04
3.13E+17,0.00169,3.68E-05,8.02E-04,4.44E-04
3.14E+17,0.00169,3.94E-05,8.03E-04,4.31E-04
3.15E+17,0.00169,4.04E-05,7.85E-04,4.38E-04
3.16E+17,0.00172,3.94E-05,8.07E-04,4.37E-04
3.16E+17,0.00169,4.13E-05,8.00E-04,4.38E-04
3.17E+17,0.00169,3.97E-05,7.88E-04,4.33E-04
3.18E+17,0.00167,3.95E-05,7.88E-04,4.32E-04
3.18E+17,0.00167,4.01E-05,7.87E-04,4.34E-04
3.19E+17,0.00167,3.87E-05,7.87E-04,4.31E-04
3.20E+17,0.0017,3.72E-05,7.91E-04,4.33E-04
3.21E+17,0.00168,4.06E-05,7.92E-04,4.31E-04
3.21E+17,0.00168,3.97E-05,7.90E-04,4.27E-04
3.22E+17,0.00167,3.84E-05,7.80E-04,4.32E-04
3.23E+17,0.00167,3.78E-05,7.84E-04,4.33E-04
3.23E+17,0.00167,3.87E-05,7.80E-04,4.35E-04
3.24E+17,0.00166,3.64E-05,7.71E-04,4.27E-04
3.25E+17,0.00169,3.80E-05,7.76E-04,4.31E-04
3.26E+17,0.00165,3.63E-05,7.72E-04,4.23E-04
3.26E+17,0.00168,3.75E-05,7.78E-04,4.28E-04
3.27E+17,0.00167,3.62E-05,7.78E-04,4.30E-04
3.28E+17,0.00167,3.83E-05,7.71E-04,4.26E-04
3.29E+17,0.00169,3.81E-05,7.71E-04,4.20E-04
3.29E+17,0.00163,3.70E-05,7.72E-04,4.20E-04
3.30E+17,0.00165,3.87E-05,7.67E-04,4.25E-04
3.31E+17,0.00164,3.65E-05,7.73E-04,4.27E-04
3.31E+17,0.00166,3.76E-05,7.74E-04,4.21E-04
3.32E+17,0.00165,3.81E-05,7.75E-04,4.20E-04
3.33E+17,0.00165,3.74E-05,7.71E-04,4.23E-04
3.34E+17,0.00165,3.81E-05,7.67E-04,4.24E-04
3.34E+17,0.00166,3.67E-05,7.71E-04,4.20E-04
3.35E+17,0.00164,3.93E-05,7.69E-04,4.16E-04
3.36E+17,0.00166,3.74E-05,7.73E-04,4.17E-04
3.36E+17,0.00161,3.80E-05,7.73E-04,4.26E-04
3.37E+17,0.00164,3.56E-05,7.69E-04,4.13E-04
3.38E+17,0.00164,3.68E-05,7.73E-04,4.19E-04
3.39E+17,0.00164,3.68E-05,7.64E-04,4.16E-04
3.39E+17,0.00165,3.79E-05,7.60E-04,4.18E-04
3.40E+17,0.00163,3.62E-05,7.59E-04,4.16E-04
3.41E+17,0.00163,3.63E-05,7.53E-04,4.08E-04
3.41E+17,0.00165,3.68E-05,7.55E-04,4.09E-04
3.42E+17,0.00162,3.72E-05,7.55E-04,4.15E-04
3.43E+17,0.0016,3.77E-05,7.56E-04,4.06E-04
3.44E+17,0.00163,3.61E-05,7.62E-04,4.16E-04
3.44E+17,0.00165,3.49E-05,7.55E-04,4.10E-04
3.45E+17,0.00161,3.85E-05,7.65E-04,4.12E-04
3.46E+17,0.00162,3.65E-05,7.55E-04,4.15E-04
3.47E+17,0.00161,3.58E-05,7.51E-04,4.12E-04
3.47E+17,0.00161,3.59E-05,7.51E-04,4.05E-04
3.48E+17,0.0016,3.78E-05,7.54E-04,4.14E-04
3.49E+17,0.0016,3.62E-05,7.47E-04,4.07E-04
3.49E+17,0.00159,3.55E-05,7.43E-04,4.09E-04
3.50E+17,0.00162,3.71E-05,7.47E-04,4.14E-04
3.51E+17,0.00161,3.48E-05,7.39E-04,4.07E-04
3.52E+17,0.00162,3.54E-05,7.47E-04,4.12E-04
3.52E+17,0.00159,3.56E-05,7.43E-04,4.01E-04
3.53E+17,0.00159,3.60E-05,7.49E-04,4.08E-04
3.54E+17,0.00161,3.65E-05,7.41E-04,4.08E-04
3.54E+17,0.00159,3.62E-05,7.51E-04,4.08E-04
3.55E+17,0.00159,3.80E-05,7.38E-04,4.05E-04
3.56E+17,0.00158,3.51E-05,7.51E-04,4.06E-04
3.57E+17,0.00161,3.61E-05,7.50E-04,4.05E-04
3.57E+17,0.00157,3.38E-05,7.35E-04,4.04E-04
3.58E+17,0.00159,3.61E-05,7.40E-04,4.03E-04
3.59E+17,0.00159,3.43E-05,7.44E-04,4.03E-04
3.60E+17,0.00159,3.55E-05,7.32E-04,4.05E-04
3.60E+17,0.0016,3.59E-05,7.39E-04,4.04E-04
3.61E+17,0.00158,3.73E-05,7.34E-04,4.04E-04
3.62E+17,0.00156,3.46E-05,7.42E-04,4.10E-04
3.62E+17,0.00158,3.38E-05,7.36E-04,4.13E-04
3.63E+17,0.00157,3.61E-05,7.38E-04,4.08E-04
3.64E+17,0.00157,3.53E-05,7.32E-04,4.01E-04
3.65E+17,0.00157,3.55E-05,7.26E-04,3.98E-04
3.65E+17,0.00155,3.58E-05,7.28E-04,4.02E-04
3.66E+17,0.00156,3.55E-05,7.33E-04,4.06E-04
3.67E+17,0.00157,3.60E-05,7.29E-04,3.95E-04
3.67E+17,0.00157,3.40E-05,7.25E-04,4.02E-04
3.68E+17,0.00158,3.43E-05,7.28E-04,3.90E-04
3.69E+17,0.00155,3.40E-05,7.20E-04,3.99E-04
3.69E+17,0.00155,3.41E-05,7.25E-04,4.02E-04
3.70E+17,0.00156,3.57E-05,7.30E-04,3.96E-04
3.71E+17,0.00154,3.49E-05,7.32E-04,3.98E-04
3.72E+17,0.00154,3.59E-05,7.21E-04,3.97E-04
3.72E+17,0.00156,3.65E-05,7.21E-04,4.04E-04
3.73E+17,0.00154,3.59E-05,7.22E-04,3.94E-04
3.74E+17,0.00154,3.51E-05,7.19E-04,3.93E-04
3.74E+17,0.00155,3.40E-05,7.22E-04,3.93E-04
3.75E+17,0.00156,3.39E-05,7.20E-04,3.92E-04
3.76E+17,0.00155,3.36E-05,7.21E-04,4.01E-04
3.77E+17,0.00153,3.42E-05,7.21E-04,3.94E-04
3.77E+17,0.00154,3.50E-05,7.16E-04,3.91E-04
3.78E+17,0.00152,3.34E-05,7.20E-04,3.92E-04
3.79E+17,0.00153,3.35E-05,7.09E-04,3.92E-04
3.79E+17,0.00152,3.50E-05,7.08E-04,3.98E-04
3.80E+17,0.00152,3.35E-05,7.09E-04,3.95E-04
3.81E+17,0.00152,3.39E-05,7.14E-04,3.99E-04
3.82E+17,0.00153,3.42E-05,7.23E-04,3.96E-04
3.82E+17,0.00154,3.39E-05,7.12E-04,3.90E-04
3.83E+17,0.00153,3.43E-05,7.22E-04,3.92E-04
3.84E+17,0.00153,3.53E-05,7.24E-04,3.93E-04
3.84E+17,0.00152,3.35E-05,7.18E-04,4.01E-04
3.85E+17,0.00153,3.32E-05,7.07E-04,3.94E-04
3.86E+17,0.00152,3.47E-05,7.13E-04,3.93E-04
3.87E+17,0.00152,3.51E-05,7.15E-04,3.95E-04
3.87E+17,0.00152,3.37E-05,7.10E-04,3.89E-04
3.88E+17,0.00151,3.50E-05,7.04E-04,3.95E-04
3.89E+17,0.00149,3.41E-05,7.04E-04,3.87E-04
3.89E+17,0.00151,3.18E-05,6.96E-04,3.93E-04
3.90E+17,0.00152,3.22E-05,6.98E-04,3.96E-04
3.91E+17,0.00151,3.41E-05,7.03E-04,3.92E-04
3.92E+17,0.00151,3.36E-05,7.11E-04,3.90E-04
3.92E+17,0.0015,3.37E-05,7.10E-04,3.85E-04
3.93E+17,0.00148,3.51E-05,6.95E-04,3.90E-04
3.94E+17,0.0015,3.49E-05,7.07E-04,3.86E-04
3.95E+17,0.0015,3.49E-05,7.09E-04,3.94E-04
3.95E+17,0.00149,3.51E-05,7.13E-04,3.92E-04
3.96E+17,0.0015,3.50E-05,7.05E-04,3.87E-04
3.97E+17,0.0015,3.49E-05,7.00E-04,3.86E-04
3.97E+17,0.00149,3.39E-05,7.02E-04,3.86E-04
3.98E+17,0.00147,3.47E-05,7.03E-04,3.92E-04
3.99E+17,0.00148,3.38E-05,7.00E-04,3.90E-04
4.00E+17,0.00148,3.46E-05,7.04E-04,3.92E-04
4.00E+17,0.00148,3.20E-05,6.90E-04,3.84E-04
4.01E+17,0.00149,3.18E-05,6.88E-04,3.79E-04
4.02E+17,0.00148,3.40E-05,6.93E-04,3.84E-04
4.02E+17,0.0015,3.55E-05,6.89E-04,3.81E-04
4.03E+17,0.00145,3.32E-05,6.88E-04,3.86E-04
4.04E+17,0.00147,3.35E-05,6.91E-04,3.82E-04
4.05E+17,0.00149,3.13E-05,6.93E-04,3.85E-04
4.05E+17,0.00146,3.18E-05,6.81E-04,3.79E-04
4.06E+17,0.00145,3.30E-05,6.84E-04,3.76E-04
4.07E+17,0.00145,3.18E-05,6.89E-04,3.80E-04
4.07E+17,0.00143,3.20E-05,6.76E-04,3.80E-04
4.08E+17,0.00146,3.18E-05,6.89E-04,3.78E-04
4.09E+17,0.00144,3.31E-05,6.88E-04,3.77E-04
4.09E+17,0.00143,3.31E-05,6.80E-04,3.80E-04
4.10E+17,0.00144,3.37E-05,6.79E-04,3.73E-04
4.11E+17,0.00145,3.24E-05,6.84E-04,3.80E-04
4.12E+17,0.00144,3.31E-05,6.78E-04,3.79E-04
4.12E+17,0.00143,3.36E-05,6.80E-04,3.83E-04
4.13E+17,0.00145,3.20E-05,6.88E-04,3.80E-04
4.14E+17,0.00144,3.11E-05,6.82E-04,3.77E-04
4.15E+17,0.00144,3.30E-05,6.75E-04,3.84E-04
4.15E+17,0.00143,3.30E-05,6.78E-04,3.80E-04
4.16E+17,0.00144,3.35E-05,6.76E-04,3.72E-04
4.17E+17,0.00141,3.23E-05,6.75E-04,3.76E-04
4.17E+17,0.00144,3.43E-05,6.78E-04,3.75E-04
4.18E+17,0.00143,3.41E-05,6.78E-04,3.77E-04
4.19E+17,0.0014,3.20E-05,6.84E-04,3.78E-04
4.20E+17,0.00141,3.17E-05,6.84E-04,3.74E-04
4.20E+17,0.00139,3.25E-05,6.82E-04,3.77E-04
4.21E+17,0.00141,3.25E-05,6.79E-04,3.74E-04
4.22E+17,0.00139,3.30E-05,6.86E-04,3.79E-04
4.22E+17,0.00143,3.38E-05,6.82E-04,3.75E-04
4.23E+17,0.00143,3.17E-05,6.86E-04,3.80E-04
4.24E+17,0.00143,3.27E-05,6.87E-04,3.81E-04
4.25E+17,0.00139,3.21E-05,6.75E-04,3.77E-04
4.25E+17,0.0014,3.12E-05,6.68E-04,3.64E-04
4.26E+17,0.00143,3.20E-05,6.67E-04,3.74E-04
4.27E+17,0.00139,3.12E-05,6.72E-04,3.81E-04
4.28E+17,0.00142,3.16E-05,6.73E-04,3.75E-04
4.28E+17,0.00141,3.15E-05,6.65E-04,3.69E-04
4.29E+17,0.00139,3.11E-05,6.71E-04,3.74E-04
4.30E+17,0.00139,3.17E-05,6.75E-04,3.76E-04
4.30E+17,0.00139,3.20E-05,6.76E-04,3.74E-04
4.31E+17,0.0014,3.15E-05,6.82E-04,3.74E-04
4.32E+17,0.0014,3.19E-05,6.67E-04,3.74E-04
4.32E+17,0.00136,3.09E-05,6.59E-04,3.75E-04
4.33E+17,0.00136,3.16E-05,6.59E-04,3.71E-04
4.34E+17,0.00135,3.18E-05,6.74E-04,3.64E-04
4.35E+17,0.00137,3.35E-05,6.69E-04,3.74E-04
4.35E+17,0.00138,2.91E-05,6.58E-04,3.67E-04
4.36E+17,0.00136,3.24E-05,6.51E-04,3.72E-04
4.37E+17,0.00137,3.19E-05,6.58E-04,3.70E-04
4.37E+17,0.00134,3.17E-05,6.59E-04,3.65E-04
4.38E+17,0.00138,3.14E-05,6.72E-04,3.67E-04
4.39E+17,0.00137,3.23E-05,6.51E-04,3.67E-04
4.40E+17,0.00135,3.19E-05,6.63E-04,3.71E-04
4.40E+17,0.00131,3.20E-05,6.57E-04,3.67E-04
4.41E+17,0.00134,3.15E-05,6.53E-04,3.62E-04
4.42E+17,0.00136,3.25E-05,6.54E-04,3.62E-04
4.42E+17,0.00137,3.16E-05,6.58E-04,3.65E-04
4.43E+17,0.00132,3.21E-05,6.52E-04,3.72E-04
4.44E+17,0.00137,3.05E-05,6.49E-04,3.60E-04
4.44E+17,0.00137,3.06E-05,6.44E-04,3.68E-04
4.45E+17,0.00136,3.08E-05,6.56E-04,3.57E-04
4.46E+17,0.00136,3.12E-05,6.56E-04,3.67E-04
4.47E+17,0.00133,3.08E-05,6.64E-04,3.62E-04
4.47E+17,0.00132,3.08E-05,6.48E-04,3.64E-04
4.48E+17,0.0013,3.13E-05,6.58E-04,3.64E-04
4.49E+17,0.00131,3.24E-05,6.57E-04,3.57E-04
4.50E+17,0.00137,3.23E-05,6.48E-04,3.61E-04
4.50E+17,0.00136,3.14E-05,6.52E-04,3.62E-04
4.51E+17,0.00134,3.24E-05,6.56E-04,3.65E-04
4.52E+17,0.00134,3.29E-05,6.61E-04,3.61E-04
4.52E+17,0.00135,3.16E-05,6.52E-04,3.62E-04
4.53E+17,0.00129,3.18E-05,6.54E-04,3.61E-04
4.54E+17,0.00127,3.13E-05,6.43E-04,3.67E-04
4.55E+17,0.00133,2.89E-05,6.53E-04,3.69E-04
4.55E+17,0.00136,3.04E-05,6.55E-04,3.62E-04
4.56E+17,0.00132,3.02E-05,6.52E-04,3.62E-04
4.57E+17,0.00135,3.00E-05,6.53E-04,3.63E-04
4.57E+17,0.00138,3.11E-05,6.51E-04,3.61E-04
4.58E+17,0.00134,3.10E-05,6.47E-04,3.60E-04
4.59E+17,0.00124,3.17E-05,6.40E-04,3.60E-04
4.60E+17,0.00134,3.06E-05,6.50E-04,3.61E-04
4.60E+17,0.00137,3.17E-05,6.54E-04,3.57E-04
4.61E+17,0.00129,3.08E-05,6.44E-04,3.63E-04
4.62E+17,0.00134,3.15E-05,6.46E-04,3.59E-04
4.62E+17,0.00127,3.03E-05,6.41E-04,3.60E-04
4.63E+17,0.00137,3.03E-05,6.32E-04,3.67E-04
4.64E+17,0.00131,3.18E-05,6.37E-04,3.66E-04
4.65E+17,0.00131,3.24E-05,6.38E-04,3.63E-04
4.65E+17,0.00131,2.99E-05,6.44E-04,3.54E-04
4.66E+17,0.00128,3.08E-05,6.32E-04,3.62E-04
4.67E+17,0.00126,2.92E-05,6.41E-04,3.55E-04
4.67E+17,0.00129,3.13E-05,6.38E-04,3.57E-04
4.68E+17,0.00126,3.14E-05,6.46E-04,3.57E-04
4.69E+17,0.00134,2.97E-05,6.36E-04,3.52E-04
4.70E+17,0.00132,3.15E-05,6.33E-04,3.55E-04
4.70E+17,0.00125,3.09E-05,6.35E-04,3.57E-04
4.71E+17,0.00137,3.20E-05,6.39E-04,3.55E-04
4.72E+17,0.00128,2.86E-05,6.28E-04,3.56E-04
4.72E+17,0.00119,2.86E-05,6.31E-04,3.47E-04
4.73E+17,0.00127,3.16E-05,6.32E-04,3.50E-04
4.74E+17,0.00129,3.01E-05,6.39E-04,3.55E-04
4.75E+17,0.00122,3.10E-05,6.30E-04,3.47E-04
4.75E+17,0.00132,3.25E-05,6.28E-04,3.51E-04
4.76E+17,0.00126,2.80E-05,6.32E-04,3.55E-04
4.77E+17,0.00123,2.96E-05,6.34E-04,3.54E-04
4.77E+17,0.00132,2.94E-05,6.25E-04,3.50E-04
4.78E+17,0.0013,3.10E-05,6.24E-04,3.50E-04
4.79E+17,0.00128,3.03E-05,6.31E-04,3.53E-04
4.80E+17,0.00128,3.16E-05,6.37E-04,3.54E-04
4.80E+17,0.00134,3.04E-05,6.28E-04,3.50E-04
4.81E+17,0.00126,2.97E-05,6.29E-04,3.46E-04
4.82E+17,0.00131,3.11E-05,6.33E-04,3.54E-04
4.82E+17,0.00129,2.94E-05,6.35E-04,3.49E-04
4.83E+17,0.00131,2.96E-05,6.31E-04,3.54E-04
4.84E+17,0.0013,3.10E-05,6.27E-04,3.56E-04
4.85E+17,0.00125,3.09E-05,6.28E-04,3.50E-04
4.85E+17,0.00129,3.16E-05,6.29E-04,3.57E-04
4.86E+17,0.00124,3.00E-05,6.31E-04,3.48E-04
4.87E+17,0.00126,2.75E-05,6.28E-04,3.48E-04
4.87E+17,0.0012,3.08E-05,6.21E-04,3.50E-04
4.88E+17,0.00126,2.94E-05,6.24E-04,3.57E-04
4.89E+17,0.00127,3.05E-05,6.31E-04,3.51E-04
4.89E+17,0.00124,3.04E-05,6.24E-04,3.52E-04
4.90E+17,0.00122,2.96E-05,6.26E-04,3.46E-04
4.91E+17,0.00131,3.02E-05,6.26E-04,3.50E-04
4.92E+17,0.00123,2.85E-05,6.16E-04,3.46E-04
4.92E+17,0.0012,3.02E-05,6.29E-04,3.42E-04
4.93E+17,0.00123,2.95E-05,6.22E-04,3.52E-04
4.94E+17,0.00122,3.03E-05,6.18E-04,3.53E-04
4.94E+17,0.00124,2.79E-05,6.17E-04,3.53E-04
4.95E+17,0.00125,3.05E-05,6.13E-04,3.48E-04
4.96E+17,0.00124,2.78E-05,6.18E-04,3.55E-04
4.97E+17,0.00123,2.90E-05,6.22E-04,3.45E-04
4.97E+17,0.00123,2.92E-05,6.17E-04,3.50E-04
4.98E+17,0.00119,2.96E-05,6.14E-04,3.40E-04
4.99E+17,0.00121,3.15E-05,6.11E-04,3.54E-04
4.99E+17,0.0012,3.00E-05,6.01E-04,3.44E-04
5.00E+17,0.00121,2.90E-05,6.10E-04,3.45E-04
5.01E+17,0.0012,2.91E-05,6.15E-04,3.49E-04
5.02E+17,0.00121,2.95E-05,6.16E-04,3.40E-04
5.02E+17,0.00122,3.14E-05,6.18E-04,3.42E-04
5.03E+17,0.00122,2.99E-05,6.13E-04,3.45E-04
5.04E+17,0.00122,2.99E-05,5.98E-04,3.47E-04
5.04E+17,0.0012,2.97E-05,6.12E-04,3.41E-04
5.05E+17,0.00121,2.89E-05,6.18E-04,3.43E-04
5.06E+17,0.0012,3.23E-05,6.07E-04,3.47E-04
5.07E+17,0.0012,3.11E-05,6.07E-04,3.45E-04
5.07E+17,0.00119,2.94E-05,6.15E-04,3.44E-04
5.08E+17,0.0012,2.82E-05,6.05E-04,3.46E-04
5.09E+17,0.00119,2.91E-05,6.13E-04,3.42E-04
5.09E+17,0.00119,3.00E-05,6.06E-04,3.42E-04
5.10E+17,0.00118,2.72E-05,6.03E-04,3.40E-04
5.11E+17,0.0012,2.95E-05,6.03E-04,3.34E-04
5.12E+17,0.00119,2.91E-05,6.07E-04,3.47E-04
5.12E+17,0.00119,3.02E-05,6.12E-04,3.34E-04
5.13E+17,0.0012,2.92E-05,6.07E-04,3.39E-04
5.14E+17,0.00117,2.84E-05,6.01E-04,3.42E-04
5.14E+17,0.0012,2.94E-05,6.11E-04,3.44E-04
5.15E+17,0.00118,3.05E-05,6.09E-04,3.37E-04
5.16E+17,0.00116,2.66E-05,6.11E-04,3.43E-04
5.17E+17,0.00118,3.01E-05,5.97E-04,3.43E-04
5.17E+17,0.00117,2.87E-05,6.03E-04,3.45E-04
5.18E+17,0.00118,2.95E-05,5.99E-04,3.36E-04
5.19E+17,0.00117,2.87E-05,5.97E-04,3.39E-04
5.19E+17,0.00115,2.78E-05,5.99E-04,3.43E-04
5.20E+17,0.00119,2.78E-05,6.04E-04,3.39E-04
5.21E+17,0.00118,2.97E-05,6.04E-04,3.43E-04
5.21E+17,0.00118,2.81E-05,5.97E-04,3.35E-04
5.22E+17,0.00114,2.82E-05,5.99E-04,3.36E-04
5.23E+17,0.00115,2.86E-05,6.02E-04,3.37E-04
5.24E+17,0.00116,3.04E-05,6.06E-04,3.43E-04
5.24E+17,0.00116,2.95E-05,6.01E-04,3.33E-04
5.25E+17,0.00118,2.96E-05,5.98E-04,3.37E-04
5.26E+17,0.00116,2.92E-05,6.09E-04,3.44E-04
5.26E+17,0.00116,2.96E-05,5.99E-04,3.50E-04
5.27E+17,0.00115,3.03E-05,6.02E-04,3.42E-04
5.28E+17,0.00114,3.09E-05,5.99E-04,3.44E-04
5.29E+17,0.00117,3.17E-05,6.03E-04,3.41E-04
5.29E+17,0.00114,2.73E-05,6.07E-04,3.42E-04
5.30E+17,0.00115,2.91E-05,5.95E-04,3.40E-04
5.31E+17,0.00114,2.86E-05,5.98E-04,3.36E-04
5.31E+17,0.00117,2.94E-05,5.87E-04,3.39E-04
5.32E+17,0.00115,2.87E-05,5.96E-04,3.35E-04
5.33E+17,0.00112,2.86E-05,5.90E-04,3.41E-04
5.34E+17,0.00112,2.94E-05,5.87E-04,3.37E-04
5.34E+17,0.00113,2.90E-05,5.93E-04,3.35E-04
5.35E+17,0.00114,2.88E-05,5.89E-04,3.34E-04
5.36E+17,0.00114,2.74E-05,5.90E-04,3.41E-04
5.36E+17,0.00112,2.81E-05,5.89E-04,3.30E-04
5.37E+17,0.00113,2.83E-05,5.87E-04,3.31E-04
5.38E+17,0.00113,2.61E-05,5.79E-04,3.33E-04
5.38E+17,0.00112,2.93E-05,5.88E-04,3.30E-04
5.39E+17,0.00112,2.92E-05,5.81E-04,3.28E-04
5.40E+17,0.00111,2.83E-05,5.86E-04,3.38E-04
5.41E+17,0.00113,2.86E-05,5.82E-04,3.28E-04
5.41E+17,0.00111,2.80E-05,5.88E-04,3.34E-04
5.42E+17,0.00112,2.71E-05,5.91E-04,3.33E-04
5.43E+17,0.00112,2.59E-05,5.81E-04,3.23E-04
5.43E+17,0.00112,2.63E-05,5.85E-04,3.36E-04
5.44E+17,0.00112,2.72E-05,5.84E-04,3.35E-04
5.45E+17,0.00112,2.85E-05,5.82E-04,3.32E-04
5.46E+17,0.00111,2.83E-05,5.85E-04,3.33E-04
5.46E+17,0.0011,2.76E-05,5.84E-04,3.29E-04
5.47E+17,0.00111,2.73E-05,5.79E-04,3.31E-04
5.48E+17,0.00111,2.68E-05,5.81E-04,3.20E-04
5.49E+17,0.00111,2.87E-05,5.74E-04,3.28E-04
5.49E+17,0.0011,2.94E-05,5.82E-04,3.26E-04
5.50E+17,0.0011,2.89E-05,5.81E-04,3.36E-04
5.51E+17,0.00109,2.63E-05,5.82E-04,3.31E-04
5.51E+17,0.00108,2.69E-05,5.70E-04,3.32E-04
5.52E+17,0.00108,3.01E-05,5.76E-04,3.27E-04
5.53E+17,0.00108,2.81E-05,5.78E-04,3.30E-04
5.54E+17,0.00109,2.83E-05,5.81E-04,3.30E-04
5.54E+17,0.0011,2.83E-05,5.71E-04,3.29E-04
5.55E+17,0.00108,2.76E-05,5.73E-04,3.31E-04
5.56E+17,0.00108,2.81E-05,5.74E-04,3.30E-04
5.56E+17,0.00109,2.83E-05,5.78E-04,3.32E-04
5.57E+17,0.00109,2.58E-05,5.81E-04,3.36E-04
5.58E+17,0.0011,2.87E-05,5.81E-04,3.21E-04
5.59E+17,0.00107,2.76E-05,5.72E-04,3.24E-04
5.59E+17,0.00108,2.73E-05,5.67E-04,3.26E-04
5.60E+17,0.00106,2.88E-05,5.76E-04,3.30E-04
5.61E+17,0.00107,2.85E-05,5.77E-04,3.23E-04
5.61E+17,0.00107,2.79E-05,5.76E-04,3.24E-04
5.62E+17,0.00107,3.05E-05,5.79E-04,3.26E-04
5.63E+17,0.00105,2.67E-05,5.72E-04,3.27E-04
5.64E+17,0.00106,2.81E-05,5.74E-04,3.27E-04
5.64E+17,0.00105,2.63E-05,5.78E-04,3.21E-04
5.65E+17,0.00106,2.70E-05,5.69E-04,3.22E-04
5.66E+17,0.00106,2.85E-05,5.67E-04,3.21E-04
5.66E+17,0.00105,2.78E-05,5.76E-04,3.28E-04
5.67E+17,0.00106,2.72E-05,5.73E-04,3.27E-04
5.68E+17,0.00105,2.80E-05,5.70E-04,3.29E-04
5.69E+17,0.00104,2.77E-05,5.67E-04,3.22E-04
5.69E+17,0.00105,2.86E-05,5.68E-04,3.24E-04
5.70E+17,0.00104,2.82E-05,5.69E-04,3.24E-04
5.71E+17,0.00105,2.56E-05,5.60E-04,3.15E-04
5.71E+17,0.00104,2.73E-05,5.61E-04,3.20E-04
5.72E+17,0.00104,2.56E-05,5.67E-04,3.18E-04
5.73E+17,0.00103,2.71E-05,5.66E-04,3.27E-04
5.74E+17,0.00103,2.79E-05,5.54E-04,3.21E-04
5.74E+17,0.00102,2.68E-05,5.66E-04,3.23E-04
5.75E+17,0.00104,2.67E-05,5.57E-04,3.14E-04
5.76E+17,0.00103,2.66E-05,5.65E-04,3.21E-04
5.76E+17,0.00102,2.82E-05,5.58E-04,3.18E-04
5.77E+17,0.00102,2.67E-05,5.58E-04,3.21E-04
5.78E+17,0.00102,2.63E-05,5.50E-04,3.17E-04
5.79E+17,0.00101,2.77E-05,5.69E-04,3.22E-04
5.79E+17,0.00102,2.70E-05,5.61E-04,3.20E-04
5.80E+17,0.00103,2.74E-05,5.66E-04,3.20E-04
5.81E+17,0.00102,2.68E-05,5.55E-04,3.18E-04
5.82E+17,0.00102,2.76E-05,5.68E-04,3.24E-04
5.82E+17,0.00101,2.82E-05,5.67E-04,3.29E-04
5.83E+17,0.001,2.59E-05,5.63E-04,3.22E-04
5.84E+17,9.99E-04,2.89E-05,5.53E-04,3.23E-04
5.84E+17,0.001,2.63E-05,5.64E-04,3.21E-04
5.85E+17,0.00101,2.82E-05,5.58E-04,3.17E-04
5.86E+17,0.00102,2.81E-05,5.68E-04,3.22E-04
