,,,Q5L8,,,,,,,,,,,,Sector Valve VACHB.5L8.C ,,,,VCTNR.A5L8.R (transition from D80 to MCBWH),,,,VCELH.A5L8.R (MCBWH 44/59mm),,,,VCTNT.A5L8.R (transition from MCBWH to D80),,,,VMAAB.A5L8.R ,,,,VCDLN.B5L8.R ,,,,VMAWD.5L8.R ,,,,VCDA.A5L8.R,,,,VMAAB.5L8.R ,,,,VCDDC.5L8.R,,,,Sector Valve VANDA.5L8.R,,,,Q4L8 / D2L8,,,,,,,,,,,,,,,,,,,,Sector valve VAAHB.4L8.C,,,,BPMWB.4L8.B2 + VMGBA.4L8.R,,,,VCRLE.4L8.R,,,,VMGDA.4L8.R ,,,,VCDSA.4L8.R,,,,VMGDB.4L8.R ,,,,VCTYA.4L8.X + BRANB.4L8,,,,VMBGA.E4L8.X,,,,VCDW.E4L8.X,,,,VAMGB.4L8.X,,,,VCDW.D4L8.X,,,,VAMGA.4L8.X,,,,VCDW.C4L8.X,,,,VAMCC.4L8.X,,,,VCDW.B4L8.X,,,,VMBGA.D4L8.X,,,,VCDW.A4L8.X,,,,VMBGA.C4L8.X,,,,VCDWA.4L8.X,,,,VMBGA.B4L8.X,,,,VCDWG.4L8.X,,,,VMBGA.A4L8.X,,,,VCTCP.4L8.X + VCTCF.4L8.X,,,,Sector Valve VAEHN.4L8.C,,,,BPMSX.4L8 + VMAAA.4L8.X ,,,,D1L8,,,,,,,,,,,,DFBXG.3L8,,,,Q3L8,,,,,,,,,,,,Q2L8,,,,,,,,Q1L8,,,,,,,,,,,,
%,,,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,1,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,H2,CH4,CO,CO2,
in_Segment = [,,%,1,0,0,0,2,0,0,0,3,0,0,0,4,0,0,0,5,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0,9,0,0,0,10,0,0,0,11,0,0,0,12,0,0,0,13,0,0,0,14,0,0,0,15,0,0,0,16,0,0,0,17,0,0,0,18,0,0,0,19,0,0,0,20,0,0,0,21,0,0,0,22,0,0,0,23,0,0,0,24,0,0,0,25,0,0,0,26,0,0,0,27,0,0,0,28,0,0,0,29,0,0,0,30,0,0,0,31,0,0,0,32,0,0,0,33,0,0,0,34,0,0,0,35,0,0,0,36,0,0,0,37,0,0,0,38,0,0,0,39,0,0,0,40,0,0,0,41,0,0,0,42,0,0,0,43,0,0,0,44,0,0,0,45,0,0,0,46,0,0,0,47,0,0,0,48,0,0,0,49,0,0,0,50,0,0,0,51,0,0,0,52,0,0,0,53,0,0,0,54,0,0,0,55,0,0,0,56,0,0,0,
in_d = [,[mm],%,39.74,0,0,0,39.74,0,0,0,39.74,0,0,0,80,0,0,0,50.72,0,0,0,50.72,0,0,0,50.72,0,0,0,80,0,0,0,80,0,0,0,80,0,0,0,80,0,0,0,80,0,0,0,80,0,0,0,80,0,0,0,52.51,0,0,0,52.51,0,0,0,52.51,0,0,0,57.33,0,0,0,57.33,0,0,0,80,0,0,0,63,0,0,0,63,0,0,0,63,0,0,0,80,0,0,0,63,0,0,0,56.3,0,0,0,212.7,0,0,0,212.7,0,0,0,212.7,0,0,0,212.7,0,0,0,212.7,0,0,0,212.7,0,0,0,212.7,0,0,0,212.7,0,0,0,212.7,0,0,0,212.7,0,0,0,212.7,0,0,0,212.7,0,0,0,212.7,0,0,0,212.7,0,0,0,212.7,0,0,0,80,0,0,0,80,0,0,0,80,0,0,0,62.14,0,0,0,62.14,0,0,0,62.14,0,0,0,62.14,0,0,0,52.51,0,0,0,52.51,0,0,0,52.51,0,0,0,52.51,0,0,0,52.51,0,0,0,42.36,0,0,0,42.36,0,0,0,42.36,0,0,0,
in_L = [,[mm],%,541,0,0,0,11345,0,0,0,1078,0,0,0,655,0,0,0,200,0,0,0,2185,0,0,0,200,0,0,0,300,0,0,0,4115,0,0,0,300,0,0,0,7000,0,0,0,300,0,0,0,3730,0,0,0,655,0,0,0,1078,0,0,0,11345,0,0,0,500,0,0,0,10400,0,0,0,770,0,0,0,655,0,0,0,465,0,0,0,2440,0,0,0,180,0,0,0,2105,0,0,0,280,0,0,0,2200,0,0,0,400,0,0,0,5900,0,0,0,400,0,0,0,5900,0,0,0,400,0,0,0,5900,0,0,0,400,0,0,0,5900,0,0,0,400,0,0,0,5900,0,0,0,400,0,0,0,2180,0,0,0,400,0,0,0,4500,0,0,0,400,0,0,0,2500,0,0,0,645,0,0,0,485,0,0,0,875,0,0,0,10230,0,0,0,258,0,0,0,2853,0,0,0,240,0,0,0,8400,0,0,0,1900,0,0,0,12584,0,0,0,1150,0,0,0,250,0,0,0,7700,0,0,0,478,0,0,0,
in_dist_ref = [,[mm],%,-177130,0,0,0,-176589,0,0,0,-165244,0,0,0,-164166,0,0,0,-163511,0,0,0,-163311,0,0,0,-161126,0,0,0,-160926,0,0,0,-160626,0,0,0,-156511,0,0,0,-156211,0,0,0,-149211,0,0,0,-148911,0,0,0,-145181,0,0,0,-144526,0,0,0,-143448,0,0,0,-132103,0,0,0,-131603,0,0,0,-121203,0,0,0,-120433,0,0,0,-119778,0,0,0,-119313,0,0,0,-116873,0,0,0,-116693,0,0,0,-114588,0,0,0,-114308,0,0,0,-112108,0,0,0,-111708,0,0,0,-105808,0,0,0,-105408,0,0,0,-99508,0,0,0,-99108,0,0,0,-93208,0,0,0,-92808,0,0,0,-86908,0,0,0,-86508,0,0,0,-80608,0,0,0,-80208,0,0,0,-78028,0,0,0,-77628,0,0,0,-73128,0,0,0,-72728,0,0,0,-70228,0,0,0,-69583,0,0,0,-69098,0,0,0,-68223,0,0,0,-57993,0,0,0,-57735,0,0,0,-54882,0,0,0,-54642,0,0,0,-46242,0,0,0,-44342,0,0,0,-31758,0,0,0,-30608,0,0,0,-30358,0,0,0,-22658,0,0,0,-22180
in_T = [,[K],%,15,0,0,0,10,0,0,0,15,0,0,0,300,0,0,0,300,0,0,0,300,0,0,0,300,0,0,0,300,0,0,0,300,0,0,0,300,0,0,0,300,0,0,0,300,0,0,0,300,0,0,0,300,0,0,0,15,0,0,0,10,0,0,0,15,0,0,0,10,0,0,0,15,0,0,0,300,0,0,0,300,0,0,0,300,0,0,0,300,0,0,0,300,0,0,0,300,0,0,0,300,0,0,0,300,0,0,0,300,0,0,0,300,0,0,0,300,0,0,0,300,0,0,0,300,0,0,0,300,0,0,0,300,0,0,0,300,0,0,0,300,0,0,0,300,0,0,0,300,0,0,0,300,0,0,0,300,0,0,0,300,0,0,0,300,0,0,0,300,0,0,0,300,0,0,0,15,0,0,0,10,0,0,0,15,0,0,0,10,0,0,0,15,0,0,0,10,0,0,0,15,0,0,0,10,0,0,0,15,0,0,0,15,0,0,0,10,0,0,0,15,0,0,0,
in_S = [,[l/s] (H2),%,50,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,50,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,[l/s] (CH4),%,0,30,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,[l/s] (CO),%,0,0,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,[l/s] (CO2),%,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
