M9,H2,CH4,CO,CO2,
alpha,2e-12,2e-12,2e-12,2e-12
eta_ion,0.33,0.33,0.33,0.33
,0.02,0.03,0.04,0.07
,0.15,0.17,0.17,0.2
,0.09,0.09,0.09,0.09
eta_e,0.00968,8.72e-05,0.000417,0.000968
eta_ph,1.98e-05,1.42e-06,5.67e-06,1.98e-05
Cbs,120.0,42.0,32.0,26.0
Qth,0.0,0.0,0.0,0.0
