12251.3216,0,0,0
12678.9216,0,0,0
12785.8216,0,0,0
12839.2716,1.79E-09,1.60E-09,2.10E-09
13073.0516,1.10E-09,1.00E-10,4.20E-09
13073.2716,1.22E-09,3.10E-11,2.80E-09
13083.2216,1.76E-10,2.20E-11,3.70E-10
13096.8016,3.32E-09,6.50E-11,7.80E-09
13097.0416,6.60E-10,6.80E-11,2.00E-09
13105.6716,2.10E-10,1.70E-11,6.80E-10
13105.9216,4.22E-10,1.30E-11,1.20E-09
13121.4016,2.97E-11,8.20E-12,5.80E-11
13128.7016,1.98E-09,3.90E-11,4.00E-09
13128.9416,3.50E-10,3.90E-11,1.20E-09
13137.5716,1.18E-10,3.70E-11,5.20E-10
13137.8216,1.44E-10,1.80E-11,7.30E-10
13148.5516,1.32E-11,4.60E-12,2.70E-11
13156.3216,2.73E-10,5.40E-11,1.10E-09
13156.5516,2.69E-10,7.30E-11,1.40E-09
13177.7116,1.47E-10,7.80E-11,2.50E-10
13177.9516,2.95E-10,1.20E-10,5.10E-10
13208.6516,1.47E-10,4.90E-12,2.90E-10
13270.5616,2.76E-10,2.90E-11,8.60E-10
13270.8116,7.68E-11,1.70E-11,1.70E-10
13307.2616,1.47E-10,1.00E-10,9.60E-09
13307.4616,3.27E-08,1.00E-09,4.80E-08
13307.4616,3.88E-10,3.50E-10,6.60E-09
13311.1416,2.05E-09,3.10E-12,3.40E-09
13311.1416,2.84E-10,2.40E-11,5.20E-10
13314.6416,7.41E-10,2.00E-11,1.60E-09
13314.7416,1.13E-09,1.00E-11,2.00E-09
13344.1416,8.59E-10,1.10E-11,1.80E-09
13344.2416,7.79E-10,1.10E-11,1.70E-09
13347.7416,2.14E-09,1.10E-12,3.60E-09
13347.7416,6.76E-10,1.70E-10,1.30E-09
13351.4616,4.29E-10,4.80E-11,2.60E-09
13351.4616,2.03E-09,1.70E-09,3.20E-09
13351.6216,9.71E-11,5.20E-11,2.50E-09
13388.0816,1.22E-10,1.00E-11,2.70E-10
13388.3216,3.96E-09,3.70E-09,4.30E-09
13425.0216,9.73E-11,4.30E-12,2.10E-10
13480.9316,4.18E-10,2.50E-10,1.90E-09
13481.1716,3.70E-10,2.60E-10,8.80E-10
13502.3316,1.73E-10,3.10E-11,2.00E-09
13502.5716,9.86E-11,2.60E-11,8.40E-10
13510.3416,5.58E-10,2.30E-10,3.70E-09
13521.6816,1.48E-10,2.90E-11,4.20E-09
13521.9216,1.65E-10,3.70E-11,4.40E-09
13530.5516,2.49E-10,6.90E-11,2.10E-09
13530.7916,2.05E-10,7.40E-11,1.70E-09
13538.0916,2.86E-11,1.50E-11,8.50E-11
13553.5816,6.28E-10,3.50E-10,4.40E-09
13553.8216,6.54E-10,3.10E-10,6.30E-09
13562.4516,1.38E-10,5.60E-11,2.10E-09
13562.6916,2.29E-09,1.60E-09,3.30E-09
13575.2716,7.24E-11,1.00E-12,1.50E-09
13585.1116,3.24E-10,4.00E-11,3.90E-09
13585.3516,2.47E-10,8.20E-11,2.40E-09
13820.6716,1.10E-09,1.10E-09,1.10E-09
13874.1216,1.10E-09,1.10E-09,1.10E-09
13981.0216,1.10E-09,1.10E-09,1.10E-09
14408.6216,1.10E-09,1.10E-09,1.10E-09
14836.2216,1.10E-09,1.10E-09,1.10E-09
