M29,H2,CH4,CO,CO2,
alpha,2e-12,2e-12,2e-12,2e-12
eta_ion,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0
eta_e,0.0,0.0,0.0,0.0
eta_ph,2.5e-07,2.9e-09,1.2e-08,1.2e-08
Cbs,0.0,0.0,0.0,0.0
Qth,1e-12,1e-12,1e-12,1e-12
