"H2_x","H2_y","CH4_x","CH4_y","CO_x","CO_y","CO2_x","CO2_y"
1e-06,5.166847699e+12,1e-06,2.621142739e+11,1e-06,1.604696649e+12,1e-06,2.304108158e+12,
63.375,1.334206269e+13,63.375,1.653940843e+12,63.375,1.488203473e+13,63.375,1.230793615e+13,
69.5125,2.292027202e+13,69.5125,3.281025692e+12,69.5125,3.05269676e+13,69.5125,2.395116543e+13,
75.65,7.794220236e+14,75.65,1.317502998e+14,75.65,1.266735968e+15,75.65,9.427646881e+14,
