X , H2, CH4, CO, CO2 
0.672000001,11475004.5018,-524681.703974,-728089.277319,-941127.205353
0.684000001,11191225.1194,-513626.560945,-713046.72551,-921906.979542
0.696000001,10907445.8059,-502571.223739,-698003.917124,-902686.432116
0.708000001,10623666.5567,-491515.704878,-682960.868705,-883465.583817
0.720000001,10339887.3676,-480460.016885,-667917.596802,-864244.455384
0.732000001,10056108.2339,-469404.172283,-652874.117963,-845023.067563
0.744000001,9772329.1513,-458348.183598,-637830.448738,-825801.441097
0.756000001,14081159.8995,-594118.458942,-816796.36233,-1049767.61193
0.768000001,13797380.9058,-583062.219667,-801752.361985,-1030545.57042
0.780000001,13513601.9498,-572005.873888,-786708.220909,-1011323.3525
0.792000001,13229823.0271,-560949.43413,-771663.955655,-992100.978923
0.804000001,12946044.1333,-549892.912924,-756619.582777,-972878.470445
0.816000001,12662265.2639,-538836.322796,-741575.118829,-953655.847814
0.828000001,12378486.4145,-527779.676276,-726530.580366,-934433.13178
0.840000001,12094707.5806,-516722.985892,-711485.983945,-915210.343096
0.852000001,11810928.7579,-505666.264175,-696441.34612,-895987.502514
0.864000001,11527149.9418,-494609.523653,-681396.683447,-876764.630786
0.876000001,11243371.1279,-483552.776856,-666352.012483,-857541.748665
0.888000001,10959592.3119,-472496.036314,-651307.349784,-838318.876904
0.900000001,10675813.4891,-461439.314557,-636262.711906,-819096.036255
0.912000001,10392034.6553,-450382.624113,-621218.115404,-799873.24747
0.924000001,10108255.8059,-439325.977512,-606173.576835,-780650.531303
0.936000001,9824476.93657,-428269.387283,-591129.112754,-761427.908505
0.948000001,13886448.5297,-556147.135055,-759666.152803,-972321.74131
0.960000001,13602669.6071,-545090.695156,-744621.887362,-953099.367502
0.972000001,13318890.6511,-534034.349215,-729577.746073,-933877.149315
0.984000001,13035111.6574,-522978.109758,-714533.745488,-914655.107498
0.996000001,12751332.6216,-511921.989313,-699489.90216,-895433.2628
1.008000001,12467553.539,-500866.000406,-684446.232642,-876211.635966
1.020000001,12183774.4055,-489810.155563,-669402.753483,-856990.247744
1.032000001,11899995.2164,-478754.467307,-654359.481233,-837769.118877
1.044000001,11616215.9673,-467698.948163,-639316.432442,-818548.270109
1.056000001,11332436.6539,-456643.610655,-624273.623655,-799327.722182
1.068000001,11048657.2717,-445588.467303,-609231.07142,-780107.495836
1.080000001,10764877.8161,-434533.530629,-594188.792281,-760887.61181
1.092000001,10481098.2829,-423478.813153,-579146.802782,-741668.090839
1.104000001,10197318.6676,-412424.327394,-564105.119463,-722448.953659
1.116000001,9913538.96564,-401370.085869,-549063.758866,-703230.221001
1.128000001,13915791.0421,-527341.157412,-715081.392551,-910966.039815
1.140000001,13632011.1537,-516287.441901,-700040.727009,-891748.178392
1.152000001,13348231.1654,-505234.008169,-685000.433796,-872530.783676
1.164000001,13064451.0728,-494180.868726,-669960.529447,-853313.87639
1.176000001,12780670.8714,-483128.036083,-654921.030491,-834097.477255
1.188000001,12496890.5569,-472075.522748,-639881.953457,-814881.606989
1.200000001,12213110.1247,-461023.341229,-624843.31487,-795666.286305
1.212000001,11929329.5705,-449971.50403,-609805.131255,-776451.535917
1.224000001,11645548.8898,-438920.023654,-594767.419131,-757237.376533
1.236000001,11361768.0782,-427868.912603,-579730.195019,-738023.828859
1.248000001,11077987.1312,-416818.183376,-564693.475433,-718810.913597
1.260000001,10794206.0444,-405767.84847,-549657.276888,-699598.651446
1.272000001,10510424.8134,-394717.92038,-534621.615893,-680387.063102
1.284000001,10226643.4338,-383668.411599,-519586.508957,-661176.169256
1.296000001,9942861.90114,-372619.334617,-504551.972583,-641965.990596
1.308000001,9659080.21096,-361570.701923,-489518.023274,-622756.547808
1.320000001,13647519.3269,-487106.045645,-654959.903639,-829770.67427
1.332000001,13363737.3084,-476058.338982,-639927.17795,-810562.76526
1.344000001,13079955.1192,-465011.114056,-624895.08881,-791355.654148
1.356000001,12796172.7548,-453964.383347,-609863.652708,-772149.361604
1.368000001,12512390.2108,-442918.159329,-594832.886128,-752943.908289
1.380000001,12228607.4828,-431872.454476,-579802.805552,-733739.314864
1.392000001,11944824.5663,-420827.281258,-564773.427457,-714535.601981
1.404000001,11661041.4569,-409782.652142,-549744.768317,-695332.790291
1.416000001,11377258.1502,-398738.579592,-534716.844602,-676130.900438
1.428000001,11093474.6419,-387695.07607,-519689.672777,-656929.953061
1.440000001,10809690.9273,-376652.154034,-504663.269305,-637729.968795
1.452000001,10525907.0023,-365609.825938,-489637.650642,-618530.968269
1.464000001,10242122.8623,-354568.104235,-474612.833243,-599332.972108
1.476000001,9958338.50292,-343527.001373,-459588.833556,-580136.000928
1.488000001,9674553.91976,-332486.529798,-444565.668027,-560940.075345
1.500000001,13660606.2879,-457954.011315,-609917.878151,-767841.802724
1.512000001,13376821.244,-446914.839635,-594896.430252,-748648.030149
1.524000001,13093035.963,-435876.336557,-579875.865817,-729455.364974
1.536000001,12809250.4406,-424838.514513,-564856.201272,-710263.827789
1.548000001,12525464.6725,-413801.385928,-549837.453038,-691073.439178
1.560000001,12241678.654,-402764.963229,-534819.637533,-671884.219719
1.572000001,11957892.381,-391729.258834,-519802.771166,-652696.189982
1.584000001,11674105.8489,-380694.285159,-504786.870345,-633509.370533
1.596000001,11390319.0534,-369660.054617,-489771.95147,-614323.78193
1.608000001,11106531.9901,-358626.579617,-474758.030937,-595139.444725
1.620000001,10822744.6545,-347593.872562,-459745.125137,-575956.379462
1.632000001,10538957.0424,-336561.945852,-444733.250455,-556774.60668
1.644000001,10255169.1492,-325530.811883,-429722.423269,-537594.146909
1.656000001,9971380.97059,-314500.483047,-414712.659953,-518415.020674
1.668000001,9687592.5022,-303470.971731,-399703.976876,-499237.248492
1.680000001,9403803.73963,-292442.290317,-384696.3904,-480060.850871
1.692000001,13390476.0378,-417941.715433,-550090.809733,-687015.486831
1.704000001,13106686.6737,-406914.730955,-535085.46552,-667841.899833
1.716000001,12822897.0022,-395888.613501,-520081.266958,-648669.748882
1.728000001,12539107.019,-384863.375435,-505078.230386,-629499.054455
1.740000001,12255316.7197,-373839.029118,-490076.372134,-610329.837024
1.752000001,11971526.0999,-362815.586903,-475075.708528,-591162.117053
1.764000001,11687735.1553,-351793.061142,-460076.255887,-571995.914997
1.776000001,11403943.8814,-340771.464179,-445078.030523,-552831.251303
1.788000001,11120152.2739,-329750.808354,-430081.048743,-533668.14641
1.800000001,10836360.3283,-318731.106003,-415085.326844,-514506.620749
1.812000001,10552568.0405,-307712.369455,-400090.88112,-495346.694741
1.824000001,10268775.4059,-296694.611036,-385097.727856,-476188.3888
1.836000001,9984982.42018,-285677.843063,-370105.88333,-457031.72333
1.848000001,9701189.07902,-274662.077852,-355115.363813,-437876.718727
1.860000001,9417395.37803,-263647.327712,-340126.18557,-418723.395378
1.872000001,9133601.31286,-252633.604945,-325138.364857,-399571.773661
1.884000001,13121843.4103,-378198.544329,-490619.352361,-606634.921069
1.896000001,12838048.6037,-367186.913196,-475634.295451,-587486.763711
1.908000001,12554253.4198,-356176.346313,-460650.644799,-568340.369063
1.920000001,12270457.8543,-345166.85596,-445668.416631,-549195.757464
1.932000001,11986661.9028,-334158.454413,-430687.627168,-530052.949245
1.944000001,11702865.561,-323151.153939,-415708.29262,-510911.964728
1.956000001,11419068.8246,-312144.966802,-400730.429192,-491772.824224
1.968000001,11135271.6892,-301139.90526,-385754.053079,-472635.548033
1.980000001,10851474.1504,-290135.981563,-370779.18047,-453500.156448
1.992000001,10567676.2039,-279133.207956,-355805.827545,-434366.669748
2.004000001,10283877.8454,-268131.596678,-340834.010474,-415235.108206
2.016000001,10000079.0706,-257131.15996,-325863.745422,-396105.492081
