x0000,y0000,x0001,y0001,x0002,y0002,x0003,y0003,x0004,y0004
1e-09,3.927470645,1e-09,4.567722184,1e-09,4.739544408,1e-09,5.356591646,1e-09,5.693330299,
0.012000001,3.955334242,0.012000001,4.596008321,0.012000001,4.767873705,0.012000001,5.384989531,0.012000001,5.721740077,
0.024000001,3.981323791,0.024000001,4.622485501,0.024000001,4.794400451,0.024000001,5.411594852,0.024000001,5.748359007,
0.036000001,4.005662336,0.036000001,4.647364182,0.036000001,4.819333856,0.036000001,5.436614866,0.036000001,5.773394009,
0.048000001,4.028535265,0.048000001,4.670819837,0.048000001,4.842848412,0.048000001,5.460222536,0.048000001,5.797017784,
0.060000001,4.05009829,0.060000001,4.693000304,0.060000001,4.865091181,0.060000001,5.482563706,0.060000001,5.819375966,
0.072000001,4.070483437,0.072000001,4.714031302,0.072000001,4.886187253,0.072000001,5.503762486,0.072000001,5.840592497,
0.084000001,4.089803609,0.084000001,4.734020627,0.084000001,4.906243918,0.084000001,5.523925369,0.084000001,5.860773731,
0.096000001,4.108156166,0.096000001,4.753061412,0.096000001,4.925353886,0.096000001,5.54314441,0.096000001,5.880011612,
0.108000001,4.12562559,0.108000001,4.771234665,0.108000001,4.94359782,0.108000001,5.561499729,0.108000001,5.898386165,
0.120000001,4.142285693,0.120000001,4.788611286,0.120000001,4.96104633,0.120000001,5.579061484,0.120000001,5.91596747,
0.132000001,4.158201349,0.132000001,4.805253686,0.132000001,4.977761582,0.132000001,5.595891456,0.132000001,5.932817243,
0.144000001,4.173429877,0.144000001,4.821217082,0.144000001,4.993798588,0.144000001,5.612044334,0.144000001,5.948990118,
0.156000001,4.188022114,0.156000001,4.836550569,0.156000001,5.009206263,0.156000001,5.627568759,0.156000001,5.964534687,
0.168000001,4.202023441,0.168000001,4.851297984,0.168000001,5.024028297,0.168000001,5.642508182,0.168000001,5.979494362,
0.180000001,4.215474458,0.180000001,4.86549864,0.180000001,5.038303868,0.180000001,5.656901581,0.180000001,5.993908084,
0.192000001,4.228351392,0.192000001,4.879187918,0.192000001,5.052068247,0.192000001,5.670784046,0.192000001,6.007810915,
0.204000001,4.240809562,0.204000001,4.892397777,0.204000001,5.065353296,0.204000001,5.68418729,0.204000001,6.021234539,
0.216000001,4.252816611,0.216000001,4.905157186,0.216000001,5.078187895,0.216000001,5.697140058,0.216000001,6.034207679,
0.228000001,4.264399689,0.228000001,4.917492479,0.228000001,5.090598304,0.228000001,5.709668492,0.228000001,6.046756458,
0.240000001,4.2755835,0.240000001,4.929427665,0.240000001,5.102608468,0.240000001,5.721796434,0.240000001,6.058904698,
0.252000001,4.286390568,0.252000001,4.940984697,0.252000001,5.114240279,0.252000001,5.733545686,0.252000001,6.070674189,
0.264000001,4.296841562,0.264000001,4.952183698,0.264000001,5.125513808,0.264000001,5.744936239,0.264000001,6.082084905,
0.276000001,4.306955447,0.276000001,4.963043157,0.276000001,5.1364475,0.276000001,5.755986465,0.276000001,6.093155209,
0.288000001,4.316749682,0.288000001,4.973580103,0.288000001,5.147058342,0.288000001,5.76671329,0.288000001,6.103902012,
0.300000001,4.32624037,0.300000001,4.983810252,0.300000001,5.157362015,0.300000001,5.777132336,0.300000001,6.11434093,
0.312000001,4.33544237,0.312000001,4.993748141,0.312000001,5.167373021,0.312000001,5.787258058,0.312000001,6.124486408,
0.324000001,4.34436949,0.324000001,5.00340724,0.324000001,5.177104803,0.324000001,5.797103851,0.324000001,6.134351833,
0.336000001,4.353034507,0.336000001,5.012800055,0.336000001,5.186569839,0.336000001,5.806682156,0.336000001,6.143949639,
0.348000001,4.361449283,0.348000001,5.021938217,0.348000001,5.195779739,0.348000001,5.816004542,0.348000001,6.153291391,
0.360000001,4.369624899,0.360000001,5.030832562,0.360000001,5.204745314,0.360000001,5.825081793,0.360000001,6.162387864,
0.372000001,4.377571686,0.372000001,5.039493199,0.372000001,5.213476658,0.372000001,5.833923969,0.372000001,6.171249116,
0.384000001,4.38525725,0.384000001,5.047929577,0.384000001,5.221983199,0.384000001,5.842540474,0.384000001,6.179884546,
0.396000001,4.39277535,0.396000001,5.056150537,0.396000001,5.230273766,0.396000001,5.850940113,0.396000001,6.188302954,
