x0000,y0000,x0001,y0001,x0002,y0002,x0003,y0003,x0004,y0004
1e-09,12.25066155,1e-09,12.25066155,1e-09,12.86858176,1e-09,13.14432775,1e-09,14.72533198,
0.012000001,12.27137973,0.012000001,12.27137973,0.012000001,12.89407446,0.012000001,13.17052025,0.012000001,14.75228912,
0.024000001,12.29100969,0.024000001,12.29100969,0.024000001,12.91808888,0.024000001,13.19517009,0.024000001,14.77763115,
0.036000001,12.30965198,0.036000001,12.30965198,0.036000001,12.94078133,0.036000001,13.21844352,0.036000001,14.80153574,
0.048000001,12.32739376,0.048000001,12.32739376,0.048000001,12.96228433,0.048000001,13.24048103,0.048000001,14.82415248,
0.060000001,12.34431104,0.060000001,12.34431104,0.060000001,12.98271122,0.060000001,13.26140241,0.060000001,14.84560851,
0.072000001,12.36047057,0.072000001,12.36047057,0.072000001,13.00215967,0.072000001,13.2813106,0.072000001,14.86601276,
0.084000001,12.37593121,0.084000001,12.37593121,0.084000001,13.02071447,0.084000001,13.30029476,0.084000001,14.88545933,
0.096000001,12.3907452,0.096000001,12.3907452,0.096000001,13.03844966,0.096000001,13.31843259,0.096000001,14.90403001,
0.108000001,12.40495904,0.108000001,12.40495904,0.108000001,13.05543033,0.108000001,13.33579222,0.108000001,14.92179638,
0.120000001,12.41861436,0.120000001,12.41861436,0.120000001,13.07171394,0.120000001,13.3524337,0.120000001,14.9388214,
0.132000001,12.43174856,0.132000001,12.43174856,0.132000001,13.08735151,0.132000001,13.36841027,0.132000001,14.95516078,
0.144000001,12.44439534,0.144000001,12.44439534,0.144000001,13.10238854,0.144000001,13.38376932,0.144000001,14.97086402,
0.156000001,12.4565852,0.156000001,12.4565852,0.156000001,13.11686577,0.156000001,13.39855324,0.156000001,14.98597532,
0.168000001,12.46834583,0.168000001,12.46834583,0.168000001,13.13081983,0.168000001,13.41280005,0.168000001,15.0005343,
0.180000001,12.47970243,0.180000001,12.47970243,0.180000001,13.14428377,0.180000001,13.42654405,0.180000001,15.01457661,
0.192000001,12.490678,0.192000001,12.490678,0.192000001,13.1572875,0.192000001,13.43981624,0.192000001,15.02813445,
0.204000001,12.50129361,0.204000001,12.50129361,0.204000001,13.16985821,0.204000001,13.45264475,0.204000001,15.04123701,
0.216000001,12.51156857,0.216000001,12.51156857,0.216000001,13.18202063,0.216000001,13.46505515,0.216000001,15.05391079,
0.228000001,12.52152068,0.228000001,12.52152068,0.228000001,13.19379739,0.228000001,13.47707082,0.228000001,15.06617999,
0.240000001,12.53116632,0.240000001,12.53116632,0.240000001,13.20520919,0.240000001,13.48871313,0.240000001,15.07806671,
0.252000001,12.54052063,0.252000001,12.54052063,0.252000001,13.21627505,0.252000001,13.50000168,0.252000001,15.08959119,
0.264000001,12.54959762,0.264000001,12.54959762,0.264000001,13.22701247,0.264000001,13.51095449,0.264000001,15.10077206,
0.276000001,12.55841031,0.276000001,12.55841031,0.276000001,13.23743758,0.276000001,13.5215882,0.276000001,15.11162645,
0.288000001,12.56697077,0.288000001,12.56697077,0.288000001,13.24756531,0.288000001,13.53191814,0.288000001,15.12217018,
0.300000001,12.57529024,0.300000001,12.57529024,0.300000001,13.25740948,0.300000001,13.54195851,0.300000001,15.13241788,
0.312000001,12.5833792,0.312000001,12.5833792,0.312000001,13.26698289,0.312000001,13.55172249,0.312000001,15.1423831,
0.324000001,12.59124745,0.324000001,12.59124745,0.324000001,13.27629747,0.324000001,13.56122232,0.324000001,15.15207842,
0.336000001,12.59890413,0.336000001,12.59890413,0.336000001,13.28536432,0.336000001,13.57046937,0.336000001,15.16151556,
0.348000001,12.60635782,0.348000001,12.60635782,0.348000001,13.29419378,0.348000001,13.57947426,0.348000001,15.1707054,
0.360000001,12.61361656,0.360000001,12.61361656,0.360000001,13.30279551,0.360000001,13.5882469,0.360000001,15.17965813,
0.372000001,12.62068789,0.372000001,12.62068789,0.372000001,13.31117856,0.372000001,13.59679655,0.372000001,15.18838324,
0.384000001,12.62757891,0.384000001,12.62757891,0.384000001,13.3193514,0.384000001,13.60513188,0.384000001,15.19688963,
0.396000001,12.6342963,0.396000001,12.6342963,0.396000001,13.32732198,0.396000001,13.61326103,0.396000001,15.20518564,
0.408000001,12.64084635,0.408000001,12.64084635,0.408000001,13.33509775,0.408000001,13.62119163,0.408000001,15.21327909,
0.420000001,12.647235,0.420000001,12.647235,0.420000001,13.34268573,0.420000001,13.62893085,0.420000001,15.22117733,
0.432000001,12.65346785,0.432000001,12.65346785,0.432000001,13.35009253,0.432000001,13.63648546,0.432000001,15.22888727,
0.444000001,12.65955021,0.444000001,12.65955021,0.444000001,13.35732439,0.444000001,13.64386181,0.444000001,15.23641543,
0.456000001,12.66548709,0.456000001,12.66548709,0.456000001,13.36438716,0.456000001,13.65106591,0.456000001,15.24376795,
0.468000001,12.67128325,0.468000001,12.67128325,0.468000001,13.37128642,0.468000001,13.65810343,0.468000001,15.25095062,
0.480000001,12.67694318,0.480000001,12.67694318,0.480000001,13.3780274,0.480000001,13.66497972,0.480000001,15.25796891,
0.492000001,12.68247117,0.492000001,12.68247117,0.492000001,13.38461508,0.492000001,13.67169986,0.492000001,15.26482802,
0.504000001,12.68787126,0.504000001,12.68787126,0.504000001,13.39105415,0.504000001,13.67826864,0.504000001,15.27153284,
0.516000001,12.69314731,0.516000001,12.69314731,0.516000001,13.39734909,0.516000001,13.68469061,0.516000001,15.27808802,
0.528000001,12.69830299,0.528000001,12.69830299,0.528000001,13.40350412,0.528000001,13.6909701,0.528000001,15.28449797,
0.540000001,12.70334179,0.540000001,12.70334179,0.540000001,13.40952328,0.540000001,13.6971112,0.540000001,15.29076687,
0.552000001,12.70826704,0.552000001,12.70826704,0.552000001,13.41541037,0.552000001,13.70311781,0.552000001,15.29689869,
0.564000001,12.71308191,0.564000001,12.71308191,0.564000001,13.42116904,0.564000001,13.70899363,0.564000001,15.30289722,
0.576000001,12.71778941,0.576000001,12.71778941,0.576000001,13.42680276,0.576000001,13.71474219,0.576000001,15.30876604,
0.588000001,12.72239243,0.588000001,12.72239243,0.588000001,13.43231481,0.588000001,13.72036685,0.588000001,15.31450859,
