Dose,DOS C/mm2,DOSe/cm2,H2,CH4,H2O,CO,C2H6,CO2
0.57734,5.77E-04,3.48E+17,0.01593,0.000355,0.0019866,0.0018055,0.00024577,0.0017367
0.59035,5.90E-04,3.56E+17,0.015827,0.00036796,0.0019803,0.0017446,0.00023726,0.0016895
0.60208,6.02E-04,3.63E+17,0.015673,0.00035835,0.0019549,0.0017274,0.00024745,0.0016252
0.61493,6.15E-04,3.70E+17,0.015527,0.00036239,0.0019439,0.0017198,0.0002302,0.0016177
0.62817,6.28E-04,3.78E+17,0.015311,0.00035362,0.0019412,0.0016521,0.00023611,0.0016281
0.6402,6.40E-04,3.86E+17,0.015134,0.00034793,0.0019372,0.001634,0.00024647,0.001581
0.65215,6.52E-04,3.93E+17,0.015059,0.00034241,0.0017595,0.0017664,0.00024003,0.0015488
0.66431,6.64E-04,4.00E+17,0.014837,0.00034458,0.0018837,0.0016196,0.00023045,0.0015682
0.67675,6.77E-04,4.08E+17,0.014689,0.00034168,0.0018765,0.0015882,0.00023549,0.001549
0.68869,6.89E-04,4.15E+17,0.014715,0.00033496,0.0017234,0.0016914,0.00023836,0.0014833
0.7007,7.01E-04,4.22E+17,0.014532,0.00032651,0.001738,0.0016653,0.0002309,0.0014573
0.71279,7.13E-04,4.29E+17,0.014367,0.0003269,0.0018699,0.0015222,0.0002318,0.001495
0.72471,7.25E-04,4.37E+17,0.014291,0.00032285,0.0016879,0.0016551,0.00022509,0.0014376
0.73671,7.37E-04,4.44E+17,0.014175,0.00031553,0.0016807,0.0016229,0.00022686,0.0014425
0.74879,7.49E-04,4.51E+17,0.014002,0.00031624,0.0018045,0.0015038,0.00022766,0.0014515
0.7607,7.61E-04,4.58E+17,0.013897,0.00030937,0.0016768,0.0015952,0.00022726,0.001407
0.77269,7.73E-04,4.65E+17,0.013766,0.00031344,0.0016671,0.0015813,0.00022713,0.00139
0.78468,7.85E-04,4.73E+17,0.013711,0.00030583,0.001646,0.0015851,0.00021981,0.001366
0.79666,7.97E-04,4.80E+17,0.013629,0.00030654,0.0016313,0.0015731,0.00021393,0.0013584
0.80864,8.09E-04,4.87E+17,0.013474,0.00030241,0.0016307,0.001549,0.00020922,0.0013464
0.82061,8.21E-04,4.94E+17,0.013672,0.00029258,0.0015955,0.0015384,0.00021895,0.0013472
0.83258,8.33E-04,5.02E+17,0.013314,0.00030036,0.001608,0.0015057,0.00021647,0.0013186
0.84455,8.45E-04,5.09E+17,0.0135,0.00029212,0.0015931,0.0015177,0.00020192,0.0013039
0.85651,8.57E-04,5.16E+17,0.013106,0.00029341,0.0015865,0.0014941,0.00020921,0.0012971
0.86847,8.68E-04,5.23E+17,0.013274,0.00028869,0.0015726,0.0014856,0.000207,0.0012887
0.88043,8.80E-04,5.30E+17,0.01324,0.00028501,0.0015558,0.0014547,0.00021047,0.0012816
0.89238,8.92E-04,5.38E+17,0.013208,0.00028171,0.001557,0.0014408,0.00021177,0.0012542
0.90433,9.04E-04,5.45E+17,0.013033,0.0002785,0.0015504,0.0014389,0.00020817,0.0012575
0.91628,9.16E-04,5.52E+17,0.013079,0.00027616,0.001542,0.0014382,0.00020082,0.0012394
0.92823,9.28E-04,5.59E+17,0.012927,0.00027981,0.0015168,0.0014174,0.00020422,0.0012376
0.94016,9.40E-04,5.66E+17,0.012763,0.00027754,0.0015105,0.0014183,0.00020889,0.0012229
0.9521,9.52E-04,5.74E+17,0.012722,0.00027524,0.0015175,0.0014108,0.00019589,0.001226
0.96404,9.64E-04,5.81E+17,0.012654,0.00027115,0.0015119,0.0014072,0.00019945,0.001204
0.97597,9.76E-04,5.88E+17,0.012618,0.0002709,0.0014801,0.0014121,0.00019175,0.001205
0.98789,9.88E-04,5.95E+17,0.012531,0.00026704,0.0014951,0.0013775,0.00019905,0.0011836
0.99982,1.00E-03,6.02E+17,0.012495,0.00026641,0.0014657,0.0013681,0.0001928,0.0011898
1.0117,1.01E-03,6.09E+17,0.012363,0.00026785,0.0014674,0.0013597,0.00019083,0.0011748
1.0234,1.02E-03,6.17E+17,0.012144,0.00026242,0.0015268,0.0013542,0.00018832,0.0011503
1.0349,1.03E-03,6.23E+17,0.012214,0.00025794,0.0014298,0.0013367,0.00018954,0.0011682
1.0468,1.05E-03,6.31E+17,0.0121,0.00026569,0.001408,0.0013198,0.00018643,0.0011504
1.0587,1.06E-03,6.38E+17,0.01209,0.00025967,0.0014002,0.0013173,0.00018884,0.001146
1.0706,1.07E-03,6.45E+17,0.01195,0.00025468,0.0014108,0.0013081,0.00018691,0.0011318
1.0825,1.08E-03,6.52E+17,0.01187,0.0002565,0.0014077,0.0013093,0.0001851,0.00114
1.0944,1.09E-03,6.59E+17,0.011834,0.00025394,0.0013616,0.0013106,0.00018658,0.0011067
1.106,1.11E-03,6.66E+17,0.0118,0.00025237,0.0014277,0.0012895,0.00017968,0.0011043
1.1175,1.12E-03,6.73E+17,0.011705,0.00024953,0.0013458,0.0012907,0.00018226,0.001104
1.1294,1.13E-03,6.80E+17,0.011613,0.0002478,0.0013442,0.0012702,0.00018333,0.0011032
1.1412,1.14E-03,6.87E+17,0.011537,0.00025041,0.0013123,0.0012732,0.00017874,0.0010894
1.1531,1.15E-03,6.95E+17,0.011516,0.00024836,0.0013156,0.0012607,0.00017739,0.0010851
1.165,1.17E-03,7.02E+17,0.011485,0.00024488,0.001307,0.0012495,0.00017715,0.0010771
1.1769,1.18E-03,7.09E+17,0.011409,0.0002428,0.0013153,0.0012311,0.00017577,0.0010692
1.1888,1.19E-03,7.16E+17,0.011343,0.00024604,0.0013108,0.0012342,0.00017488,0.0010598
1.2006,1.20E-03,7.23E+17,0.011299,0.00024216,0.0012737,0.0012229,0.00017755,0.0010536
1.2123,1.21E-03,7.30E+17,0.011133,0.00023816,0.0013571,0.0012161,0.00017817,0.0010572
1.2234,1.22E-03,7.37E+17,0.011101,0.00023952,0.0013277,0.0012362,0.00017718,0.0010415
1.2348,1.23E-03,7.44E+17,0.011086,0.00023947,0.0012664,0.0012096,0.00017519,0.001034
1.2464,1.25E-03,7.51E+17,0.010949,0.00023327,0.0013405,0.0012082,0.00017327,0.0010199
1.2578,1.26E-03,7.58E+17,0.011074,0.00023829,0.001244,0.001187,0.00017189,0.0010329
1.2697,1.27E-03,7.65E+17,0.010948,0.0002349,0.0012424,0.0011834,0.00017229,0.0010238
1.2813,1.28E-03,7.72E+17,0.010875,0.00022925,0.0013189,0.001181,0.0001722,0.001006
1.2924,1.29E-03,7.79E+17,0.01084,0.00023106,0.0013215,0.0011952,0.00017161,0.00099179
1.3036,1.30E-03,7.85E+17,0.010716,0.00022978,0.0013065,0.0011735,0.00016524,0.00099833
1.3152,1.32E-03,7.92E+17,0.010721,0.00023428,0.0012867,0.0011772,0.00016632,0.00098496
1.3266,1.33E-03,7.99E+17,0.010623,0.00023303,0.0012787,0.0011594,0.00016641,0.00098409
1.3377,1.34E-03,8.06E+17,0.010617,0.00022849,0.0012891,0.0011648,0.00017264,0.00095977
1.3488,1.35E-03,8.13E+17,0.010518,0.00022169,0.0012809,0.0011446,0.00016966,0.0009832
1.3604,1.36E-03,8.20E+17,0.010481,0.00022646,0.0012576,0.0011665,0.00016608,0.00097725
1.3718,1.37E-03,8.26E+17,0.010484,0.00022435,0.0012526,0.0011494,0.00016054,0.00096017
1.3829,1.38E-03,8.33E+17,0.010397,0.00022074,0.0012313,0.0011579,0.00016161,0.0009643
1.394,1.39E-03,8.40E+17,0.010351,0.00022648,0.0012592,0.0011476,0.0001609,0.00094973
1.4054,1.41E-03,8.47E+17,0.010363,0.00021266,0.0011387,0.0011126,0.00015925,0.00097173
1.4177,1.42E-03,8.54E+17,0.010296,0.0002233,0.0011194,0.0011216,0.00016286,0.00094989
1.4295,1.43E-03,8.61E+17,0.010231,0.00021487,0.0012163,0.0011327,0.0001615,0.00094026
1.4406,1.44E-03,8.68E+17,0.010099,0.00021599,0.0012089,0.0011153,0.00015403,0.00093838
1.452,1.45E-03,8.75E+17,0.010192,0.00021466,0.001109,0.0010977,0.00015874,0.00093497
1.464,1.46E-03,8.82E+17,0.010007,0.00021963,0.0011994,0.0010949,0.00015908,0.00092329
1.4756,1.48E-03,8.89E+17,0.01006,0.00021278,0.001104,0.0010823,0.00015856,0.00093934
1.4876,1.49E-03,8.96E+17,0.010018,0.00021644,0.001175,0.0011066,0.00016178,0.00091792
1.499,1.50E-03,9.03E+17,0.009922,0.00021073,0.0011561,0.0010847,0.00015571,0.00090988
1.5106,1.51E-03,9.10E+17,0.0098747,0.00021121,0.0011305,0.0010938,0.00015957,0.0008942
1.5219,1.52E-03,9.17E+17,0.0098311,0.00020931,0.0011278,0.0010669,0.00015697,0.00090958
1.5334,1.53E-03,9.24E+17,0.0097727,0.00020894,0.0011107,0.0010914,0.00015895,0.00088522
1.5489,1.55E-03,9.33E+17,0.0092507,0.00021495,0.00038979,0.001003,0.00020587,0.0010827
1.5582,1.56E-03,9.39E+17,0.0090926,0.00020118,0.00046789,0.0010177,0.00018483,0.0010472
1.5672,1.57E-03,9.44E+17,0.0089697,0.00019528,0.00053365,0.0010227,0.00017601,0.0010236
1.5762,1.58E-03,9.50E+17,0.0088891,0.00019585,0.00057473,0.00099817,0.00017016,0.00098739
1.5858,1.59E-03,9.55E+17,0.0088865,0.00019825,0.00059123,0.00098651,0.00016349,0.00098647
1.5949,1.59E-03,9.61E+17,0.0088451,0.00019478,0.00060585,0.0010092,0.00016453,0.00095166
1.6039,1.60E-03,9.66E+17,0.0087739,0.00019599,0.0006384,0.00099368,0.00016398,0.00094611
1.6129,1.61E-03,9.72E+17,0.0087196,0.00018917,0.00067219,0.00099875,0.00015502,0.00092833
1.6224,1.62E-03,9.77E+17,0.0087134,0.00019371,0.00069121,0.00098255,0.00016225,0.00090528
1.6316,1.63E-03,9.83E+17,0.0086651,0.0001911,0.00064512,0.00097682,0.00015375,0.00091714
1.6406,1.64E-03,9.88E+17,0.0086257,0.00019076,0.00070161,0.00098933,0.00015736,0.00089665
1.6496,1.65E-03,9.94E+17,0.0086401,0.00019218,0.00069568,0.00097509,0.00015503,0.00090022
1.6586,1.66E-03,9.99E+17,0.0086228,0.00019235,0.00071907,0.00097282,0.00014226,0.00089911
1.6676,1.67E-03,1.00E+18,0.0085277,0.00019325,0.00072122,0.00095469,0.0001449,0.00089004
1.6765,1.68E-03,1.01E+18,0.0085289,0.0001819,0.00072253,0.00097924,0.00015607,0.00089512
1.6855,1.69E-03,1.02E+18,0.0084628,0.0001891,0.00077611,0.00094989,0.00015448,0.00088167
1.6945,1.69E-03,1.02E+18,0.0085053,0.0001833,0.00076838,0.00093497,0.00014951,0.00088802
1.704,1.70E-03,1.03E+18,0.008439,0.00018426,0.00079354,0.00093022,0.00014903,0.00086097
1.7136,1.71E-03,1.03E+18,0.0084961,0.00018644,0.00076159,0.00093476,0.00014851,0.00086176
1.7233,1.72E-03,1.04E+18,0.0084571,0.00017724,0.00081162,0.00091111,0.00015187,0.00085742
1.733,1.73E-03,1.04E+18,0.0084541,0.00018961,0.00079701,0.00095645,0.0001362,0.00085315
1.7422,1.74E-03,1.05E+18,0.0083348,0.00018352,0.00083153,0.0009363,0.00015172,0.00084396
1.7512,1.75E-03,1.05E+18,0.0082915,0.00017648,0.0008334,0.00093414,0.00014594,0.0008293
1.7606,1.76E-03,1.06E+18,0.0083035,0.00018833,0.00081844,0.00094613,0.00013939,0.00083955
1.7698,1.77E-03,1.07E+18,0.0083204,0.0001783,0.00080569,0.00091002,0.00015021,0.00084577
1.7792,1.78E-03,1.07E+18,0.008285,0.00018096,0.00083854,0.00092824,0.00013637,0.00083296
1.7889,1.79E-03,1.08E+18,0.0082481,0.00017466,0.00085252,0.00089453,0.00014641,0.0008262
1.7986,1.80E-03,1.08E+18,0.0082461,0.00018414,0.00083713,0.00092071,0.00014526,0.00082694
1.8077,1.81E-03,1.09E+18,0.0082742,0.00017677,0.00083897,0.00093387,0.0001354,0.000821
1.8172,1.82E-03,1.09E+18,0.0081825,0.00017613,0.00086087,0.00092758,0.00013914,0.00081633
1.8268,1.83E-03,1.10E+18,0.0082289,0.00018247,0.00082754,0.00091467,0.00014602,0.00080354
1.836,1.84E-03,1.11E+18,0.008152,0.00017888,0.00085538,0.00089672,0.00014039,0.00082079
1.845,1.85E-03,1.11E+18,0.0081433,0.00018039,0.0008469,0.00090567,0.00013543,0.00079923
1.8539,1.85E-03,1.12E+18,0.0080708,0.00017169,0.0008614,0.00091281,0.00013366,0.00079465
1.8633,1.86E-03,1.12E+18,0.0080793,0.00017994,0.00086119,0.00087207,0.0001388,0.00078747
1.8725,1.87E-03,1.13E+18,0.0080492,0.00017411,0.00087051,0.00090282,0.00014113,0.00078569
1.8814,1.88E-03,1.13E+18,0.0081179,0.00017567,0.0008936,0.00088601,0.00014162,0.00078645
1.8904,1.89E-03,1.14E+18,0.008054,0.00017234,0.00085568,0.00085685,0.00013665,0.00077886
1.8998,1.90E-03,1.14E+18,0.0079879,0.00017008,0.00090906,0.00088635,0.00013642,0.00079571
1.9094,1.91E-03,1.15E+18,0.0079538,0.00018183,0.00087551,0.00088797,0.0001406,0.00077688
1.9186,1.92E-03,1.16E+18,0.0079877,0.00017242,0.00084656,0.00090168,0.00013335,0.0007843
1.928,1.93E-03,1.16E+18,0.0079658,0.00017178,0.00084891,0.00088189,0.0001396,0.0007571
1.9372,1.94E-03,1.17E+18,0.0078879,0.00017263,0.00088483,0.00086755,0.00013786,0.00077922
1.9461,1.95E-03,1.17E+18,0.0079176,0.00017503,0.00088412,0.00087752,0.00013441,0.00077017
1.955,1.96E-03,1.18E+18,0.0078565,0.00017359,0.00090708,0.00087581,0.00012914,0.0007881
1.9644,1.96E-03,1.18E+18,0.0078401,0.00017192,0.0008803,0.00085506,0.00013591,0.00077713
1.974,1.97E-03,1.19E+18,0.0078808,0.00017271,0.0008609,0.00087213,0.00013185,0.00075736
1.9832,1.98E-03,1.19E+18,0.0078129,0.00016748,0.00087542,0.00085514,0.00013634,0.00076319
1.9926,1.99E-03,1.20E+18,0.0077804,0.00016891,0.00087626,0.00085265,0.00013805,0.00074962
2.0017,2.00E-03,1.21E+18,0.0077615,0.00016204,0.00088108,0.00084867,0.00013889,0.00077123
2.0111,2.01E-03,1.21E+18,0.0077179,0.00016846,0.00087413,0.00084128,0.00014065,0.00076958
2.0208,2.02E-03,1.22E+18,0.0077363,0.00016925,0.0008644,0.00084053,0.00013482,0.00075126
2.0299,2.03E-03,1.22E+18,0.0076853,0.00016784,0.00090224,0.00084039,0.00012866,0.0007543
2.0393,2.04E-03,1.23E+18,0.007734,0.00016888,0.00085261,0.00086521,0.00012533,0.00072957
2.0484,2.05E-03,1.23E+18,0.0076796,0.00016189,0.00085013,0.000839,0.00012884,0.00075763
2.0578,2.06E-03,1.24E+18,0.0076678,0.00016649,0.00087058,0.0008306,0.00012196,0.00073043
2.0674,2.07E-03,1.25E+18,0.0076294,0.00016351,0.00085783,0.00085222,0.0001341,0.00072845
2.0771,2.08E-03,1.25E+18,0.0075983,0.00016361,0.00083702,0.00082796,0.0001345,0.00074257
2.0867,2.09E-03,1.26E+18,0.0076027,0.00016562,0.00083636,0.00081264,0.00013993,0.00073831
2.0958,2.10E-03,1.26E+18,0.0076295,0.00016269,0.00084622,0.00082032,0.00013429,0.00073496
2.1052,2.11E-03,1.27E+18,0.0076193,0.00016155,0.0008346,0.00083471,0.00012602,0.00071834
2.1148,2.11E-03,1.27E+18,0.0074928,0.00015864,0.00083693,0.0008044,0.00012965,0.00073952
2.1239,2.12E-03,1.28E+18,0.0075679,0.00016674,0.00081325,0.00082098,0.00012659,0.00072608
2.1333,2.13E-03,1.29E+18,0.0074309,0.00016527,0.00082397,0.00079204,0.00013526,0.00072629
2.143,2.14E-03,1.29E+18,0.007432,0.00016019,0.00081338,0.00083132,0.00012053,0.00072259
2.1525,2.15E-03,1.30E+18,0.0074262,0.0001563,0.00085688,0.00080791,0.00012233,0.00071064
2.1621,2.16E-03,1.30E+18,0.0074644,0.00015202,0.0008129,0.00080129,0.00012696,0.00071637
2.1717,2.17E-03,1.31E+18,0.0074523,0.00016035,0.00078333,0.00081326,0.00012802,0.00070173
2.1808,2.18E-03,1.31E+18,0.0074044,0.0001538,0.00081526,0.00082139,0.00011833,0.00070485
2.1902,2.19E-03,1.32E+18,0.0073426,0.00016204,0.00083351,0.00081546,0.00012081,0.00071034
2.1998,2.20E-03,1.33E+18,0.0073607,0.00015817,0.00079215,0.00080916,0.00012348,0.00070306
2.2094,2.21E-03,1.33E+18,0.0072937,0.00015274,0.00081357,0.00079716,0.00012193,0.00070672
2.2189,2.22E-03,1.34E+18,0.0073474,0.00015487,0.0007878,0.00079378,0.00012185,0.0006926
2.2289,2.23E-03,1.34E+18,0.0073087,0.00015439,0.00083778,0.00076318,0.00012284,0.00068647
2.2394,2.24E-03,1.35E+18,0.007297,0.0001535,0.00078294,0.00080435,0.00012319,0.00068914
2.2495,2.25E-03,1.36E+18,0.0072087,0.00015168,0.00081671,0.00078435,0.00012559,0.00067823
2.2603,2.26E-03,1.36E+18,0.0072363,0.00015373,0.0007826,0.0007898,0.00012166,0.00069275
2.2704,2.27E-03,1.37E+18,0.0072337,0.00015797,0.00079701,0.00079041,0.00011742,0.00068819
2.28,2.28E-03,1.37E+18,0.0072123,0.00015865,0.00078364,0.00077791,0.00011147,0.0006873
2.2905,2.29E-03,1.38E+18,0.0071663,0.00015089,0.00075644,0.00078057,0.00011779,0.00069368
2.3009,2.30E-03,1.39E+18,0.0070956,0.00015215,0.00077292,0.0007712,0.0001227,0.00069096
2.3112,2.31E-03,1.39E+18,0.007167,0.0001535,0.00077152,0.0007937,0.00011469,0.00066451
2.322,2.32E-03,1.40E+18,0.0070831,0.00015889,0.00074748,0.00080563,0.00011608,0.00067597
2.3325,2.33E-03,1.41E+18,0.0070456,0.00014917,0.00076961,0.00074445,0.00012277,0.00067147
2.3428,2.34E-03,1.41E+18,0.0070715,0.00015084,0.00075895,0.00077204,0.00012231,0.00065012
2.3535,2.35E-03,1.42E+18,0.0070407,0.00014694,0.00072274,0.0007435,0.00011911,0.00067339
2.3645,2.36E-03,1.42E+18,0.0069982,0.00014866,0.0007457,0.00074603,0.00011668,0.00067022
2.3755,2.38E-03,1.43E+18,0.0069807,0.00015115,0.00072117,0.0007538,0.000109,0.00066453
2.3864,2.39E-03,1.44E+18,0.0069228,0.00014806,0.00074165,0.00073749,0.00011095,0.00067319
2.397,2.40E-03,1.44E+18,0.0069912,0.0001551,0.00070896,0.00075483,0.00011668,0.00064134
2.4067,2.41E-03,1.45E+18,0.0069273,0.00014723,0.00070817,0.00073585,0.00011843,0.00065389
2.4172,2.42E-03,1.46E+18,0.0069044,0.00014026,0.00070261,0.00073849,0.00012044,0.00065671
2.4277,2.43E-03,1.46E+18,0.0068198,0.00014908,0.00069695,0.00075446,0.00011122,0.00064856
2.4379,2.44E-03,1.47E+18,0.0068433,0.00014298,0.00071247,0.00076224,0.00010637,0.00063342
2.4494,2.45E-03,1.48E+18,0.0068037,0.00014045,0.00070048,0.00075172,0.00011788,0.00062288
2.4592,2.46E-03,1.48E+18,0.0068286,0.00013765,0.00068765,0.00073928,0.00010806,0.00063291
2.4692,2.47E-03,1.49E+18,0.0067561,0.00014946,0.00070798,0.00073821,0.00011339,0.00066302
2.4796,2.48E-03,1.49E+18,0.0068067,0.00015088,0.00068078,0.0007429,0.00010937,0.00062622
2.4893,2.49E-03,1.50E+18,0.0067364,0.00014474,0.00065041,0.00072953,0.00011264,0.00065121
2.4984,2.50E-03,1.51E+18,0.0067408,0.00014235,0.00068119,0.0007326,0.00011793,0.00063081
2.5101,2.51E-03,1.51E+18,0.0082108,0.00018535,0.00048562,0.00094795,0.00019847,0.0010032
2.5196,2.52E-03,1.52E+18,0.0079877,0.00018389,0.00059794,0.00096757,0.00015645,0.00095111
2.5293,2.53E-03,1.52E+18,0.0079147,0.00017726,0.00063466,0.00096993,0.00015221,0.00088307
2.5389,2.54E-03,1.53E+18,0.0078257,0.00017621,0.00068141,0.00095067,0.00014391,0.00088405
2.5491,2.55E-03,1.54E+18,0.0077887,0.00016157,0.00069519,0.00092298,0.0001608,0.00086944
2.5588,2.56E-03,1.54E+18,0.0077929,0.0001654,0.00074758,0.00095047,0.00013921,0.00085269
2.5697,2.57E-03,1.55E+18,0.007783,0.00016496,0.00073832,0.00096545,0.00013863,0.00083335
2.58,2.58E-03,1.55E+18,0.0077131,0.00017091,0.00079928,0.00096302,0.00013004,0.00080691
2.5909,2.59E-03,1.56E+18,0.0076486,0.00016788,0.00080815,0.00095033,0.00014021,0.00081056
2.6018,2.60E-03,1.57E+18,0.0076442,0.00016754,0.00082934,0.00096969,0.00012409,0.00079025
2.6127,2.61E-03,1.57E+18,0.0076351,0.000166,0.00083077,0.00092469,0.00012935,0.00081251
2.623,2.62E-03,1.58E+18,0.0076062,0.00016173,0.00084663,0.00092844,0.00012767,0.00078708
2.6338,2.63E-03,1.59E+18,0.0075703,0.00016115,0.00085959,0.00093838,0.00012759,0.00078956
2.6441,2.64E-03,1.59E+18,0.0075385,0.00016378,0.00089325,0.00091449,0.00013829,0.00077635
2.6531,2.65E-03,1.60E+18,0.0075249,0.00015228,0.00088648,0.0009121,0.00013401,0.0007725
2.6633,2.66E-03,1.60E+18,0.0076008,0.00016162,0.00087438,0.00090836,0.00013455,0.00077492
2.6735,2.67E-03,1.61E+18,0.0075036,0.00016333,0.00093537,0.00092013,0.00012628,0.00076761
2.6837,2.68E-03,1.62E+18,0.0075307,0.00015698,0.00089679,0.0009179,0.00012896,0.00076802
2.6939,2.69E-03,1.62E+18,0.0075252,0.00016408,0.00090723,0.00091391,0.00012875,0.00077213
2.7041,2.70E-03,1.63E+18,0.0074711,0.00015649,0.00094002,0.00090818,0.00012067,0.00076403
2.7143,2.71E-03,1.64E+18,0.0074836,0.00016313,0.00088843,0.00093737,0.00011748,0.00076439
2.7245,2.72E-03,1.64E+18,0.0074927,0.00015755,0.00090382,0.00091519,0.0001312,0.00076199
2.7347,2.73E-03,1.65E+18,0.0074294,0.00015379,0.00093091,0.00090659,0.0001216,0.00076563
2.7449,2.74E-03,1.65E+18,0.0074356,0.00016058,0.00093937,0.00092101,0.00013041,0.00072814
2.7543,2.75E-03,1.66E+18,0.0074755,0.00015469,0.00091169,0.000893,0.00013247,0.00073714
2.7646,2.76E-03,1.67E+18,0.0074185,0.00016003,0.00094188,0.00089851,0.00013553,0.00073647
2.7744,2.77E-03,1.67E+18,0.0074159,0.00016017,0.00092664,0.00088776,0.00013243,0.00076616
2.7837,2.78E-03,1.68E+18,0.0073913,0.00015355,0.00097103,0.00090026,0.00013093,0.00074227
2.7931,2.79E-03,1.68E+18,0.0073565,0.00016012,0.00098068,0.00088208,0.00013269,0.0007375
2.8028,2.80E-03,1.69E+18,0.00741,0.00015392,0.00094653,0.00085604,0.00013388,0.00075499
2.8121,2.81E-03,1.69E+18,0.0073778,0.00015358,0.00096107,0.00087457,0.00013421,0.00073138
2.8226,2.82E-03,1.70E+18,0.0073294,0.00014839,0.0009406,0.00090639,0.00011721,0.00072209
2.8335,2.83E-03,1.71E+18,0.0073876,0.00015528,0.00099043,0.00088298,0.00011428,0.00071493
2.8432,2.84E-03,1.71E+18,0.0073439,0.00015461,0.00095996,0.00086884,0.00013212,0.00072509
2.8529,2.85E-03,1.72E+18,0.0073575,0.00015273,0.00095569,0.00088388,0.00013085,0.00069423
2.8626,2.86E-03,1.72E+18,0.0072905,0.0001495,0.00096847,0.00087873,0.00012835,0.00070198
2.8723,2.87E-03,1.73E+18,0.0072636,0.00015202,0.00097547,0.00084692,0.00013058,0.00073678
2.8816,2.88E-03,1.74E+18,0.0073442,0.00015003,0.00097252,0.00087163,0.00013329,0.00067602
2.8905,2.89E-03,1.74E+18,0.0073149,0.00015005,0.00098254,0.00086386,0.00012436,0.00071008
2.9007,2.90E-03,1.75E+18,0.0073071,0.00015327,0.00097158,0.00089757,0.00011645,0.00068851
2.9109,2.91E-03,1.75E+18,0.0072893,0.00015085,0.00093547,0.00089038,0.00011203,0.00070127
2.9198,2.92E-03,1.76E+18,0.0071964,0.00016119,0.00096692,0.00086822,0.0001283,0.00069886
2.9292,2.93E-03,1.76E+18,0.0071937,0.00014555,0.0009517,0.00088005,0.00012848,0.00069847
2.9389,2.94E-03,1.77E+18,0.0072617,0.00015771,0.00094279,0.0008608,0.00011804,0.00066405
2.9482,2.95E-03,1.78E+18,0.0071793,0.00014834,0.00094415,0.00085953,0.00012679,0.00069296
2.9571,2.96E-03,1.78E+18,0.0072334,0.00014216,0.00099685,0.00084167,0.00012631,0.00069302
2.9673,2.97E-03,1.79E+18,0.0071831,0.00014412,0.00096421,0.00086367,0.00010826,0.00068199
2.9762,2.98E-03,1.79E+18,0.0071802,0.00015057,0.00096092,0.00086234,0.00012346,0.00066877
2.9852,2.99E-03,1.80E+18,0.0071268,0.00015113,0.00097227,0.00087048,0.00011902,0.00066721
2.9942,2.99E-03,1.80E+18,0.0071294,0.00015185,0.00097737,0.00087285,0.00012009,0.00067886
3.0031,3.00E-03,1.81E+18,0.0071133,0.00015271,0.00097078,0.00084253,0.00011863,0.00067806
3.0121,3.01E-03,1.81E+18,0.0070948,0.00014874,0.00097157,0.00084156,0.0001307,0.00067915
3.0222,3.02E-03,1.82E+18,0.0071446,0.00015204,0.00095794,0.00085505,0.00011069,0.00067882
3.0324,3.03E-03,1.83E+18,0.0071232,0.0001496,0.00095739,0.00086319,0.00010791,0.00065907
3.0425,3.04E-03,1.83E+18,0.0070943,0.00015415,0.00097019,0.00084718,0.00011324,0.00068517
3.0514,3.05E-03,1.84E+18,0.0070814,0.00014547,0.00098611,0.00085713,0.00011869,0.00066247
3.0616,3.06E-03,1.84E+18,0.0071102,0.00014412,0.0009667,0.00083773,0.00011797,0.00068551
3.0717,3.07E-03,1.85E+18,0.0071029,0.00015071,0.00097679,0.00085139,0.00010389,0.00065307
3.0807,3.08E-03,1.86E+18,0.0070025,0.0001422,0.00099589,0.00083354,0.00012397,0.00066543
3.0908,3.09E-03,1.86E+18,0.0070191,0.00014728,0.00094617,0.00084268,0.00012239,0.00066888
3.0997,3.10E-03,1.87E+18,0.0070607,0.00013908,0.00096503,0.00083035,0.00012325,0.00065375
3.1087,3.11E-03,1.87E+18,0.0070328,0.00013897,0.00098933,0.00082883,0.00011853,0.00066386
3.1176,3.12E-03,1.88E+18,0.0069697,0.00014928,0.0009833,0.00082821,0.0001286,0.00065503
3.1266,3.13E-03,1.88E+18,0.006977,0.00013861,0.00095637,0.000808,0.00012283,0.00066048
3.1367,3.14E-03,1.89E+18,0.0069618,0.00014386,0.0009804,0.00082152,0.00011345,0.00065769
3.1456,3.15E-03,1.89E+18,0.0069662,0.00014786,0.00095105,0.00081251,0.00012008,0.00065344
3.1546,3.15E-03,1.90E+18,0.006923,0.00014224,0.0009467,0.00082279,0.00012246,0.00064613
3.1635,3.16E-03,1.91E+18,0.0069341,0.00014404,0.00093266,0.00080772,0.0001252,0.00064767
3.1725,3.17E-03,1.91E+18,0.0069385,0.00014622,0.00094268,0.00079966,0.00012685,0.0006435
3.1814,3.18E-03,1.92E+18,0.0069229,0.00013779,0.00096551,0.00078675,0.0001207,0.00064748
3.1903,3.19E-03,1.92E+18,0.0068559,0.00014576,0.00095599,0.00082896,0.00012004,0.00062942
3.1993,3.20E-03,1.93E+18,0.0068752,0.00013821,0.00097205,0.00081128,0.00011992,0.00065523
3.2082,3.21E-03,1.93E+18,0.0068715,0.00014282,0.00095944,0.00081132,0.00012209,0.00063716
3.2171,3.22E-03,1.94E+18,0.0068038,0.00014129,0.00096167,0.00082676,0.00011713,0.0006371
