Dose,DOS C/mm2,DOSe/cm2,H2,CH4,H2O,CO,C2H6,CO2
17.9276,1.79E-02,1.08E+19,0.0032147,6.16E-05,0.00023256,0.00033478,4.93E-05,0.00039113
17.9337,1.79E-02,1.08E+19,0.0032073,6.32E-05,0.00022663,0.00033847,4.83E-05,0.00040276
17.9396,1.79E-02,1.08E+19,0.0031952,5.93E-05,0.00025678,0.00034561,4.88E-05,0.00039828
17.9456,1.79E-02,1.08E+19,0.0032188,6.13E-05,0.00024781,0.00034168,5.04E-05,0.00040856
17.9519,1.80E-02,1.08E+19,0.0032025,6.30E-05,0.00027413,0.00033852,4.57E-05,0.00040049
17.9581,1.80E-02,1.08E+19,0.0032207,6.47E-05,0.00022879,0.00033419,4.84E-05,0.00038482
17.964,1.80E-02,1.08E+19,0.0032004,6.30E-05,0.00024528,0.00034897,4.53E-05,0.00039099
17.9699,1.80E-02,1.08E+19,0.0032266,6.08E-05,0.00024321,0.00034258,5.38E-05,0.00040913
17.9767,1.80E-02,1.08E+19,0.003212,6.06E-05,0.00024236,0.00034634,4.98E-05,0.00038328
17.9834,1.80E-02,1.08E+19,0.0032098,6.33E-05,0.00025203,0.00033794,5.02E-05,0.0003848
17.9901,1.80E-02,1.08E+19,0.0032353,6.32E-05,0.00025713,0.00032906,5.02E-05,0.00040377
17.9961,1.80E-02,1.08E+19,0.0032363,6.21E-05,0.00027429,0.00035881,4.59E-05,0.00039908
18.0025,1.80E-02,1.08E+19,0.0032017,6.25E-05,0.00027037,0.00034782,4.62E-05,0.00039281
18.009,1.80E-02,1.08E+19,0.0032086,6.15E-05,0.00025394,0.00034713,4.97E-05,0.00039284
18.0152,1.80E-02,1.09E+19,0.0032115,6.25E-05,0.0002598,0.00035136,4.96E-05,0.00039347
18.0211,1.80E-02,1.09E+19,0.0032194,6.34E-05,0.00025242,0.00034786,4.82E-05,0.0003926
18.0274,1.80E-02,1.09E+19,0.0031955,6.21E-05,0.00027044,0.00035589,4.63E-05,0.00038972
18.0336,1.80E-02,1.09E+19,0.003214,6.38E-05,0.00026779,0.00035084,4.24E-05,0.00038838
18.0395,1.80E-02,1.09E+19,0.0032276,5.97E-05,0.00022401,0.00033539,4.79E-05,0.00040856
18.0458,1.80E-02,1.09E+19,0.0032099,6.18E-05,0.0002682,0.00035123,4.69E-05,0.00038957
18.0523,1.81E-02,1.09E+19,0.0032129,6.50E-05,0.00025018,0.00035549,4.78E-05,0.00038615
18.0585,1.81E-02,1.09E+19,0.003207,6.19E-05,0.00026295,0.00034897,4.49E-05,0.00039496
18.0648,1.81E-02,1.09E+19,0.0032005,6.27E-05,0.00026841,0.00034035,4.89E-05,0.0003908
18.0714,1.81E-02,1.09E+19,0.0032303,6.16E-05,0.00025108,0.00033896,4.84E-05,0.00038658
18.0779,1.81E-02,1.09E+19,0.0032119,6.42E-05,0.00025858,0.00035133,4.51E-05,0.00039085
18.0845,1.81E-02,1.09E+19,0.0031928,6.23E-05,0.00025162,0.00035008,4.84E-05,0.00038022
18.0907,1.81E-02,1.09E+19,0.0032072,6.33E-05,0.00025924,0.00034737,4.83E-05,0.00037745
18.0966,1.81E-02,1.09E+19,0.0031915,6.05E-05,0.00024694,0.00034789,5.04E-05,0.0003942
18.1034,1.81E-02,1.09E+19,0.0032025,6.35E-05,0.00026005,0.00035041,4.80E-05,0.00039188
18.1103,1.81E-02,1.09E+19,0.0030261,5.39E-05,0.00010004,0.00026966,4.97E-05,0.00032891
18.1166,1.81E-02,1.09E+19,0.0030701,5.61E-05,0.00012112,0.00029781,4.64E-05,0.00036042
18.1234,1.81E-02,1.09E+19,0.0030988,5.83E-05,0.00015374,0.00031412,4.41E-05,0.00036054
18.13,1.81E-02,1.09E+19,0.003116,5.95E-05,0.00013676,0.00031455,4.38E-05,0.00037118
18.1365,1.81E-02,1.09E+19,0.0031212,5.57E-05,0.00017784,0.00030664,4.94E-05,0.00037189
18.1431,1.81E-02,1.09E+19,0.0031305,5.56E-05,0.00018894,0.00030987,4.66E-05,0.0003812
18.1497,1.81E-02,1.09E+19,0.0030965,5.85E-05,0.00020334,0.00032589,4.53E-05,0.00037514
18.1562,1.82E-02,1.09E+19,0.0031119,5.94E-05,0.0002165,0.00031788,4.93E-05,0.000367
18.1628,1.82E-02,1.09E+19,0.0030935,5.72E-05,0.00020404,0.00033197,4.63E-05,0.00039273
18.1694,1.82E-02,1.09E+19,0.0031216,5.94E-05,0.00020375,0.00033574,4.67E-05,0.00038204
18.1759,1.82E-02,1.09E+19,0.003151,6.03E-05,0.00020684,0.00032287,4.95E-05,0.00038471
18.1825,1.82E-02,1.10E+19,0.0031055,5.58E-05,0.00022893,0.00034037,4.60E-05,0.00035727
18.1891,1.82E-02,1.10E+19,0.0031126,5.99E-05,0.00023669,0.00033717,4.38E-05,0.00037252
18.1956,1.82E-02,1.10E+19,0.0031162,6.07E-05,0.00022008,0.0003312,4.71E-05,0.00038854
18.2022,1.82E-02,1.10E+19,0.0031278,6.32E-05,0.00023218,0.00033427,4.57E-05,0.0003813
18.2088,1.82E-02,1.10E+19,0.0031343,5.60E-05,0.00022541,0.00032402,4.75E-05,0.00038756
18.2153,1.82E-02,1.10E+19,0.0031255,5.68E-05,0.00021692,0.00032414,4.71E-05,0.0003877
18.2219,1.82E-02,1.10E+19,0.0031227,5.75E-05,0.00024799,0.00032942,4.49E-05,0.00038094
18.2285,1.82E-02,1.10E+19,0.0031282,6.15E-05,0.00022802,0.00033844,4.35E-05,0.00037821
18.235,1.82E-02,1.10E+19,0.0031323,6.16E-05,0.00023735,0.00032409,4.86E-05,0.00039069
18.2416,1.82E-02,1.10E+19,0.0031213,5.81E-05,0.00023146,0.00033609,4.42E-05,0.00037516
18.2482,1.82E-02,1.10E+19,0.0031339,5.75E-05,0.00023679,0.00032269,4.80E-05,0.00037893
18.2547,1.83E-02,1.10E+19,0.0031162,6.09E-05,0.00025592,0.00033491,4.86E-05,0.00037261
18.2613,1.83E-02,1.10E+19,0.0031305,6.01E-05,0.00022168,0.00034034,4.93E-05,0.00036697
18.2678,1.83E-02,1.10E+19,0.0031246,5.95E-05,0.00025979,0.00032727,5.11E-05,0.00036989
18.2744,1.83E-02,1.10E+19,0.0031351,6.03E-05,0.00024183,0.00033557,4.22E-05,0.00038211
18.281,1.83E-02,1.10E+19,0.0031536,6.08E-05,0.00024788,0.00033007,4.68E-05,0.00037395
18.287,1.83E-02,1.10E+19,0.0031394,6.03E-05,0.00025976,0.00033114,4.68E-05,0.00038218
18.293,1.83E-02,1.10E+19,0.0031357,5.84E-05,0.00024281,0.00034317,4.40E-05,0.00037012
18.2994,1.83E-02,1.10E+19,0.0031009,5.96E-05,0.0002614,0.00033233,4.84E-05,0.00038281
18.3054,1.83E-02,1.10E+19,0.0031368,5.99E-05,0.00025116,0.00033871,4.69E-05,0.00037904
18.3119,1.83E-02,1.10E+19,0.00313,5.87E-05,0.00025987,0.0003342,4.58E-05,0.00037298
18.3184,1.83E-02,1.10E+19,0.0031292,6.20E-05,0.00025624,0.00033676,4.38E-05,0.00038024
18.325,1.83E-02,1.10E+19,0.0031499,5.93E-05,0.00026084,0.00032299,4.72E-05,0.00038027
18.3315,1.83E-02,1.10E+19,0.003122,6.10E-05,0.00025958,0.00034403,4.29E-05,0.00038054
18.3376,1.83E-02,1.10E+19,0.0031505,5.85E-05,0.000261,0.00033562,4.68E-05,0.00037275
18.344,1.83E-02,1.11E+19,0.0030928,5.77E-05,0.00024464,0.00033244,5.01E-05,0.00038124
18.3506,1.84E-02,1.11E+19,0.0031414,6.01E-05,0.00024386,0.00033745,4.90E-05,0.00037203
18.3571,1.84E-02,1.11E+19,0.003098,6.02E-05,0.00026233,0.00033561,4.85E-05,0.00037748
18.3637,1.84E-02,1.11E+19,0.0030947,5.83E-05,0.0002549,0.00033086,4.73E-05,0.00037154
18.3705,1.84E-02,1.11E+19,0.0029702,5.36E-05,9.64E-05,0.00026929,4.74E-05,0.00033464
18.3773,1.84E-02,1.11E+19,0.0029722,5.18E-05,0.00013409,0.00028252,4.90E-05,0.00034067
18.3843,1.84E-02,1.11E+19,0.003006,5.58E-05,0.00016633,0.00029589,4.65E-05,0.00034316
18.3905,1.84E-02,1.11E+19,0.0030023,6.05E-05,0.00017411,0.00030666,4.65E-05,0.00035671
18.3966,1.84E-02,1.11E+19,0.0030032,5.70E-05,0.00016356,0.0003067,5.06E-05,0.0003702
18.4026,1.84E-02,1.11E+19,0.0030241,5.79E-05,0.00017776,0.00029545,4.68E-05,0.00037686
18.4092,1.84E-02,1.11E+19,0.0030335,5.84E-05,0.00017854,0.00031599,4.33E-05,0.0003729
18.4158,1.84E-02,1.11E+19,0.0030561,5.64E-05,0.00019178,0.00031467,4.65E-05,0.00036933
18.422,1.84E-02,1.11E+19,0.0030525,5.40E-05,0.00019179,0.00031965,4.51E-05,0.00035443
18.4286,1.84E-02,1.11E+19,0.0030232,5.86E-05,0.0001895,0.00031813,4.45E-05,0.00037374
18.4347,1.84E-02,1.11E+19,0.0030229,5.75E-05,0.00021435,0.0003049,4.58E-05,0.00036878
18.4408,1.84E-02,1.11E+19,0.0030589,5.85E-05,0.00020346,0.00031826,4.41E-05,0.00036507
18.4473,1.84E-02,1.11E+19,0.0030329,5.78E-05,0.00022283,0.00032113,4.66E-05,0.00036373
18.454,1.85E-02,1.11E+19,0.0030244,5.73E-05,0.000208,0.00031839,4.36E-05,0.00037322
18.4602,1.85E-02,1.11E+19,0.0030598,6.00E-05,0.00020087,0.00032044,4.35E-05,0.00037095
18.4662,1.85E-02,1.11E+19,0.0030409,5.50E-05,0.0002237,0.0003129,4.43E-05,0.00035846
18.4723,1.85E-02,1.11E+19,0.0030104,5.94E-05,0.00022773,0.00032645,4.29E-05,0.00038502
18.4783,1.85E-02,1.11E+19,0.0030593,6.13E-05,0.0002311,0.00031715,4.45E-05,0.00037455
18.4848,1.85E-02,1.11E+19,0.0030522,5.85E-05,0.00022724,0.00031876,4.29E-05,0.00036526
18.4915,1.85E-02,1.11E+19,0.0030558,5.87E-05,0.00021812,0.00032155,4.34E-05,0.0003694
18.4982,1.85E-02,1.11E+19,0.00305,6.01E-05,0.00022205,0.00030931,4.81E-05,0.00036877
18.5048,1.85E-02,1.11E+19,0.0030399,5.43E-05,0.00021993,0.00032424,4.72E-05,0.00038735
18.5115,1.85E-02,1.12E+19,0.0030333,5.39E-05,0.00022588,0.00031713,4.48E-05,0.00037171
18.5182,1.85E-02,1.12E+19,0.0030202,5.73E-05,0.00027465,0.00032592,4.52E-05,0.0003598
18.5244,1.85E-02,1.12E+19,0.003049,5.78E-05,0.0002457,0.0003171,4.66E-05,0.0003648
18.5309,1.85E-02,1.12E+19,0.0030422,5.69E-05,0.00023928,0.0003225,4.95E-05,0.00034639
18.5371,1.85E-02,1.12E+19,0.0030421,5.83E-05,0.00023507,0.00030674,4.78E-05,0.00037309
18.5436,1.85E-02,1.12E+19,0.0030324,5.73E-05,0.00024771,0.00033688,4.39E-05,0.0003569
18.5498,1.85E-02,1.12E+19,0.0030393,5.24E-05,0.00025512,0.00032127,4.39E-05,0.00037177
18.5563,1.86E-02,1.12E+19,0.0030357,5.86E-05,0.00025693,0.00032801,4.31E-05,0.00035519
18.5625,1.86E-02,1.12E+19,0.0030498,5.95E-05,0.00024604,0.00033468,4.52E-05,0.00036162
18.5685,1.86E-02,1.12E+19,0.0030379,6.03E-05,0.00024778,0.00032409,4.36E-05,0.00037395
18.5751,1.86E-02,1.12E+19,0.0030093,5.88E-05,0.00027111,0.00032246,4.75E-05,0.00036202
18.5823,1.86E-02,1.12E+19,0.0030255,5.90E-05,0.00025379,0.00032843,4.19E-05,0.00035765
18.5897,1.86E-02,1.12E+19,0.0030229,5.73E-05,0.00026073,0.00032671,4.59E-05,0.000364
18.5972,1.86E-02,1.12E+19,0.0030242,5.78E-05,0.00027673,0.0003211,4.70E-05,0.00036117
18.6047,1.86E-02,1.12E+19,0.0030385,5.90E-05,0.00024281,0.00032006,4.88E-05,0.00036526
18.6122,1.86E-02,1.12E+19,0.0030305,5.73E-05,0.00024941,0.00032099,4.41E-05,0.00035813
18.6192,1.86E-02,1.12E+19,0.0030479,5.64E-05,0.00025385,0.00031464,4.39E-05,0.000377
18.6266,1.86E-02,1.12E+19,0.0030242,5.92E-05,0.00023765,0.00033416,4.12E-05,0.00036119
18.6346,1.86E-02,1.12E+19,0.0029105,5.18E-05,0.00010346,0.00026163,4.77E-05,0.00031175
18.6421,1.86E-02,1.12E+19,0.0029335,5.74E-05,0.00013869,0.000282,4.67E-05,0.00034897
18.6493,1.86E-02,1.12E+19,0.0029172,5.72E-05,0.00016107,0.0002983,4.12E-05,0.00034134
18.6562,1.87E-02,1.12E+19,0.0029587,5.59E-05,0.00014034,0.0002991,4.28E-05,0.00036372
18.6636,1.87E-02,1.12E+19,0.0029606,5.43E-05,0.00016733,0.00029435,4.62E-05,0.00034826
18.6706,1.87E-02,1.12E+19,0.0029624,5.20E-05,0.00017778,0.00029222,4.30E-05,0.00035855
18.6775,1.87E-02,1.13E+19,0.0029734,5.30E-05,0.00018575,0.00030168,4.28E-05,0.00034458
18.6844,1.87E-02,1.13E+19,0.0029545,5.72E-05,0.00018082,0.00031107,4.16E-05,0.00034714
18.6913,1.87E-02,1.13E+19,0.0029579,5.68E-05,0.00020931,0.00030368,4.26E-05,0.00035149
18.6986,1.87E-02,1.13E+19,0.0029639,5.91E-05,0.00019242,0.00030833,4.37E-05,0.00035085
18.7056,1.87E-02,1.13E+19,0.0029629,5.69E-05,0.00020432,0.0003129,4.37E-05,0.00036116
18.7125,1.87E-02,1.13E+19,0.0029849,5.38E-05,0.00021422,0.00030333,4.28E-05,0.00034433
18.7194,1.87E-02,1.13E+19,0.0029683,5.69E-05,0.0002313,0.0003026,4.35E-05,0.00034226
18.7263,1.87E-02,1.13E+19,0.0029819,5.78E-05,0.0002222,0.0002997,4.56E-05,0.000367
18.7332,1.87E-02,1.13E+19,0.0029667,5.76E-05,0.00023364,0.00030775,4.36E-05,0.00036074
18.7405,1.87E-02,1.13E+19,0.0029696,5.81E-05,0.00022865,0.00030925,4.31E-05,0.00036444
18.7475,1.87E-02,1.13E+19,0.0029516,5.90E-05,0.00022755,0.00031546,4.24E-05,0.00036491
18.7544,1.88E-02,1.13E+19,0.0029781,6.13E-05,0.0002145,0.00032773,4.41E-05,0.00036858
18.7613,1.88E-02,1.13E+19,0.0029407,5.80E-05,0.0002195,0.000315,4.86E-05,0.00035285
18.7682,1.88E-02,1.13E+19,0.0029707,5.51E-05,0.00022561,0.00030438,4.32E-05,0.00036587
18.775,1.88E-02,1.13E+19,0.0029898,5.92E-05,0.00020968,0.00030415,4.52E-05,0.00035586
18.7819,1.88E-02,1.13E+19,0.0029818,5.66E-05,0.00022501,0.00031223,4.55E-05,0.00035186
18.7888,1.88E-02,1.13E+19,0.0029915,5.77E-05,0.00022143,0.00031446,4.13E-05,0.00036394
18.7957,1.88E-02,1.13E+19,0.00298,5.81E-05,0.00021939,0.00031363,4.30E-05,0.00035288
18.8025,1.88E-02,1.13E+19,0.0029733,5.52E-05,0.00023155,0.00030079,4.62E-05,0.00036355
18.81,1.88E-02,1.13E+19,0.0029424,6.04E-05,0.00024633,0.0003236,4.47E-05,0.00035269
18.817,1.88E-02,1.13E+19,0.0029368,5.84E-05,0.00023451,0.0003194,4.23E-05,0.00035913
18.8239,1.88E-02,1.13E+19,0.0029574,5.61E-05,0.00024246,0.00030947,4.09E-05,0.00036744
18.8307,1.88E-02,1.13E+19,0.0029569,5.80E-05,0.00023369,0.00031983,4.22E-05,0.00034831
18.8376,1.88E-02,1.13E+19,0.0029535,5.95E-05,0.00024836,0.00031032,4.39E-05,0.00035003
18.845,1.88E-02,1.14E+19,0.0029565,5.73E-05,0.00024103,0.00032096,4.29E-05,0.00034905
18.8521,1.89E-02,1.14E+19,0.00295,5.86E-05,0.00025029,0.00031444,4.21E-05,0.00035892
18.8595,1.89E-02,1.14E+19,0.0029659,5.65E-05,0.00025767,0.00030931,4.37E-05,0.00035569
18.8665,1.89E-02,1.14E+19,0.0029583,5.71E-05,0.00023641,0.00031787,4.40E-05,0.00035522
18.8734,1.89E-02,1.14E+19,0.0029437,5.82E-05,0.00023443,0.00031748,4.28E-05,0.00034769
18.8803,1.89E-02,1.14E+19,0.0029576,6.17E-05,0.00026498,0.00031966,4.15E-05,0.00035354
18.8871,1.89E-02,1.14E+19,0.0029576,5.71E-05,0.00023533,0.00031403,4.53E-05,0.00035218
18.894,1.89E-02,1.14E+19,0.0029357,5.68E-05,0.00025368,0.00031587,4.47E-05,0.0003523
18.9009,1.89E-02,1.14E+19,0.0029634,5.72E-05,0.00022819,0.00031923,4.46E-05,0.00035076
18.9077,1.89E-02,1.14E+19,0.00295,5.90E-05,0.00026489,0.0003161,4.72E-05,0.00035098
18.9153,1.89E-02,1.14E+19,0.0028642,5.38E-05,0.00010439,0.00025976,4.36E-05,0.00031981
18.9223,1.89E-02,1.14E+19,0.0028805,5.34E-05,9.79E-05,0.00027659,4.37E-05,0.00033916
18.9303,1.89E-02,1.14E+19,0.0028803,5.25E-05,0.00014515,0.00028115,4.20E-05,0.00034747
18.9383,1.89E-02,1.14E+19,0.0028933,5.56E-05,0.00016699,0.00028716,4.26E-05,0.00036096
18.9459,1.89E-02,1.14E+19,0.0028916,5.50E-05,0.00017898,0.00030093,3.83E-05,0.00035125
18.9538,1.90E-02,1.14E+19,0.0028852,5.50E-05,0.00020323,0.00030176,4.17E-05,0.00034749
18.9615,1.90E-02,1.14E+19,0.0028659,5.79E-05,0.00020717,0.00030243,4.27E-05,0.00035305
18.9698,1.90E-02,1.14E+19,0.0029144,5.69E-05,0.00018638,0.00030121,3.96E-05,0.00035462
18.977,1.90E-02,1.14E+19,0.0028911,5.18E-05,0.00019474,0.00028528,4.31E-05,0.0003621
18.9838,1.90E-02,1.14E+19,0.0028882,5.90E-05,0.00018658,0.00030108,4.16E-05,0.00035796
18.9911,1.90E-02,1.14E+19,0.0029101,5.92E-05,0.00020445,0.00030867,4.29E-05,0.00036082
18.9987,1.90E-02,1.14E+19,0.0028984,5.67E-05,0.00019182,0.00029326,4.40E-05,0.0003611
19.0063,1.90E-02,1.14E+19,0.0028958,5.14E-05,0.00021878,0.00029912,4.36E-05,0.00034835
19.014,1.90E-02,1.15E+19,0.0028833,5.64E-05,0.00020453,0.00029952,4.60E-05,0.00034792
19.0216,1.90E-02,1.15E+19,0.0028994,5.80E-05,0.00021165,0.00029649,4.30E-05,0.00034094
19.0292,1.90E-02,1.15E+19,0.0029066,5.54E-05,0.00020282,0.00030382,4.55E-05,0.00035652
19.0368,1.90E-02,1.15E+19,0.0029095,5.99E-05,0.00020577,0.00031315,4.18E-05,0.00034029
19.0444,1.90E-02,1.15E+19,0.002903,5.23E-05,0.00022239,0.00030606,4.10E-05,0.00034694
19.052,1.91E-02,1.15E+19,0.0029062,5.67E-05,0.00021367,0.000313,4.05E-05,0.00033338
19.0596,1.91E-02,1.15E+19,0.0028978,5.36E-05,0.00022116,0.00030012,4.12E-05,0.00035649
19.0672,1.91E-02,1.15E+19,0.002899,5.43E-05,0.00022911,0.0003179,4.00E-05,0.00034243
19.0748,1.91E-02,1.15E+19,0.0028869,5.64E-05,0.00020202,0.00030529,4.45E-05,0.00034673
19.0824,1.91E-02,1.15E+19,0.0029036,5.56E-05,0.00021174,0.0002951,4.17E-05,0.0003506
19.09,1.91E-02,1.15E+19,0.0029078,5.58E-05,0.00023279,0.00030844,4.30E-05,0.00035128
19.0976,1.91E-02,1.15E+19,0.0028948,5.20E-05,0.00022919,0.00030235,4.57E-05,0.00034389
19.1052,1.91E-02,1.15E+19,0.002897,5.19E-05,0.00022774,0.00029907,4.25E-05,0.0003566
19.1128,1.91E-02,1.15E+19,0.002886,5.71E-05,0.00023441,0.00030442,4.06E-05,0.00035133
19.1204,1.91E-02,1.15E+19,0.0028832,5.45E-05,0.00021041,0.00031237,3.97E-05,0.00033426
19.1277,1.91E-02,1.15E+19,0.0028881,5.59E-05,0.0001917,0.00030374,4.52E-05,0.00033599
19.1352,1.91E-02,1.15E+19,0.0028717,5.62E-05,0.00022076,0.00031459,4.23E-05,0.0003453
19.1424,1.91E-02,1.15E+19,0.0028595,5.50E-05,0.00021721,0.00030745,4.03E-05,0.00035149
19.15,1.92E-02,1.15E+19,0.0028906,5.34E-05,0.00023017,0.00031158,3.91E-05,0.000357
19.1576,1.92E-02,1.15E+19,0.0028807,5.69E-05,0.00021733,0.00030613,4.47E-05,0.00034168
19.1648,1.92E-02,1.15E+19,0.0028863,5.70E-05,0.00022962,0.00030316,4.18E-05,0.0003518
19.1721,1.92E-02,1.15E+19,0.0028717,5.28E-05,0.00021906,0.00030008,4.25E-05,0.00034869
19.1797,1.92E-02,1.16E+19,0.0028955,5.43E-05,0.00023207,0.00029976,4.46E-05,0.00035379
19.1873,1.92E-02,1.16E+19,0.0028714,5.58E-05,0.00024269,0.00030992,3.89E-05,0.00035066
19.1955,1.92E-02,1.16E+19,0.0028751,5.42E-05,0.0002413,0.00031063,3.98E-05,0.00035517
19.2032,1.92E-02,1.16E+19,0.0028703,5.64E-05,0.00025034,0.00031057,4.27E-05,0.00033162
19.2104,1.92E-02,1.16E+19,0.0028592,5.34E-05,0.00023911,0.00029136,4.66E-05,0.00035431
19.2186,1.92E-02,1.16E+19,0.0027802,4.84E-05,0.00010741,0.00024458,4.63E-05,0.00031911
19.2266,1.92E-02,1.16E+19,0.0027802,5.24E-05,0.00014174,0.00027104,4.21E-05,0.00031309
19.2353,1.92E-02,1.16E+19,0.0028082,5.20E-05,0.00014304,0.00027834,4.11E-05,0.00033482
19.2435,1.92E-02,1.16E+19,0.002786,5.30E-05,0.0001831,0.00027441,4.05E-05,0.00033334
19.2514,1.93E-02,1.16E+19,0.0027817,5.62E-05,0.00015222,0.00028315,4.23E-05,0.00033993
19.2599,1.93E-02,1.16E+19,0.0027947,5.13E-05,0.00017585,0.00027615,4.04E-05,0.00033466
19.2683,1.93E-02,1.16E+19,0.0028114,5.15E-05,0.00019436,0.00028464,4.13E-05,0.00033333
19.277,1.93E-02,1.16E+19,0.0028106,5.54E-05,0.00016488,0.00029615,3.99E-05,0.00034566
19.285,1.93E-02,1.16E+19,0.0028004,5.30E-05,0.00017941,0.00027612,4.42E-05,0.00035484
19.2927,1.93E-02,1.16E+19,0.0028392,5.38E-05,0.00018675,0.00029038,4.08E-05,0.00033395
19.3004,1.93E-02,1.16E+19,0.0028376,5.24E-05,0.00020448,0.00029215,4.05E-05,0.00032975
19.3073,1.93E-02,1.16E+19,0.0028028,5.60E-05,0.00021969,0.00029493,3.96E-05,0.00033269
19.3144,1.93E-02,1.16E+19,0.0028199,5.58E-05,0.00020317,0.00030348,4.03E-05,0.00032795
19.322,1.93E-02,1.16E+19,0.0028176,5.62E-05,0.00020198,0.00029835,4.09E-05,0.00033769
19.329,1.93E-02,1.16E+19,0.0028218,5.54E-05,0.00019201,0.00029007,3.93E-05,0.00034079
19.336,1.93E-02,1.16E+19,0.0028055,5.08E-05,0.00022286,0.00029562,3.91E-05,0.00033706
19.3437,1.93E-02,1.17E+19,0.0028362,5.40E-05,0.0002093,0.0002886,4.36E-05,0.00036118
19.3518,1.94E-02,1.17E+19,0.0028199,5.39E-05,0.00022619,0.00029562,4.39E-05,0.00033149
19.3591,1.94E-02,1.17E+19,0.0027999,4.82E-05,0.00023418,0.00029086,4.36E-05,0.000344
19.3668,1.94E-02,1.17E+19,0.0028338,5.42E-05,0.00021847,0.00029419,4.12E-05,0.00034047
19.3744,1.94E-02,1.17E+19,0.0027913,5.60E-05,0.0002345,0.00029759,3.74E-05,0.00033953
19.3814,1.94E-02,1.17E+19,0.0028388,5.74E-05,0.00021732,0.00030341,4.29E-05,0.00032889
19.3885,1.94E-02,1.17E+19,0.002841,5.40E-05,0.0002222,0.00029312,4.23E-05,0.00034553
19.3961,1.94E-02,1.17E+19,0.0028256,5.59E-05,0.0002203,0.00029796,3.98E-05,0.00034087
19.4031,1.94E-02,1.17E+19,0.0028449,5.47E-05,0.00023749,0.00028958,3.91E-05,0.00035175
19.4105,1.94E-02,1.17E+19,0.0028205,5.06E-05,0.00023894,0.00029211,3.95E-05,0.00033976
19.4178,1.94E-02,1.17E+19,0.0028113,5.33E-05,0.00022809,0.00029031,3.80E-05,0.00035117
19.4252,1.94E-02,1.17E+19,0.0028201,5.26E-05,0.00021574,0.00028769,3.77E-05,0.00034032
19.4325,1.94E-02,1.17E+19,0.0027974,5.37E-05,0.00025133,0.00029669,4.13E-05,0.00034338
19.4394,1.94E-02,1.17E+19,0.0028457,5.20E-05,0.00021827,0.00028776,4.34E-05,0.00034291
19.4464,1.94E-02,1.17E+19,0.0028269,5.28E-05,0.00022492,0.00030192,4.01E-05,0.00033457
19.4535,1.95E-02,1.17E+19,0.0027995,5.45E-05,0.00025275,0.00030476,3.90E-05,0.00034344
19.4607,1.95E-02,1.17E+19,0.00282,5.44E-05,0.00023152,0.0002997,4.13E-05,0.00033789
19.4681,1.95E-02,1.17E+19,0.0028339,5.25E-05,0.00021899,0.00028609,4.26E-05,0.00034103
19.4758,1.95E-02,1.17E+19,0.0027952,5.55E-05,0.00024087,0.00030016,4.20E-05,0.00033304
19.4836,1.95E-02,1.17E+19,0.0028315,5.43E-05,0.00024216,0.00030154,4.18E-05,0.00033828
19.4914,1.95E-02,1.17E+19,0.0028152,5.38E-05,0.00023035,0.00030337,3.98E-05,0.00034022
19.4992,1.95E-02,1.17E+19,0.0028116,5.41E-05,0.00024141,0.00030383,4.16E-05,0.00033632
19.507,1.95E-02,1.18E+19,0.002809,5.13E-05,0.00024355,0.00029439,3.95E-05,0.00034693
19.5148,1.95E-02,1.18E+19,0.0028232,5.58E-05,0.00023444,0.0003009,4.45E-05,0.0003401
19.524,1.95E-02,1.18E+19,0.0027102,4.45E-05,7.56E-05,0.00024374,4.22E-05,0.00030444
19.5322,1.95E-02,1.18E+19,0.0027305,5.06E-05,8.37E-05,0.00026411,4.23E-05,0.00032136
19.5408,1.95E-02,1.18E+19,0.0027324,4.92E-05,0.000125,0.00027824,4.36E-05,0.00032701
19.5494,1.95E-02,1.18E+19,0.0027245,4.63E-05,0.0001582,0.0002789,3.82E-05,0.00033605
19.5591,1.96E-02,1.18E+19,0.0027498,5.11E-05,0.00017488,0.00027897,3.86E-05,0.00032752
19.5685,1.96E-02,1.18E+19,0.0027257,5.01E-05,0.0001648,0.0002773,3.84E-05,0.00033875
19.5771,1.96E-02,1.18E+19,0.0027205,5.08E-05,0.00016838,0.00028513,3.86E-05,0.00032706
19.5857,1.96E-02,1.18E+19,0.0027376,4.82E-05,0.00016501,0.00028047,4.42E-05,0.00033541
19.5949,1.96E-02,1.18E+19,0.002706,5.17E-05,0.00018166,0.00029273,3.86E-05,0.0003211
19.6034,1.96E-02,1.18E+19,0.0027211,5.43E-05,0.00018695,0.0002896,3.97E-05,0.00031348
19.612,1.96E-02,1.18E+19,0.0027464,4.62E-05,0.00018237,0.00028473,4.20E-05,0.00033121
19.6205,1.96E-02,1.18E+19,0.002721,5.25E-05,0.00018418,0.00030233,4.14E-05,0.00031542
19.6291,1.96E-02,1.18E+19,0.0027251,5.42E-05,0.00016782,0.00028826,4.08E-05,0.00033221
19.6378,1.96E-02,1.18E+19,0.0027342,5.10E-05,0.00020923,0.00028478,4.05E-05,0.0003399
19.6464,1.96E-02,1.18E+19,0.0027417,5.20E-05,0.00020574,0.00029284,3.85E-05,0.00033075
19.6549,1.97E-02,1.18E+19,0.0027317,5.05E-05,0.00020051,0.00028368,4.24E-05,0.00032987
