M38,H2,CH4,CO,CO2,
alpha,0.0,0.0,0.0,0.0
eta_ion,0.27,0.27,0.27,0.27
,0.27,0.27,0.27,0.27
,0.27,0.27,0.27,0.27
,0.27,0.27,0.27,0.27
eta_e,0.00177,0.00177,0.00177,0.00177
eta_ph,0.00015,0.00015,0.00015,0.00015
Cbs,0.0,0.0,0.0,0.0
Qth,1e-20,1e-20,1e-20,1e-20
