M1,H2,CH4,CO,CO2,
alpha,5e-06,0.0,0.001,0.001
eta_ion,-0.85,0.15,0.15,0.15
,0.01,-0.98,0.02,0.03
,0.07,0.08,-0.92,0.09
,0.04,0.04,0.04,-0.96
eta_e,3.3e-05,8.33e-07,1.67e-05,1.67e-05
eta_ph,2.5e-07,2.5e-09,1.25e-08,1.25e-08
Cbs,0.0,0.0,0.0,0.0
Qth,5e-14,3e-17,1e-14,1e-14
