0.0025,6.26E-06,2.61414E-05,2.75724E-05,4.06E-05
0.0075,7.00E-06,2.77E-05,2.90314E-05,4.15E-05
0.0125,7.56E-06,2.90E-05,3.03848E-05,3.91E-05
0.0175,7.61E-06,3.03E-05,3.06448E-05,4.05E-05
0.0225,7.75E-06,3.08E-05,2.99595E-05,3.96E-05
0.0275,7.97E-06,2.95E-05,3.00512E-05,4.08E-05
0.0325,7.90E-06,2.97E-05,2.88788E-05,4.17E-05
0.0375,8.04E-06,3.04E-05,2.92439E-05,4.15E-05
0.0425,7.70E-06,2.97E-05,3.06217E-05,4.07E-05
0.0475,7.74E-06,2.99E-05,3.22901E-05,4.09E-05
0.0525,7.61E-06,2.94E-05,3.08857E-05,3.91E-05
0.0575,7.34E-06,2.98E-05,2.9488E-05,4.16E-05
0.0625,7.41E-06,3.08E-05,3.12571E-05,4.23E-05
0.0675,7.85E-06,3.04E-05,3.30415E-05,4.12E-05
0.0725,7.72E-06,3.03E-05,3.40387E-05,4.12E-05
0.0775,6.89E-06,2.85E-05,3.233E-05,3.94E-05
0.0825,6.99E-06,2.79E-05,3.11688E-05,4.10E-05
0.0875,7.16E-06,2.81E-05,3.09046E-05,4.07E-05
0.0925,7.62E-06,2.99E-05,3.10235E-05,4.15E-05
0.0975,8.08E-06,3.22E-05,2.94911E-05,4.15E-05
0.1025,8.08E-06,3.03E-05,2.90649E-05,4.03E-05
0.1075,7.73E-06,2.98E-05,2.99882E-05,4.15E-05
0.1125,7.38E-06,2.90E-05,3.06954E-05,4.08E-05
0.1175,7.53E-06,2.82E-05,3.08278E-05,4.11E-05
0.1225,7.31E-06,2.81E-05,2.97486E-05,3.90E-05
0.1275,7.44E-06,2.91E-05,2.93711E-05,4.04E-05
0.1325,7.12E-06,2.96E-05,2.82709E-05,4.15E-05
0.1375,7.62E-06,2.99E-05,2.86165E-05,4.10E-05
0.1425,7.53E-06,3.01E-05,2.87452E-05,4.11E-05
0.1475,7.86E-06,3.04E-05,2.85595E-05,4.11E-05
0.1525,7.79E-06,3.07E-05,2.93881E-05,4.04E-05
0.1575,7.06E-06,3.14E-05,2.91562E-05,4.13E-05
0.1625,7.49E-06,3.15E-05,3.01926E-05,3.96E-05
0.1675,7.61E-06,3.12E-05,3.1495E-05,3.98E-05
0.1725,7.22E-06,3.11E-05,3.22477E-05,4.00E-05
0.1775,7.57E-06,3.21E-05,3.08097E-05,4.14E-05
0.1825,7.38E-06,3.27E-05,3.07827E-05,4.12E-05
0.1875,7.90E-06,3.08E-05,2.85521E-05,3.93E-05
0.1925,7.84E-06,3.15E-05,2.97337E-05,4.02E-05
0.1975,8.35E-06,3.16E-05,3.09467E-05,4.09E-05
0.2025,8.02E-06,3.28E-05,3.20008E-05,4.05E-05
0.2075,8.24E-06,3.12E-05,3.23575E-05,4.11E-05
0.2125,7.49E-06,3.08E-05,3.30308E-05,4.06E-05
0.2175,7.52E-06,2.99E-05,3.14254E-05,4.07E-05
0.2225,7.13E-06,2.88E-05,2.963E-05,3.85E-05
0.2275,7.19E-06,2.84E-05,2.96428E-05,4.12E-05
0.2325,7.38E-06,2.94E-05,3.07281E-05,4.05E-05
0.2375,7.42E-06,3.06E-05,2.97228E-05,3.98E-05
0.2425,7.30E-06,2.91E-05,2.968E-05,3.97E-05
0.2475,7.43E-06,2.91E-05,2.98426E-05,4.09E-05
0.2525,6.96E-06,2.96E-05,2.98332E-05,4.01E-05
0.2575,7.65E-06,2.95E-05,3.06605E-05,3.99E-05
0.2625,7.37E-06,2.99E-05,3.08792E-05,3.91E-05
0.2675,7.58E-06,3.08E-05,3.25379E-05,3.89E-05
0.2725,7.36E-06,3.14E-05,3.41449E-05,4.01E-05
0.2775,7.62E-06,3.09E-05,3.21052E-05,4.08E-05
0.2825,8.09E-06,3.03E-05,3.23961E-05,4.38E-05
0.2875,7.44E-06,3.16E-05,3.29872E-05,3.98E-05
0.2925,7.56E-06,3.21E-05,3.38486E-05,4.11E-05
0.2975,7.43E-06,3.09E-05,3.42042E-05,4.10E-05
0.3025,7.69E-06,2.96E-05,3.36354E-05,3.80E-05
0.3075,7.47E-06,2.92E-05,3.23552E-05,3.87E-05
0.3125,7.10E-06,3.01E-05,2.98802E-05,4.04E-05
0.3175,7.02E-06,2.88E-05,3.04549E-05,3.92E-05
0.3225,6.88E-06,2.94E-05,3.03791E-05,3.91E-05
0.3275,7.24E-06,2.86E-05,3.11333E-05,3.99E-05
0.3325,7.15E-06,2.82E-05,3.12506E-05,3.93E-05
0.3375,6.96E-06,2.86E-05,3.10678E-05,4.20E-05
0.3425,7.38E-06,2.82E-05,3.1094E-05,3.96E-05
0.3475,7.15E-06,2.81E-05,3.06437E-05,3.89E-05
0.3525,7.30E-06,2.86E-05,3.1272E-05,3.71E-05
0.3575,7.18E-06,2.84E-05,3.14745E-05,3.95E-05
0.3625,7.01E-06,2.80E-05,3.06664E-05,4.03E-05
0.3675,6.98E-06,2.83E-05,2.844E-05,3.96E-05
0.3725,6.26E-06,2.63E-05,2.5811E-05,3.87E-05
0.3775,4.72E-06,2.05E-05,2.04772E-05,4.01E-05
0.3825,2.48E-06,1.05E-05,1.03651E-05,3.74E-05
0.3875,9.88E-07,4.42E-06,4.38E-06,3.84E-05
0.3925,3.62E-07,1.72E-06,1.65E-06,3.62E-05
0.3975,1.99E-07,8.75E-07,8.96E-07,3.54E-05
0.4025,1.09E-07,4.85E-07,5.04E-07,3.64E-05
0.4075,7.94E-08,2.47E-07,2.86E-07,3.79E-05
0.4125,5.25E-08,2.33E-07,1.84E-07,3.52E-05
0.4175,2.14E-08,1.78E-07,1.60E-07,3.67E-05
0.4225,6.30E-08,2.56E-07,9.32E-08,3.69E-05
0.4275,6.42E-08,4.54E-07,5.31E-08,3.74E-05
0.4325,2.10E-07,1.05E-06,3.62E-08,3.75E-05
0.4375,3.32E-07,1.76E-06,2.86E-08,3.66E-05
0.4425,2.25E-07,1.15E-06,2.96E-08,3.60E-05
0.4475,7.13E-08,4.18E-07,1.18E-08,3.80E-05
0.4525,5.15E-08,1.79E-07,1.39E-08,3.79E-05
0.4575,2.22E-09,9.38E-08,1.34E-08,3.79E-05
0.4625,1.55E-08,8.85E-08,1.60E-08,3.80E-05
0.4675,3.41E-08,2.39E-07,3.12E-09,3.75E-05
0.4725,6.35E-08,4.29E-07,3.54E-09,3.63E-05
0.4775,1.37E-07,7.47E-07,7.03E-09,3.83E-05
0.4825,1.96E-07,1.51E-06,1.97E-08,3.73E-05
0.4875,2.24E-07,1.94E-06,4.76E-09,3.75E-05
0.4925,2.00E-07,1.36E-06,1.59E-08,3.70E-05
0.4975,1.51E-07,8.04E-07,1.37E-09,3.86E-05
0.5025,8.88E-08,2.88E-07,1.40E-08,3.99E-05
0.5075,1.63E-08,1.86E-07,7.95E-09,3.92E-05
0.5125,5.84E-09,1.01E-07,2.64E-09,3.97E-05
0.5175,8.74E-09,5.94E-08,4.56E-09,3.86E-05
0.5225,1.88E-09,3.09E-08,1.66E-08,3.81E-05
0.5275,0,2.45E-08,1.75E-08,3.74649E-05
0.5325,2.05E-09,1.66E-08,1.36E-08,3.87E-05
0.5375,6.47E-09,1.92E-08,3.29E-08,3.69E-05
0.5425,1.73E-09,8.73E-09,3.59E-08,3.78E-05
0.5475,0,1.57E-08,5.91E-08,3.96989E-05
0.5525,1.05E-08,3.55E-08,4.95E-08,3.91E-05
0.5575,2.52E-09,7.78E-08,1.30E-07,3.71E-05
0.5625,1.77E-08,1.40E-07,2.44E-07,3.95E-05
0.5675,4.98E-08,3.02E-07,4.73E-07,3.93E-05
0.5725,1.01E-07,7.59E-07,8.73E-07,3.86E-05
0.5775,1.79E-07,9.72E-07,1.42E-06,3.66E-05
0.5825,9.05E-08,6.96E-07,1.73E-06,4.02E-05
0.5875,4.24E-08,3.37E-07,2.20E-06,3.87E-05
0.5925,1.93E-08,1.40E-07,3.33E-06,3.83E-05
0.5975,1.02E-08,8.75E-08,4.77E-06,3.76E-05
0.6025,0,4.12E-08,5.58E-06,4.03641E-05
0.6075,8.51E-09,4.27E-08,5.46E-06,4.06E-05
0.6125,9.09E-09,3.20E-08,4.78E-06,3.94E-05
0.6175,7.63E-09,3.13E-08,3.36E-06,3.98E-05
0.6225,9.60E-09,1.87E-08,2.34E-06,4.10E-05
0.6275,0,3.78E-08,1.51E-06,3.9536E-05
0.6325,5.73E-09,6.72E-08,9.19E-07,3.92E-05
